NodeID	Description	MapID	CityID	Camp	TongID	NeedOpen	WorldRoadTrackEnd	ScriptFile	X	Y	Z	IdleFrame	MinLevel	MaxLevel	StartWaitFrame1	EndWaitFrame1	SwitchWaitFrame1	StartWaitFrame2	EndWaitFrame2	SwitchWaitFrame2	StartWaitFrame3	EndWaitFrame3	SwitchWaitFrame3	StartWaitFrame4	EndWaitFrame4	SwitchWaitFrame4	StartWaitFrame5	EndWaitFrame5	SwitchWaitFrame5	StartWaitFrame6	EndWaitFrame6	SwitchWaitFrame6
869	马嵬驿出口东门	153	869	0	0	0	0	scripts\Traffic\降低车费.lua	117282	21902	1213567	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
870	新建交通点870	153	870	0	0	0	0	scripts\Traffic\降低车费.lua	90907	100940	1303097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871	上山崖	153	871	0	0	0	0	scripts\Traffic\降低车费.lua	80488	37393	1201119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
872	下河大点	153	872	0	0	0	0	scripts\Traffic\降低车费.lua	80490	37425	1217564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
873	第十八段结束	153	873	0	0	0	0	scripts\Traffic\降低车费.lua	90885	120801	1373521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874	第一段结束	153	874	0	0	0	0	scripts\Traffic\降低车费.lua	90947	102287	1307067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
875	第二段结束	153	875	0	0	0	0	scripts\Traffic\降低车费.lua	90757	102877	1310419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876	第三段结束	153	876	0	0	0	0	scripts\Traffic\降低车费.lua	90728	104811	1318314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	第四段结束	153	877	0	0	0	0	scripts\Traffic\降低车费.lua	90741	105962	1317527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
878	第五段结束	153	878	0	0	0	0	scripts\Traffic\降低车费.lua	91041	107095	1322273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
879	第六段结束	153	879	0	0	0	0	scripts\Traffic\降低车费.lua	91071	107757	1325279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
880	第七段结束	153	880	0	0	0	0	scripts\Traffic\降低车费.lua	90679	108588	1329429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
881	第八段结束	153	881	0	0	0	0	scripts\Traffic\降低车费.lua	90821	109236	1331862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
882	第九段结束	153	882	0	0	0	0	scripts\Traffic\降低车费.lua	91114	110681	1337953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
883	第十段结束	153	883	0	0	0	0	scripts\Traffic\降低车费.lua	91087	111353	1341363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
884	第十一段结束	153	884	0	0	0	0	scripts\Traffic\降低车费.lua	90918	112480	1344761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	第十二段结束	153	885	0	0	0	0	scripts\Traffic\降低车费.lua	90928	113369	1346140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	第十三段结束	153	886	0	0	0	0	scripts\Traffic\降低车费.lua	90817	115329	1354476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
887	第十四段结束	153	887	0	0	0	0	scripts\Traffic\降低车费.lua	90844	116062	1357733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
888	第十五段结束	153	888	0	0	0	0	scripts\Traffic\降低车费.lua	91004	117631	1363885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
889	第十六段结束	153	889	0	0	0	0	scripts\Traffic\降低车费.lua	90964	118181	1366121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
890	第十七段结束	153	890	0	0	0	0	scripts\Traffic\降低车费.lua	90925	119901	1373697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	长安驿站	156	891	0	0	1	0	scripts\Traffic\满级指引_车夫教学.lua	45494	66200	1063559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
892	枫叶泽分岔路	12	892	0	0	0	0	scripts\Traffic\降低车费.lua	68067	31836	1076042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
893	安史长安出口西门	156	893	0	0	0	0	scripts\Traffic\降低车费.lua	11643	84802	1073011	0	67	255	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
894	马嵬驿驿站	153	894	0	0	1	0	scripts\Traffic\降低车费.lua	45433	61248	1242681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	紫源泽分岔点	12	895	0	0	0	0	scripts\Traffic\降低车费.lua	14252	38004	1082243	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
896	马嵬驿出口西门	153	896	0	0	0	0	scripts\Traffic\降低车费.lua	27607	38780	1236886	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
897	安史长安出口南门	156	897	0	0	0	0	scripts\Traffic\降低车费.lua	48601	13251	1062216	0	67	255	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
898	扶风郡岔口点	153	898	0	0	0	0	scripts\Traffic\降低车费.lua	39302	63542	1242271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
899	安史长安出口东门	156	899	0	0	0	0	scripts\Traffic\降低车费.lua	87503	69009	1066024	0	67	255	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
900	安史洛阳出口西门	151	900	0	0	0	0	scripts\Traffic\降低车费.lua	5804	48821	1056620	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	洛阳驿站汇集点	151	901	0	0	0	0	scripts\Traffic\降低车费.lua	29417	66440	1052160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
902	安史洛阳驿站	151	902	0	0	1	0	scripts\Traffic\降低车费.lua	33365	67425	1052099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
903	出生点出发	177	903	0	0	0	0	scripts\Traffic\降低车费.lua	13662	34927	1086757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
904	安史之乱预热终	12	904	0	0	0	0	scripts\Traffic\降低车费.lua	63069	24377	1080330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
905	桥口汇集点	151	905	0	0	0	0	scripts\Traffic\降低车费.lua	42983	29845	1064639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
906	流离岛入口	169	906	0	0	0	0	scripts\Traffic\降低车费.lua	7605	2476	1054976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
907	安史洛阳出口南门	151	907	0	0	0	0	scripts\Traffic\降低车费.lua	39963	7708	1070984	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
908	流离岛到达	169	908	0	0	0	0	scripts\Traffic\降低车费.lua	24022	16717	1055178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909	英雄流离岛入口	170	909	0	0	0	0	scripts\Traffic\降低车费.lua	7358	2440	1054976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
910	安史洛阳出口北门	151	910	0	0	0	0	scripts\Traffic\降低车费.lua	88227	96717	1072692	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
911	英雄流离岛到达	170	911	0	0	0	0	scripts\Traffic\降低车费.lua	24041	16716	1055178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	安史天策出口	158	912	0	0	0	0	scripts\Traffic\降低车费.lua	3323	68207	1073745	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
913	天策驿站	158	913	0	0	1	0	scripts\Traffic\降低车费.lua	14210	66840	1080549	0	0	0	152	48	0	154	48	0	0	0	0	0	0	0	165	48	0	150	48	0
914	何方易起始点	153	914	0	0	0	0	scripts\Traffic\降低车费.lua	90989	101017	1302663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	驿站	153	915	0	0	0	0	scripts\Traffic\降低车费.lua	112155	29728	1216189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	一段长途结束	153	916	0	0	0	0	scripts\Traffic\降低车费.lua	91059	103310	1312228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	南河村	153	917	0	0	0	0	scripts\Traffic\降低车费.lua	96421	18280	1243524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
918	将军营	153	918	0	0	0	0	scripts\Traffic\降低车费.lua	80033	41254	1225457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
919	望咸宫	153	919	0	0	0	0	scripts\Traffic\降低车费.lua	84670	45629	1219966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	茂陵村	153	920	0	0	0	0	scripts\Traffic\降低车费.lua	86743	60327	1241282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	聚力结束1	153	921	0	0	1	0	scripts\Traffic\降低车费.lua	91002	101498	1304401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
922	黄山宫	153	922	0	0	0	0	scripts\Traffic\降低车费.lua	49527	41411	1214233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	扶风郡	153	923	0	0	0	0	scripts\Traffic\降低车费.lua	45439	61308	1242806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
924	羽林营	153	924	0	0	0	0	scripts\Traffic\降低车费.lua	28498	68713	1272524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
925	马嵬村	153	925	0	0	0	0	scripts\Traffic\降低车费.lua	44699	77517	1267019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
926	清梵寺	153	926	0	0	0	0	scripts\Traffic\降低车费.lua	64713	77544	1246026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
927	安史枫华谷西出口到长安	139	927	0	0	0	0	scripts\Traffic\降低车费.lua	3972	37610	1082415	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
928	枫华谷驿站	139	928	0	0	1	0	scripts\Traffic\降低车费.lua	8363	38115	1082504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
929	缓冲	139	929	0	0	0	0	scripts\Traffic\降低车费.lua	70622	34962	1074502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
930	钻地第一点	139	930	0	0	0	0	scripts\Traffic\降低车费.lua	19545	27224	1086405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
931	安史枫华东出口到洛阳	139	931	0	0	0	0	scripts\Traffic\降低车费.lua	88481	53446	1093775	0	67	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
932	钻地第二点	139	932	0	0	0	0	scripts\Traffic\降低车费.lua	63090	27293	1075617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
933	二段蓄力开始	153	933	0	0	0	0	scripts\Traffic\降低车费.lua	91038	103353	1315137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
934	二段结束	153	934	0	0	0	0	scripts\Traffic\降低车费.lua	90865	105048	1321120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
935	新建交通点935	164	935	0	0	0	0	scripts\Traffic\降低车费.lua	34839	40634	1050257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
936	第二段聚力结束	153	936	0	0	0	0	scripts\Traffic\降低车费.lua	90977	103844	1317216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
937	三段蓄力开始	153	937	0	0	0	0	scripts\Traffic\降低车费.lua	90848	105100	1321120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
938	三段结束	153	938	0	0	0	0	scripts\Traffic\降低车费.lua	91046	108568	1331893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
939	三段蓄力结束	153	939	0	0	0	0	scripts\Traffic\降低车费.lua	90897	105930	1321119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940	四段蓄力开始	153	940	0	0	0	0	scripts\Traffic\降低车费.lua	91052	108612	1332060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
941	四段结束	153	941	0	0	0	0	scripts\Traffic\降低车费.lua	90867	112528	1348417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
942	四段蓄力结束	153	942	0	0	0	0	scripts\Traffic\降低车费.lua	90940	109093	1334105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
943	五段蓄力开始	153	943	0	0	0	0	scripts\Traffic\降低车费.lua	90848	112596	1348393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
944	五段结束	153	944	0	0	0	0	scripts\Traffic\降低车费.lua	90929	114756	1354472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
945	五段蓄力结束	153	945	0	0	0	0	scripts\Traffic\降低车费.lua	90877	113159	1348381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
946	六段开始	153	946	0	0	0	0	scripts\Traffic\降低车费.lua	90919	114793	1354635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
947	六段结束	153	947	0	0	0	0	scripts\Traffic\降低车费.lua	90860	119724	1375669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
948	六段蓄力结束	153	948	0	0	0	0	scripts\Traffic\降低车费.lua	90922	115292	1356689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
949	六段翻身	153	949	0	0	0	0	scripts\Traffic\降低车费.lua	90851	117982	1368223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950	翻身结束	153	950	0	0	0	0	scripts\Traffic\降低车费.lua	90847	118541	1370606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951	七段开始	153	951	0	0	0	0	scripts\Traffic\降低车费.lua	90866	119776	1375883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
952	七段结束	153	952	0	0	0	0	scripts\Traffic\降低车费.lua	90809	120969	1375953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
953	七段蓄力结束	153	953	0	0	0	0	scripts\Traffic\降低车费.lua	90852	120312	1375953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
954	最终版何方易聚力开始	153	954	0	0	0	0	scripts\Traffic\降低车费.lua	91034	101029	1305752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
955	最终版第一段聚力结束	153	955	0	0	0	0	scripts\Traffic\降低车费.lua	91014	103313	1314967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
956	最终版何方易聚力结束	153	956	0	0	0	0	scripts\Traffic\降低车费.lua	91052	101511	1307245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	新建交通点957	164	957	0	0	0	0	scripts\Traffic\降低车费.lua	35029	40722	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
958	新建交通点958	164	958	0	0	0	0	scripts\Traffic\降低车费.lua	40011	55154	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
959	新建交通点959	164	959	0	0	0	0	scripts\Traffic\降低车费.lua	34625	41169	1052125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
960	君山总舵交叉点	159	960	0	0	0	0	scripts\Traffic\降低车费.lua	82224	54367	1093467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
961	丐帮君山总舵961	159	961	0	0	1	0	scripts\Traffic\降低车费.lua	72937	58974	1093488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
962	新建交通点962	164	962	0	0	0	0	scripts\Traffic\降低车费.lua	44208	46704	1053181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
963	新建交通点963	164	963	0	0	0	0	scripts\Traffic\降低车费.lua	35528	41334	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
964	新建交通点964	164	964	0	0	0	0	scripts\Traffic\降低车费.lua	34627	40954	1052125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
965	丐帮切地图965	159	965	0	0	0	0	scripts\Traffic\降低车费.lua	121683	17318	1093376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
966	君山码头交叉点966	159	966	0	0	0	0	scripts\Traffic\降低车费.lua	83905	87496	1093439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
967	新建交通点967	164	967	0	0	0	0	scripts\Traffic\降低车费.lua	44143	46518	1052926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
968	君山码头968	159	968	0	0	0	0	scripts\Traffic\门派历程_车夫教学.lua	79429	88412	1093645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
969	龙首山码头969	159	969	0	0	0	0	scripts\Traffic\降低车费.lua	74840	107777	1093612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
970	新建交通点970	164	970	0	0	0	0	scripts\Traffic\降低车费.lua	40878	16365	1071207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
971	新建交通点971	164	971	0	0	0	0	scripts\Traffic\降低车费.lua	40709	16376	1085688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
972	归雁泽码头972	159	972	0	0	0	0	scripts\Traffic\降低车费.lua	71499	34569	1093376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
973	归雁泽码头交叉973	159	973	0	0	0	0	scripts\Traffic\降低车费.lua	69982	36822	1093376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
974	罗汉山974	159	974	0	0	0	0	scripts\Traffic\降低车费.lua	33287	46038	1093786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
975	太平渔村交叉点975	159	975	0	0	0	0	scripts\Traffic\降低车费.lua	87422	61578	1093399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
976	太平渔村码头976	159	976	0	0	0	0	scripts\Traffic\降低车费.lua	98625	59310	1093659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
977	轩辕台码头交叉977	159	977	0	0	0	0	scripts\Traffic\降低车费.lua	54759	102563	1093700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
978	流离岛传送点978	159	978	0	0	0	0	scripts\Traffic\降低车费.lua	14584	92783	1093681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
979	太平村鱼鹰任务终点979	159	979	0	0	0	0	scripts\Traffic\降低车费.lua	97915	62065	1093404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
980	太平村鱼鹰任务起点980	159	980	0	0	0	0	scripts\Traffic\降低车费.lua	97870	62053	1093376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
981	新建交通点981	165	981	0	0	0	0	scripts\Traffic\降低车费.lua	34973	40487	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
982	新建交通点982	165	982	0	0	0	0	scripts\Traffic\降低车费.lua	35102	40474	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
983	新建交通点983	165	983	0	0	0	0	scripts\Traffic\降低车费.lua	34632	41033	1052125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
984	p6.33	173	984	0	0	0	0	scripts\Traffic\降低车费.lua	34916	16774	1220326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
985	门派随机轰炸任务-终点	102	985	0	0	0	0	scripts\Traffic\降低车费.lua	40619	17917	1068702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
986	新建交通点986	165	986	0	0	0	0	scripts\Traffic\降低车费.lua	39969	55063	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
987	新建交通点987	165	987	0	0	0	0	scripts\Traffic\降低车费.lua	34627	40955	1052125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
988	新建交通点988	165	988	0	0	0	0	scripts\Traffic\降低车费.lua	44265	46862	1053257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
989	新建交通点989	165	989	0	0	0	0	scripts\Traffic\降低车费.lua	40878	16365	1071207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
990	新建交通点990	165	990	0	0	0	0	scripts\Traffic\降低车费.lua	40693	16376	1085688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
991	新建交通点991	165	991	0	0	0	0	scripts\Traffic\降低车费.lua	40234	16704	1093166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
992	新建交通点992	165	992	0	0	0	0	scripts\Traffic\降低车费.lua	28031	4429	1056632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
993	地图切换点993	159	993	0	0	0	0	scripts\Traffic\降低车费.lua	122949	18393	1093376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
994	地图切换点交叉994	159	994	0	0	0	0	scripts\Traffic\降低车费.lua	119367	18323	1093376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
995	藤蔓下部995	159	995	0	0	0	0	scripts\Traffic\降低车费.lua	10191	40446	1097969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996	藤蔓上部996	159	996	0	0	0	0	scripts\Traffic\降低车费.lua	10224	40346	1112562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997	逃离寺庙	156	997	0	0	0	0	scripts\Traffic\降低车费.lua	87787	25185	1152993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
998	寺庙逃离终点	156	998	0	0	0	0	scripts\Traffic\降低车费.lua	45492	62313	1066726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
999	新建交通点999	165	999	0	0	0	0	scripts\Traffic\降低车费.lua	34906	41070	1050176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	新建交通点1000	165	1000	0	0	0	0	scripts\Traffic\降低车费.lua	44285	46729	1053234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1001	门派随机任务-轰炸交通	102	1001	0	0	0	0	scripts\Traffic\降低车费.lua	17098	89977	1074498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1002	p6.4	173	1002	0	0	0	0	scripts\Traffic\降低车费.lua	35185	18015	1238828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	p6.44	173	1003	0	0	0	0	scripts\Traffic\降低车费.lua	35156	17843	1237236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1004	p6.5	173	1004	0	0	0	0	scripts\Traffic\降低车费.lua	35221	18314	1239895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1005	p6.55	173	1005	0	0	0	0	scripts\Traffic\降低车费.lua	35221	18314	1239895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1006	p6.6	173	1006	0	0	0	0	scripts\Traffic\降低车费.lua	34156	17992	1241379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1007	p5	173	1007	0	0	0	0	scripts\Traffic\降低车费.lua	32707	14159	1207273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008	p5.1	173	1008	0	0	0	0	scripts\Traffic\降低车费.lua	32301	16357	1210353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1009	驯马回归点	172	1009	0	0	0	0	scripts\Traffic\降低车费.lua	24570	47229	1051959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010	新建交通点1010	172	1010	0	0	0	0	scripts\Traffic\降低车费.lua	24739	48822	1051959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1011	驯马起点	172	1011	0	0	0	0	scripts\Traffic\降低车费.lua	24290	46982	1051959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1012	驯马1段	172	1012	0	0	0	0	scripts\Traffic\降低车费.lua	23332	47862	1051959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1013	驯马二段	172	1013	0	0	0	0	scripts\Traffic\降低车费.lua	22025	47029	1051959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1014	驯马三段	172	1014	0	0	0	0	scripts\Traffic\降低车费.lua	21659	46369	1051959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	驯马四段	172	1015	0	0	0	0	scripts\Traffic\降低车费.lua	21199	44900	1052077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1016	驯马五段	172	1016	0	0	0	0	scripts\Traffic\降低车费.lua	19167	45106	1052045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1017	驯马六段	172	1017	0	0	0	0	scripts\Traffic\降低车费.lua	18444	45366	1052024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1018	驯马七段	172	1018	0	0	0	0	scripts\Traffic\降低车费.lua	18406	47293	1052042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
