ID	SkillName	IconID	Desc
377	放逐	9	对目标造成外功伤害，并燃尽目标内力，并将此单位定身，携带放逐不利气劲，此单位可作为一处光源。
378	光焚	9	无名在光照处待上一段时间，会将此处光源吸收，然后跳起砸地，释放一个扩散的光晕，扶摇可躲，被命中非死即伤，中招的玩家将获得一个明光焚体的持续阳性伤害，不可驱散
379	普通攻击	2	对当前目标造成外功伤害，并使当前目标获得融火不利气劲
380	融火	9	每层使目标的最大血量降低，不可驱散，可叠加
381	移形化火	2	瞬移到玩家面前，对前方范围内的玩家造成外功伤害，每一个被击中的玩家都会为伊玛目添加一层元火气劲
382	元火气劲	9	伊玛目每几秒，会获得一层元火气劲。当伊玛目叠加了若干层元火气劲后释放终结招式元火伤害
383	元火 	5	吟唱，大范围圆形伤害，减少被打中玩家当前血量的一定比例，玩家当前血量低于血量最大值一定比例时直接会被秒杀。
384	火雨	5	吟唱，产生范围圆形阳性伤害，每一个被击中的玩家都会为伊玛目添加一层元火气劲。落地产生1个小火焰，施放方式：固定点施放+随机选择玩家
385	小火焰	5	瞬发，产生范围伤害，每一个被击中的玩家都会为伊玛目添加一层元火气劲
386	红色火柱（圣火洗礼-日）	2	对靠近靠近红色火柱的玩家造成阳性内功伤害，并添加圣火洗礼-日的不利气劲,每层每秒造成阳性伤害，并且降低该玩家的最大血量一定比例,该不利气劲可以叠加，不可驱散
387	红色火柱—自爆（圣火洗礼-日）	5	刷新几秒后没有玩家出现在范围内，则自爆造成大范围阳性伤害，玩家获得不利气劲，每层使目标受到的阳性内功伤害提高，可叠加，不可驱散。时间内有玩家出现在范围内，火柱消失并给附近所有玩家添加对应的不利气劲，无伤害
388	蓝色火柱（圣火洗礼-月）	2	对靠近蓝色火柱的玩家造成阴性内功伤害，并添加圣火洗礼-月的不利气劲,每层每秒造成阴性伤害，并且降低该玩家的最大血量一定比例,该不利气劲可以叠加
389	蓝色火柱—自爆（圣火洗礼-月）	5	刷新几秒后没有玩家出现在范围内，则自爆造成大范围阴性伤害，玩家获得不利气劲，每层使目标受到的阴性内功伤害提高，可叠加，不可驱散。时间内有玩家出现在范围内，火柱消失并给附近所有玩家添加对应的不利气劲，无伤害
390	日月融合	8	当带有日和月的玩家靠近的时候，会立刻死亡
391	普通攻击	9	对当前目标造成外功伤害，并使当前目标获得火破不利气劲
392	火破	1	目标护甲降低，可叠加
393	火蓝刀锋	5	对当前目标方向瞬发扇形范围物理伤害，被打中的玩家如果有"净世之火"的不利气劲会被转化，阳性变阴性，阴性变阳性
394	天降圣火（红）（突变）	5	吟唱，产生圆形阳性伤害，每一个被击中的玩家都会为令自身的净世之火不利气劲阴性发生属性反转
395	天降圣火（蓝）（突变）	5	吟唱，产生圆形阴性伤害，每一个被击中的玩家都会为令自身的净世之火不利气劲阳性发生属性反转
396	净世之火（阳性）	5	红色祭祀招式，圆形范围伤害，需要若干玩家来分摊这个伤害，被打中的玩家获得净世之火(阳性)的不利气劲和火焰冲击不利气劲，并释放一个大范围伤害招式，对命中目标造成阳性内功伤害。10人版本"净世之火"转换气劲规则为同层数转换不叠加，25人版本"净世之火"转换气劲规则为转换气劲并再次叠加一层转换后的气劲
397	净世之火不利气劲（阳性）	2	玩家受到的阳性伤害提高，不可驱散，可叠加
398	净世之火（阴性）	5	蓝色祭祀招式，范围伤害，需要若干玩家来分摊这个伤害，被打中的玩家获得净世之火(阴性)的不利气劲和火焰冲击不利气劲并释放一个相同等级的大范围伤害范围伤害，对命中目标造成阳性内功伤害。10人版本"净世之火"转换气劲规则为同层数转换不叠加，25人版本"净世之火"转换气劲规则为转换气劲并再次叠加一层转换后的气劲
399	净世之火不利气劲（阴性）	2	玩家受到的阴性伤害提高，不可驱散，可叠加
400	火焰之力气劲	1	伊玛目获得火焰之力，外功伤害提高，不可驱散，可叠加。
401	火焰冲击不利气劲	9	减速，不可叠加不可驱散
402	嗜血	6	安禄山随机选中一个有流血不利气劲的目标（没有则对随机目标释放该招式），释放通道招式，造成外功伤害，并使目标减速%,并将目标的流血不利气劲转换成自身伤害加成的嗜血气劲，目标流血不利气劲不消失
403	嗜血气劲	9	自身所有伤害加成提高，可叠加，不能驱散
404	撼天动地	5	吟唱，重拳击打地面，所有玩家造成外功伤害，如果站在地面上还要眩晕，不可驱散。
405	撕咬	8	放出的几条恶狼会在场地内反复横冲直撞。它会随机选择一个目标发起冲锋，冲到战斗区域边缘就会停下来。对冲撞路径前方矩形范围内的目标造成伤害，被冲撞到的目标会得到流血不利气劲。
406	流血不利气劲	2	每秒造成外功伤害，可以叠加，不能驱散
407	急速杀戮气劲	9	战斗中每死掉一个玩家，狼群所造成的伤害会提升，移动速度加快，可叠加,不能驱散
408	远程打击	9	每隔一段时间，头狼会强制攻击离其距离最远的玩家，在这段时间内不受仇恨的影响，时间结束后攻击第一仇恨。
409	攻击	9	对当前目标造成外功伤害，每次攻击都给自身叠加一层伤害气劲，每层提高外功伤害，可叠加，可驱散，每次驱散都给自己添加一层"罡气附体"反伤气劲
410	罡气附体	9	反伤气劲，反弹受到伤害的一定比例给玩家，不可驱散，可叠加
411	鲜血牢笼	6	随机点部分名玩家（排除头狼目标，小狼目标，已经被鲜血牢笼困住的玩家，安禄山当前目标）,囚笼几秒后完全形成，当囚笼形成后释放圆形伤害
412	折磨	2	困在囚笼内的玩家会持续受到伤害
413	鲜血穿刺	8	鲜血牢笼形成后一段时间内没有被打破，困在里面的玩家会被直接杀死，牢笼玩家无法击杀牢笼，需要头狼的"利爪"招式
414	相撞	8	小狼相撞后会产生全范围外功伤害，并附带溢伤不利气劲：使玩家受到的所有伤害增加，每秒造成外功伤害，不可驱散，可叠加
415	发怒气劲	9	持续一段时间，在持续这段时间任何对头狼的攻击都不会让它转换目标。
416	利爪	5	进入目标一定范围内会释放矩形范围伤害，被击中的目标获得破甲不利气劲,头狼的利爪还能击破安禄山的鲜血牢笼。
417	破甲	2	玩家受到的物理伤害提高，不能被驱散，可叠加
418	急速杀戮气劲	9	每死掉一个玩家，头狼的下一次伤害增加
419	锁链	9	对狼使用会使头狼的移动速度下降，攻击力下降，并能抵消头狼的急速杀戮
420	怒吼	3	吟唱，可打断，施放圆形范围伤害，被击中的玩家会获得减速不利气劲：移动速度降低，不可驱散
421	踏血无痕	5	先后选择几个目标瞬移到目标身边，进行强力圆形范围攻击，被攻击的玩家各得到一个鲜血涌动的不利气劲。施放前有系统提示,优先选择远程玩家
422	鲜血涌动不利气劲	9	每秒造成伤害，持续时间一旦结束鲜血喷出，玩家死亡。当这几个玩家靠近在一起后,生成一个血池，气劲消失。
423	鲜血喷泉	9	在安禄山释放气血归元前，会吟唱几秒引导血池喷发，血池会间隔式喷发对周围玩家造成最大血量的比例伤害，血量低于一定比例会被直接打死，吟唱结束后就会释放气血归元。
424	气血归元	5	全场范围招式, 根据被击中的玩家当时的血量为安禄山回复一定比例血量。
425	狼嚎	9	每几秒移动速度提高
426	利爪	5	进入目标几米范围内会释放矩形范围伤害，被击中的目标获得破甲不利气劲
427	破甲	9	玩家受到的物理伤害提高，不能被驱散，可叠加
428	肉	9	军官杀掉会掉肉，使用道具后会在目标点出现一块肉，放出的肉的存在一段时间。狼吃到肉后，会享用几秒，享用完后会重新找目标，速度重新叠加。
429	怒吼	3	吟唱，可打断，施放圆形范围招式，造成外功伤害，被击中的玩家会获得减速不利气劲：移动速度降低，不可驱散
430	撼天动地	5	吟唱，重拳击打地面，所有玩家受到外功伤害，如果站在地面上还要眩晕，不可驱散。
431	踏血无痕	6	先后选择接目标瞬移到目标身边，进行强力圆形范围攻击，被攻击的三个玩家各得到一个鲜血涌动的不利气劲。
432	灼烧不利气劲	2	每秒造成阳性内功伤害，可叠加10层
433	乾元·龙战	9	无仇恨状态，每2s对本区域内距离自己最近的玩家进行一次攻击，之后对最远的玩家进行一次攻击，每次攻击都会给该玩家叠加“龙战”不利气劲。
434	龙战	9	每秒对当前目标造成XX点毒性内功伤害，持续10s/20s，可叠加30层，不可驱散，8层/6层后将无法再次承受龙战的伤害。
435	乾元·洄梦	9	随机目标方向施放30°扇形范围伤害招式，对命中所有目标造成伤害。
436	突厥秘术·斩	9	BOSS举起手中武器，蓄力6s后将积攒的能量砸向脚下，形成扩散圈，对所有玩家造成XX点毒性内功伤害，伤害受到"庇佑"气劲的减免。
437	御藤	9	每隔一段时间各召唤一个狼图腾，每秒对附近3个玩家造成毒性链状伤害，狼图腾可击杀。
438	天浮	9	随机目标施放，玩家获得治疗吸收盾，吸收治疗量，盾存在期间，玩家不断升空，如果玩家高度高于25尺，则直接死亡。
439	庇佑	9	标记气劲，可减免部分"突厥秘术·斩的"伤害。
440	蓝球	9	蓝球出现时挂有治疗吸收盾气劲“天佑”，"天佑"气劲消失后，球体再次受到治疗则消失并给治疗者添加"庇佑"气劲，触碰BOSS后给BOSS回复蓝量，并扣除所有玩家蓝量。
441	天佑	9	吸收治疗量。
442	金球	9	满血出现，击杀后给玩家添加“庇佑”气劲，抵抗部分"突厥秘术·斩的伤害"，触碰BOSS回复BOSS血量，并给场上所有友方NPC回复血量（是指红名的天策士兵）。
443	绿球	9	满血出现，击杀后给玩家添加“庇佑”气劲，抵抗部分"突厥秘术·斩的伤害"，触碰BOSS造成全团范围范围伤害伤害。
444	毒爆	9	绿球触碰BOSS的范围伤害，全范围造成毒性内功伤害，并附带沉默3s的效果,并且使目标每秒受到毒性内功伤害，移动速度降低10%，持续10s/15s普通小球施放一级招式，天羽散小球施放二级招式
445	毒溅	9	小球被击杀后施放半径4尺的范围伤害，造成毒性内功伤害。
446	淬毒	9	单体招式，对当前目标造成毒性内功伤害并附带"残毒"dot效果。
447	残毒	9	每层对目标每秒造成毒性内功伤害,持续一段时间，不可驱散。
448	空连湮	9	随即位置生成一个4尺的特效圈，10s/8s后自爆，如果有玩家存在，则随即选择一个命中的玩家传进去，能看到受伤的小七，治疗受伤的小七，并施放半径4尺的范围伤害。如果目标点没有玩家，则施放一个全屏的范围伤害"湮灭"；2个范围伤害伤害都很大，需要玩家开招式吃伤害。
449	湮灭（穿透）	9	全范围的高伤害范围伤害招式，对所有目标造成毒性内功伤害。
450	天怒	9	开场随即玩家添加一个12s/8s的dot伤害，每秒造成毒性内功伤害，自然结束随即跳转到一个玩家身上并且伤害叠加，可叠加5层/8层。不利气劲可被驱散，驱散后立刻跳转到距离该玩家最近的玩家，如果携带这个不利气劲的玩家被传进去面对小7，则小7会吸收该气劲，以毒攻毒，并转换为自身一个受到疗伤加层的效果。
451	血烟	9	每层使目标受到的治疗成效提升，持续20s，不可驱散，可叠加10层。
452	天罚·洪流	9	造成少量毒性范围伤害伤害，并吸空所有玩家蓝量（吸蓝删除），并叠加"流蓝"不利气劲。
453	天罚·红雷	9	每秒对半径4尺内的所有玩家造成少量伤害并扣除N%的蓝耗，持续12s，不可驱散，不可叠加。
454	天罚·流蓝	9	造成少量毒性范围伤害伤害XX点，并吸空所有玩家蓝量（吸蓝删除），并叠加"流蓝"不利气劲。
455	流蓝	9	每秒扣除玩家20%蓝量，持续15s，不可驱散。
456	天罚·激流	9	每秒造成半径40尺的范围伤害毒性内功伤害，施放8次伤害。
457	夺魄打击	9	如果有玩家在其4尺范围内，会对玩家点施放一个3s吟唱,8尺90°扇形范围伤害，造成外功伤害，并附带溢伤效果，受到所有招式伤害提高N%,持续40s，不可驱散，可叠加10层；如果4尺内没有玩家，则全场随即选择一名玩家释放单体伤害。
458	旋风斩	9	随机选择一名玩家追逐，并释放旋风攻击，每5帧造成半径6尺的圆形范围伤害外功高伤害，持续6s。如果旋风在经过巫师释放的毒圈，则范围伤害会附带毒性 dot：每秒造成毒性内功伤害，持续15s，可叠加10层。追击到目标后对目标造成外功伤害
459	残废	9	击杀黑齿卫士的玩家和小队玩家，会中一个“残废”不利气劲，持续30s/50s，全溢伤10%/20%，可叠加10层。
460	卫士之力	9	巫师在45s/40s内没有打掉或者靠近BOSS4尺，则会被BOSS献祭,黑齿卫士被献祭后，会给黑齿元祐添加“卫士之力”气劲，增加黑齿元祐的全属性防御力20%/25%，可叠加20层。
461	黑暗治愈	9	释放一个全场范围的范围伤害，造成混元内功伤害，并且治疗周围8码内的同势力的NPC，回复血量。
462	萃取	9	击杀黒齿祭祀的玩家和小队玩家，会中一个“萃取”的不利气劲，持续30s/50s，每秒烧蓝0.2%/0.4%，可叠加10层。
463	祭祀之力	9	黒齿祭祀被献祭后，会给黑齿元祐添加“祭祀之力”气劲，缓慢的给黑齿元祐回血，每秒回复血量，可叠加。
464	静默	9	随机追击一名玩家8s，如果追击到，则沉默该名玩家，如果没有追击到，则闪现到其背后，释放3秒读条120度扇形范围伤害,半径6尺，被击中的人同样会被沉默。
465	禁默	9	击杀黑齿暗影的玩家和小队玩家，攻击一定几率触发混乱范围伤害，对周围队友（不包括自己）造成沉默效果，可叠加，不同等级半径大小不同，持续50s。
466	暗影之力	9	黑齿元祐献祭暗影后，会给自己添加一个“暗影之力”的气劲，玩家攻击一定几率触发内功伤害反弹固定伤害，可叠加，层数越高，反弹几率越大。每层20%的反伤几率。
467	血魂挪移	9	对每一个试图攻击黑齿的天策士兵释放链状招式，每个天策士兵会给BOSS每秒回复蓝量，并且天策士兵每秒损失血量。气劲存在期间，BOSS将消耗内力来化解玩家的伤害，天策士兵到达BOSS身边，或者被奶满后，对会从连线中挣脱出去。
468	借尸还魂	9	黑齿元祐复活场地内被自己用血魂大挪移杀死的天策士兵，将其变为攻击玩家的鬼魅。被BOSS吸死的天策士兵立刻变僵尸，正常招式不可攻击。
469	毒性撕咬	9	鬼魅的普通攻击，外功攻击，并且带有毒性伤害的子招式效果，并附带毒性dot效果,每秒造成毒性内功伤害，持续12s/20s，可叠加10层。
470	鬼魅	9	召唤2只/4只鬼魅，鬼魅每隔一段会随机选择玩家攻击，攻击带有dot，可叠加。鬼魅只能被变成幽魂的玩家击杀。
471	幻	9	每隔2s叠加一次，20层后释放“幻真幻灭”，秒杀全团，持续25s。
472	幻地	9	每层使玩家急速等级提高N%，并使目标每秒受到XX点内功伤害，持续16s，可叠加20层。
473	噬魄点穴	9	随机选择2名/4名有蓝玩家，添加5层“噬魄”气劲：该名玩家每层每秒损失蓝量，持续18s，在蓝量为0时会爆炸，对周围人产生8码半径范围伤害伤害。自己则必死，并再次召唤一只鬼魅。
474	真	9	每隔2s叠加一次，20层后释放“幻真幻灭”，秒杀全团，持续25s。
475	真地	9	每层使玩家暴击等级提高，并使目标每秒受到内功伤害，持续16s，可叠加20层。
476	月下魅影	9	玩家的正面180度面向目标则会受到该攻击效果，击中的目标立刻眩晕5s并将其镜头移动到苏曼莎展示效果，展示结束玩家目标获得混乱不利气劲
477	歌舞升平	9	击中BOSS友方单位:大范围降低受到的内功伤害25%；击中BOSS方单位:敌方全员获得恢复hot:每秒回复2%血量，持续15s。击中玩家机关：会强制爆掉唐门的机关。效果不可驱散，斥候、刺客、精英弓箭手攻击力提升10%/20%，持续10s，不可驱散。瞬发
478	谷风·夏火	9	造成大范围毒性伤害（30尺）；命中玩家：被治疗降低20%，持续8s，8号BOSS效果：定量治疗的X倍反射给令狐伤（玩家基础疗效的X倍或是实际数值的X倍）。命中BOSS方单位：获得外功提高气劲：伤害提高20%,持续10s,可以驱散，移动速度提高20%。
479	北风·冬湖	9	单体冰霜链状招式，击中一般玩家：附带不利气劲减速20%，持续12s。集中中毒玩家：附带刺骨不利气劲仇恨产生量降低30%，外功防御降低30%,持续12s。
480	终风	9	击中近距离玩家：内力燃烧dot，每秒燃烧1.5%，获得伤害提高50%气劲持续15s，内力消耗变为200%，无内力则燃烧HP，每秒5%。击中远距离玩家：生命值燃烧，目标攻击力提高50%，但是每次攻击HP大幅度降低3%，扣血（普通攻击也计算），持续15s，HP上限每间隔5s降低5%。击中近距离BOSS方单位：HP恢复15%，强化内外功防御50%，击中远距离BOSS方单位：伤害加成25%，强化速度25%。
481	闪舞刺	9	月下魅影招式结束后释放，第一仇恨，单体飞针攻击伤害：击中混乱状态的目标：目标直接死亡，施放尸爆；击中金蛇毒目标：如果气劲层数为5层，施放一个单体伤害；击中HP低于50%的目标：清空所有的内力，不会产生伤害；击中HP低于30%且无蓝条职业：获得“无力”D气劲；击中其他状态玩家（除上述4种情况）：附带一个中度流血伤害，1000/s,持续12s。
482	QTE斩杀	9	月下魅影状态释放，随机选取玩家或杨宁为目标。
483	QTE（模式一）	9	选取杨宁目标：1.命中玩家的数量大于或等于4个；2.被抽取的玩家的内力值大于75%；3.被抽取的玩家的生命值大于75%，QTE不会释放，直接击退令狐伤
484	QTE（模式二）	9	1.命中玩家的数量大于或等于4个；2.被抽取的玩家中的内力值小于50%的玩家；3.被抽取的玩家中的生命值小于50%的玩家；选中的玩家中将内力值小于50%与生命值小于50%的玩家传送到战斗场地中间，再随机选取其中一名玩家作为当前目标进行QTE。选择中的玩家背对令狐伤：令狐伤直接杀死玩家；选择中的玩家正对令狐伤：继续进行QTE玩法，失败或成功后都选取下一名玩家继续QTE玩法，直至选取完4名玩家。
485	QTE（模式三）	9	被杨宁范围伤害命中玩家数量不足,令狐伤直接杀死杨宁。
486	金蛇剑意	9	普通攻击，打第二仇恨；对目标造成外功伤害，附带“金蛇毒”毒性DOT，持续12s，20层之后，产生每次伤害毒性冰霜链。
487	白蛇吐信	9	无气劲80%血一下释放，随机单体目标，范围距离30尺，扔出剑旋转，剑带范围伤害，被击中的目标驱散目标身上的全部增益效果（加一个无法承受治疗的不利气劲—7169，持续5s），金蛇毒10层以下伤害XX点，10层以上伤害XX点，剑返回后根据是否是谷风状态和命中的目标添加一层剑返气劲，范围伤害持续15s。
488	白龙剑走	9	令狐伤受到北风影响：白蛇吐信变化为白龙剑走，范围尺加大4尺，白蛇的伤害带有流血撕裂DOT效果，持续10s；目标的攻击增益气劲清除，同时苏曼莎获得龙之剑气气劲；目标的血量增益气劲清除，同时苏曼莎获得白龙逆鳞气劲；目标的血量防御气劲清除，同时苏曼莎获得白龙甲气劲；苏曼莎疲劳状态则气劲转给令狐伤。攻击第二仇恨。
489	苍龙碎	9	终风以及BOSS 70% 血以上释放。目标位置旁出现影子,2秒内若玩家没有离开影子近战范围,90度半径6尺扇形,致命穿透伤害。
490	千切子寒光	9	终风以及BOSS 70% 血以下。连续环杀技,千本樱效果,通过扶摇或移动闪避,千本樱杀死玩家不能复活。
491	地龙崛起	9	歌舞升平下释放。令狐伤受到歌舞升平影响&当前生命值大于等于50%，玩家坐标半径4尺,地震剑舌产生高空击飞效果,剑舌会追踪目标,持续12s。
492	弓箭俑·射击	5	外功范围伤害
493	弓箭俑·宽姿态	5	招式半径增加
494	弓箭俑·患姿态	5	招式附带持续伤害
495	弓箭俑·疾姿态	5	攻击频率缩短
496	剑盾俑·横扫	5	攻击前方扇形，造成外功伤害。
497	剑盾俑·宽姿态	5	招式半径增加
498	剑盾俑·患姿态	5	招式附带降低目标全属性
499	剑盾俑·疾姿态	5	攻击频率缩短
500	号令·宽	5	弓箭俑和剑盾俑的攻击范围增加
501	号令·患	5	弓箭俑和剑盾俑的攻击附带特殊效果
502	号令·疾	5	弓箭俑和剑盾俑的攻击频率加快
503	天火	5	点名招式，几秒后落下天火，造成范围伤害
504	诡道	9	免疫内功伤害
505	狂暴	8	当王翦无法攻击敌人时，释放兵势
506	车俑·敌·冲撞	5	对附近的玩家造成击飞和外功伤害
507	车俑·敌·减速	9	每个车俑被减速若干层之后可被控制
508	车俑·友·冲撞	5	对车俑造成伤害，消耗所有耐久度；对兵俑造成伤害，消耗1点耐久度；对王翦造成伤害，消耗所有耐久度；对玩家造成击飞，并可去除石化效果，无伤害。
509	虚实	6	随机点名几名玩家，若干秒后玩家变为只可移动不可释放招式的兵俑，需要被车俑撞击才可恢复，玩家驾驶的车俑也可。
510	护卫	9	每个存活的剑盾俑给王翦添加减伤，王翦受到的部分伤害有会平摊给存活的剑盾俑
511	兵势	5	全场范围伤害，对玩家造成外功伤害，附带眩晕，附带持续伤害，并每次摧毁1个俑，每摧毁一个，给自己增加攻击，加一层回血气劲，永久持续，可叠加。
512	爪击	5	麒麟使用随机一只爪子扫向身前位置，造成扇形内功伤害，附带持续伤害，可叠加
513	追击	6	随机选择一名远程玩家，跑到一定距离内，跳跃过去。如果该名玩家在一定距离内，则先用右爪将其击飞造成外功伤害，再跑到一定范围，跳跃过去。跳跃若干尺范围内目标，造成外功伤害。
514	尾扫	5	麒麟快速原地转一圈。圆形招式,造成外功伤害击退范围内玩家。
515	麒麟火柱	6	随机选择几名玩家，在其脚底先创建一个红色提示特效，几秒后麒麟上的青铜管向该区域喷射柱状火焰，被火焰击中的玩家会被击飞并受到内功伤害，在空中有一个QTE反制的提示。如果按错会被持续烧伤，每秒伤害。喷发完毕后，原地会残留火焰余热，对范围内玩家造成伤害。若每个火柱没有喷发到玩家，则在几秒后为麒麟回复内力
516	火龙喷发	9	战斗过程中会不断有绿名的方士从兽血储存罐中提取兽血，给麒麟增加内力，当麒麟的内力满了之后，麒麟会怒吼定住全场玩家（除了控制石头守卫的玩家），献祭掉在场的方士，并且转向人多的区域，对其方向喷出大范围的火焰，此时控制石头守卫的玩家需要站在喷射火焰范围内顶盾，保护该方向的玩家，先吟唱，然后持续释放，造成伤害,若玩家在顶盾保护范围内，则受到伤害
517	麒麟震岳	5	麒麟慢慢抬起双前爪，原地猛拍地面，造成外功伤害和眩晕，跳起可以规避眩晕。同时洞穴顶部有大量石块掉落，被砸中之后受到外功伤害和外功易伤不利气劲，可叠加
518	石像守卫·顶盾	9	石像守卫举起自己的盾牌挡在身前，站定，挡住前方火龙喷发伤害。
519	石像守卫·穿刺横扫	5	使用青铜剑像前方扇形范围挥砍，造成外功伤害
520	石像守卫·战斗怒吼	5	原地怒吼，振奋士气。圆形范围伤害，增加被打中玩家的攻击力
521	方士·灌注内力	9	为麒麟增加内力
522	自我修复	9	麒麟趴到在原地，开始自我修复。修复成功后会突然跳起，挣脱玩家的鱼叉锁链，回复自身血量，起身狂暴。如果此时玩家从上方使用青铜剑跳劈麒麟脑部，则麒麟会倒地虚弱，受到伤害增加。如果一段时间内，没有此操作，则麒麟起身狂暴，伤害增加
523	火扇	5	如果范围内有玩家，探雪会选中第一仇恨，用扇子向前方挥动，造成扇形内功范围伤害。若无玩家则释放火冲。
524	火冲	2	探雪会对第一仇恨（远离的情况下），远程单体伤害。附带减全防御一定比例的不利气劲，可叠加
525	优艳火花	5	吟唱，释放多次环形范围招式，范围依次增加，造成内功伤害，最后一次造成内功伤害并眩晕，可驱散。被打中之后叠加一层厌火，并删除沐浴清风和真火气劲的气劲。
526	火牢花雨	6	随机选择几名远程玩家，锁足并形成火焰牢笼，治疗吸收盾若干点。如果刷爆则取消锁足并残留一个标志，几秒后爆炸造成内功伤害。若未刷爆则直接形成大范围内功伤害。英雄版人被打中则叠加一层火种不利气劲。
527	红唇魅惑	6	随机控制部分玩家成为自己的护卫。被控制的玩家会用动态招式栏中的新招式。并且不能被治疗。一段时间后被献祭给圣女，如果被献祭或死亡之前，没有造成足够的伤害，则回复圣女大量生命。利用新招式打够一定次数伤害之后，魅惑解除。
528	献身真理	5	引导，以自身为圆心，造成多次阳性范围伤害，每次消耗自己生命，可以对玩家和NPC使用。
529	变装火舞	6	探雪变装跳舞，同时随机点穴几名玩家，会中对应颜色特效的不利气劲。此时场地左侧的五块石板会升起，石板上也有对应的5种颜色的特效，需要没有中不利气劲的玩家，对应变装顺序踩上石板，会在右侧对应升起石板，玩家去按顺序去相对应的石板上，即可解掉所有队友的不利气劲
530	红色	2	持续掉血，并且逐步叠加。每秒增加1层，可叠加
531	黑色	2	持续百分比掉蓝，掉剑气，掉神机值,掉魂能，并且逐步叠加，每秒增加1层，可叠加
532	绿色	9	持续百分比降低攻击力、治疗量、仇恨值，并且逐步叠加，每秒增加1层，可叠加
533	蓝色	2	不断从玩家身体内产生带有范围伤害的蓝色气劲，每次造成伤害。气劲本身免疫副本部分伤害，随机追击玩家，被追到玩家同样获得蓝色不利气劲。
534	白色	9	逐步降低移动速度，并且逐步叠加，若干层之后完全石化，并将此灰白色不利气劲传染给离他最近的队友。（25人特有）
535	火灵	5	刷新球星火焰，缓慢移动，持续造成圆形范围伤害。击杀火球后，玩家获得不利气劲，不断向周围释放原型范围伤害，存在数量有上限
536	真火气场	9	周围一切生物（需求无厌火）的外功提高，阳性伤害提高，每几秒叠加一层，可叠加。探雪自身的攻击越来越强，每几秒增益一次，可叠加。周围每几秒一次圆形范围内功伤害。
537	九星连珠	9	中圈两个三角形任意边上的四个台子都出现燃火时，探雪会对该三角形上的九个台子上的玩家释放火焰子弹招式，被击中的玩家会带有一个持续掉血的火种不利气劲，每秒造成内功伤害，结束后会爆炸产生内功伤害。
538	沐浴清风	9	外围两圈的小台子上会随机出现一个绿色小球，靠近的人会获得内功和治疗量加成,吃到之后绿球消失，吃绿球还会消除厌火和火种不利气劲。
539	寒气	9	玩家掉下石台后可以扶摇上台子，不过会中寒气不利气劲，降低自身的急速等级，并使扶摇不具有调息时间
540	金蛇剑意	6	随机攻击单体目标，造成内功伤害，并为目标叠加金蛇毒，可叠加。金蛇剑打中若干层后的目标产生爆炸，造成内功伤害并使周围一定范围的所有人（不包括自己）沉默
541	金蛇真气	5	令狐伤自己的气劲，气劲存在情况下持续对周围造成毒性范围伤害
542	秘剑金蛇	5	手持轻剑，做岚尘金蛇一样的表现效果，落地时附带范围伤害
543	死亡烈焰	5	惩戒矩形范围招式，石板坍塌时释放。燃烧目标造成伤害。目标混乱并且被灼烧，持续伤害，并施放圆形范围招式，将燃烧传染给其他人。死亡依旧持续。
544	恐怖割裂	5	惩戒矩形范围招式，目标直接流血若干秒内致死，再次命中直接杀死。正面格挡盾效果，并且战斗内无法被复活。几秒后施放一个范围招式，死亡不持续。一旦命中目标则会获得铁毒锈。
545	沼气龙卷	5	圆形范围招式。降低玩家下落速度，清空轻功CD，并且让目标中毒，造成持续伤害
546	召唤	6	令狐伤随机点名一位玩家，在其头顶创建一把巨剑并随后落下，具有特殊效果。
547	古剑·古剑剑震	5	古剑周期释放，吟唱，造成伤害并且击晕，二段跳可躲。
548	古剑·剑力负重	5	重剑气场，周围玩家重量+1且阳性内功攻击和外功攻击增加。
549	岚尘剑·金蛇剑震	5	落下瞬间释放，造成环状外功伤害并且击飞目标
550	岚尘剑·剑力负重	9	重剑气场，周围的玩家重量+1且阳性内功攻击和外功攻击增加
551	虚龙剑·铁尘振幅	5	双环形范围招式。命中的目标会获得力不从心D气劲。内功攻击降低，外功攻击降低
552	虚龙剑·厚铁毒尘	9	受到毒攻击会获得的效果，每受到一次攻击会反射给攻击者一层铁毒锈，满若干层后会释放毒性范围招式，造成毒性伤害并附带毒性持续伤害。获得铁毒锈的攻击者毒性攻击上升。持续伤害不可被驱散。
553	虚龙剑·剑身负重	9	剑之气场，全场所有剑的重量+1
554	金蛇剑意	2	普通攻击，打第二仇恨，对目标造成外功伤害，附带“金蛇毒”毒性持续伤害，若干层之后，产生每次伤害毒性冰霜链
555	金蛇剑意·闪电链	5	冰霜链放射到距离最远的目标，逐个从最远距离跳转到次远距离目标，闪电链攻击多个目标。远程职业承受闪电链：沉默目标，读条玩家承受闪电链：打断读条，大量伤害
556	白蛇吐信	9	随机单体目标，扔出剑旋转，剑带范围伤害招式，被击中的目标驱散目标身上的全部增益效果，造成伤害，若目标金蛇毒若干层以下则额外伤害，若干层以上则额外伤害，剑返回后根据是否是谷风状态和命中的目标添加一层剑返气劲
557	白蛇吐信·剑返气劲	9	添加外功攻击防御盾，可叠加
558	白龙闪：白龙陨落	6	白龙剑释放失败几次，玩家坐标点柱状瞬发技，极高伤害，附带缴械
