ClassID	SubClassID	ID	ClassName	SubClassName	Title	Content	Link
15	25	2			获得秘笈	<text>text="　　秘笈的获得方式多种多样，包括野外掉落、声望购买、副本BOSS掉落、任务奖励、阅读书页、书籍换取等。\\\n　　秘笈有不绑定和绑定之分，不绑定的秘笈通常也是江湖人士们趋之若鹜的宝贝。\\\n" font=162</text>	
15	25	3			领悟秘笈	<text>text="　　打开背包，右键点击秘笈图标则开始领悟。\\\n　　当进度条读完后，背包中的秘笈则消失，秘笈即被领悟。你可以在对应招式的秘笈界面中，看到已领悟的秘笈列表。同样的秘笈只能领悟一次。\\\n　　按P键打开武学界面，找到该秘笈相对应的招式，点击招式图标后方的“秘”字打开该招式的秘笈界面。另外，用Shift+右键点击快捷栏上的招式图标，也可快速打开该招式的秘笈界面。" font=162</text>	
15	25	4			激活秘笈	<text>text="　　按P键打开武学界面，找到该秘笈相对应的招式，点击招式图标后方的“秘”字打开该招式的秘笈界面。另外，用Shift+右键点击快捷栏上的招式图标，也可快速打开该招式的秘笈界面。\\\n　　在秘笈界面中，激活的秘笈图标周围会有光圈环绕闪动，表示该秘笈已产生效果。未激活的秘笈图标没有光圈环张，表示该秘笈没有产生效果。\\\n鼠标左键单击秘笈图标即可激活秘笈，再次单击则取消激活。您可以针对不同的情况来切换不同的秘笈。战斗状态下无法切换秘笈。\\\n　　一个招式最多能被4个秘笈影响，即，同个招式你最多只能激活4种秘笈。" font=162</text>	
15	26	0		奇穴		<text>text="　奇穴能给招式附加不同的增益，还能通过奇穴激活新的招式。" font=162</text>	
15	26	1			激活与更改	<text>text="　15级加入门派后可以激活奇穴，随等级提高可以激活更多奇穴；您可以根据需要消耗修为（修为可通过任务、使用道具、传功等方式获取）来更改每个奇穴的效果。" font=162</text>	
15	27	0		江湖轻功		<text>text="　　剑网3中的江湖轻功适用范围很广，不仅跳很高跑很快，更可以使你的身法变得灵活。江湖轻功的大多会随着大侠的等级提升而自动获得，某些等级的轻功需要完成副本任务才可以获得。\\\n　　蹑云逐月：向前冲刺一段距离。冲刺过程中不受招式控制。\\\n　　扶摇直上：身轻如燕，能跳的更高，并能施展踏云。\\\n　　迎风回浪：向后疾退，可以避开敌人的攻击。过程中不受招式控制。\\\n　　瑶台枕鹤：向右侧迅速移动，可以避开敌人的攻击。过程中不受招式控制。\\\n　　凌霄揽胜：向左侧迅速移动，可以避开敌人的攻击。过程中不受招式控制。\\\n" font=162</text>	
15	27	1			扶摇直上学习	<text>text="　　1-7级扶摇直上可以直接在技能面板用修为提升，达到7重之后，玩家可以在野外地图中寻找偶尔出现的NPC接取“扶摇直上”系列任务来学习后续8-11重技能。\\\n\\\n长安\\\n" font=162</text><image>path="ui\Image\Helper\长安扶摇.tga" frame=0 w=600 h=460</image><text>text="\\\n\\\n洛阳\\\n" font=162</text><image>path="ui\Image\Helper\洛阳扶摇.tga" frame=0 w=600 h=460</image><text>text="\\\n\\\n纯阳\\\n" font=162</text><image>path="ui\Image\Helper\纯阳扶摇.tga" frame=0 w=600 h=443</image><text>text="\\\n\\\n七秀\\\n" font=162</text><image>path="ui\Image\Helper\七秀扶摇.tga" frame=0 w=600 h=442</image><text>text="\\\n\\\n少林\\\n" font=162</text><image>path="ui\Image\Helper\少林扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n\\\n天策\\\n" font=162</text><image>path="ui\Image\Helper\天策扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n\\\n万花\\\n" font=162</text><image>path="ui\Image\Helper\万花扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n\\\n枫华谷\\\n" font=162</text><image>path="ui\Image\Helper\枫华谷扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n\\\n金水镇\\\n" font=162</text><image>path="ui\Image\Helper\金水镇扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n\\\n洛道\\\n" font=162</text><image>path="ui\Image\Helper\洛道扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n\\\n寇岛\\\n" font=162</text><image>path="ui\Image\Helper\寇岛扶摇.tga" frame=0 w=600 h=445</image><text>text="\\\n" font=162</text>	
15	27	2			蹑云逐月学习	<text>text="　　1-3重蹑云逐月可在技能面板通过修为提升，第四重蹑云逐月需要完成少林副本任务：【探查灵霄峡】获得。\\\n\\\n任务具体位置如下：\\\n" font=162</text><image>path="ui\Image\Helper\少林蹑云.tga" frame=0 w=600 h=460</image>	
17	0	0	交通地图			<text>text="　　不同的地方对应有各自的地图，通过地图您可以方便地查看所处的位置和具体想去地方的所在。地图分为右上角的小地图和中地图。通过小地图，可以方便的知道自身周围的地理位置和自身朝向。而中地图可显示您所在地方的整个地理样貌和道路交通，还可方便的查询所在地图的车夫、信使、仓库管理员、各种技艺训练的所在位置。\\\n" font=162</text>	
17	1	0		小地图帮助		<text>text="　　在游戏界面的右上角，可以看到一圆形的小地图，在其周围还散落着各种有用的指引按钮，您可方便的通过点击这些按钮来打开相关的界面从而获得各方面的信息。" font=162</text>	
17	1	1			小地图司南	<text>text="　　点击小地图上形状为指南针的“小地图司南”按钮，将会出现各种功能NPC的选择列表，选择其中一个或多个NPC后，小地图范围内的相应NPC头顶便会出现图标标志，您可循着小地图中指示的方向前往。" font=162</text>	
17	1	2			小地图江湖指南	<text>text="　　点击小地图上方“江湖指南”图标，可打开江湖指南界面，您可从中获得许多游戏相关的基本信息，例如成长指南、剑三知道、FAQ等，能够让您更加了解剑三这个世界。" font=162</text>	
17	1	3			小地图活动日历	<text>text="　　点击小地图上方的日历形状的“活动日历”图标，可直观地看到您每天能参与的活动及相关奖励，例如休闲日常茶馆，秘境日常，阵营对抗日常等。还能在武林秘境分页中，查看秘境次数和剩余的重置时间，重置您想要重置的特定秘境。\\\n　　“活动日历”是目前玩家们最常用的活动导航。\\\n" font=162</text>	
17	1	4			小地图相关提示	<text>text="　　点击技艺“神农”或者“采金”图标，会开启小地图雷达，追踪显示附近的草药或者矿石，一次只能选择追踪一种，右键点击可以取消追踪。\\\n　　当您收到新书信时，小地图左上角会显示“新书信提示”。\\\n　　当您进入战场时，小地图左边边框上会显示“战场”相关按钮。点开可查看相关情况。" font=162</text>	
17	1	5			小地图相关操作	<text>text="　　点击画面右上角的箭头可以选择打开、关闭小地图。\\\n　　小地图顶端显示当前所在场景区域名称，例如：洛阳城。\\\n　　左键单击小地图的“+”、“-”按钮可以放大、缩小小地图的显示区域。\\\n　　组队后，左键点击小地图某处会有“黄色动态波纹”显示，方便您召集附近的队友。" font=162</text>	
17	2	0		中地图帮助		<text>text="　　按M键或通过小地图按键可打开中地图进行查看。通过中地图您可方便的查看所在场景的地理样貌和交通道路。还可方便的查询部分NPC所在位置和各区域的方位。" font=162</text>	
17	2	1			中地图相关操作	<text>text="　　按M键或点击小地图左下角的地图图标都会打开角色当前所在中地图。\\\n　　鼠标左键点住中地图中右边的不透明度滚动条进行滑动，可改变中地图的透明度，调整到自己喜欢的程度。\\\n　　您还可以点击“进入世界地图”按钮查看世界地图中其他所到过的地图和秘境。" font=162</text>	
17	2	2			中地图搜索功能	<text>text="　　大地图右面列表下方列出了当前场景的所有区域和功能NPC名称，您可以点击选择追踪该场景某区域或某NPC位置，区域会以高亮形式显示，而NPC会以绿色圆点的方式显示。还可以通过在列表上方的搜索框内输入区域或NPC名称来查找，并且支持关键字模糊查询。" font=162</text>	
17	2	3			中地图标记功能	<text>text="　　右键点击地图某处来建立标记点，这样可以很方便地记录下特殊NPC位置或矿点草药点等。当您选择将这个标记点共享给队友时，队友也能在大地图上看到这个标记点。" font=162</text>	
17	2	4			中地图任务指引	<text>text="　　打开大地图，您可以在地图左上方找到“" font=162</text><text>text="显示已接任务标记" font=100</text><text>text="”的勾选项，勾选后可在小地图及大地图中显示已完成任务NPC的位置，默认为勾选状态。\\\n　　而勾选“" font=162</text><text>text="显示可接任务" font=100</text><text>text="”选项后，便可以在地图中看到自己可以接的所有任务的位置，非常方便。" font=162</text>	
17	3	0		交通驿站		<text>text="　　每张地图中都有车夫，到达一个新的地方时，记得与当地的车夫对话开启交通点，连通不同城市，门派或其他地方的交通线路，以便日后方便的行走在不同的地方。" font=162</text>	
17	3	1			初始开通驿站	<text>text="　　10级后做完新手村任务，告别稻香村之时，找到车夫王富，他能带您前往长安、洛阳、扬州三大主城新手镇之一。" font=162</text>	
17	3	2			开启新的驿站	<text>text="　　每到一处新的地图时会自动开启对应的驿站；每张地图都有多个地图内交通点，方便在地图内快速移动。" font=162</text>	
17	3	3			乘车或乘船	<text>text="　　找到车夫或船夫并对话，选择‘我想去本地的其他区域’或‘我想去其他地区’后再选择目的地便可前往当前地图内的其他区域或前往其他地图。\\\n　　选择所去的地方需开启过驿站点，才可被成功选择前往。" font=162</text>	
17	3	4			交通小窍门	<text>text="　　在满15级之后，可以找城镇内各门派接引人免费传送至各门派，但门派接引人只能将您从城市传送至该门派，若要从门派地图前往城市，还得求助于大唐驿站的交通服务哦！并且如果您已加入门派只可寻找自身门派的接引人回到门派，其他门派的接引人不会将您传送到其他的门派。\\\n　　经脉系统之中暗藏乾坤，打通特殊穴位后甚至可能习得瞬行千里之功。施展招式“神行千里”可方便地将您传送至其他地方。\\\n　　如果您有拜师或收徒，也可借助师父或是徒弟之手传送到师父或是徒弟的身边。\\\n‘神行千里’全面升级，现已可以精确到各地图内的交通点，而不是将玩家传送至驿站了。\\\n" font=162</text>	
17	4	0		地图小窍门		<text>text="　　小地图及大地图中的黄色小箭头表示您自己的朝向。\\\n　　组队后，所有队员都会以蓝色圆点显示。\\\n　　向守卫问路或按M键打开大地图后追踪的NPC位置会以绿色圆点显示。\\\n　　接任务NPC位置会以“黄色卷轴”表示，而交任务NPC位置会以“黄色打开状卷轴”表示。" font=162</text>	
18	0	0	帮会系统				
18	1	0		加入与创建帮会		<text>text="　10级可以加入帮会；30级可以在各大主城帮会接引人处花费30金创建帮会。\\\n" font=162</text>	
18	2	0		帮会功能			
18	2	1			天工树	<text>text="　通过消耗帮会资金（通过任务或捐赠等方式获取）升级天工树可以为帮会开通各种特殊功能，如额外的帮会仓库（初始有一页帮会仓库，96格/页）、帮会商人、武林秘境掉落预测等。" font=162</text>	
18	2	2			帮会活动	<text>text="　加入帮会后可以参加帮会独有的帮会活动，打开‘帮会（K键）--活动’界面查看更多详细信息。" font=162</text>	
19	0	0	武林秘境			<text>text="　武林秘境是获取PVE装备的重要途径。" font=162</text>	
19	1	0		秘境种类		<text>text="　秘境分为小队秘境和团队秘境两种。小队秘境分为普通和英雄两种难度；团队秘籍分为10人普通、10人英雄、25人普通、25人英雄四种难度。秘境难度越高获得的装备越好。" font=162</text>	
19	2	0		秘境限制		<text>text="　不同的秘境有不同的等级限制和次数限制，通过游戏右上角的‘活动日历--武林秘境’查看各个秘境的详细信息。" font=162</text>	
20	0	0	两大阵营			<text>text="　通过加入阵营参加丰富的PVP玩法。" font=162</text>	
20	1	0		加入阵营		<text>text="　等级达到67级，通过完成“浩气盟闻道草堂的天歌道长[长空令下斩雄娘]任务线路”或“恶人谷入口处的大头[石舂主人]任务线路”加入浩气盟或恶人谷。" font=162</text>	
20	2	0		阵营活动		<text>text="　每日12：00-次日1：00可以参加阵营战场；每周二至周四可以参加阵营活动；每周六周日可以参加阵营攻防大战。通过游戏右上角的‘活动日历--对抗’查看更多阵营活动的详细信息。" font=162</text>	
20	3	0		威望战阶		<text>text="　威望是购买PVP装备的主要货币；战阶更是购买高级PVP装备的重要条件。\\\n　通过参加阵营活动或击杀敌对阵营玩家可以获得威望和战阶积分，战阶积分则用于提升战阶。每周一7：00系统会根据玩家上周所获得的战阶积分的多少根据各阵营内的排名决定战阶升级的程度。\\\n" font=162</text>	
21	0	0	货币相关			<text>text="介绍目前除了金币外的其他货币类型的相关来源和消耗途径。" font=162</text>	
21	1	0		江湖贡献值		<text>text="江湖贡献值主要来源于秘境首领击杀与秘境日常任务奖励。\\\n\\\n" font=162</text><text>text="获取江湖贡献值的途径：" font=166</text><text>text="\\\n" font=162</text><text>text="95级5人秘境日常\\\n" font=8</text><text>text="" font=162</text><text>text="茶馆日常活动" font=8</text><text>text="\\\n" font=162</text><text>text="游历江湖寻秘宝\\\n" font=8</text><text>text="" font=162</text><text>text="帮会击杀猪九戒\\\n" font=8</text><text>text="" font=162</text><text>text="帮会菜地种植\\\n" font=8</text><text>text="" font=162</text><text>text="勤修不辍" font=8</text><text>text="\\\n" font=162</text><text>text="门派活动\\\n" font=8</text><text>text="" font=162</text><text>text="美人图·潜行\\\n" font=8</text><text>text="" font=162</text><text>text="美人图\\\n" font=8</text><text>text="" font=162</text><text>text="公共任务日常" font=8</text><text>text="\\\n" font=162</text><text>text="试炼之地" font=8</text><text>text="\\\n1.通过各途径获得江湖贡献值的周上限为：90000点；\\\n2.完成特定日常，通过亲传师徒系统均可额外扩展其周上限数值；\\\n3.击杀首领的江湖贡献获取有衰减，如果自身等级高于秘境等级15级将得不到江湖贡献值；\\\n4.本周江湖贡献值获得数没有达到上限的，剩余可获得江湖贡献值将会折算后计入下一周的江湖贡献值上限中；\\\n5.侠士可存储的江湖贡献值总上限为300000点。\\\n\\\n" font=162</text><text>text="江湖贡献值的消耗途径：" font=166</text><text>text="\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城帮会区" font=8</text><text>text="找到“" font=162</text><text>text="江湖物资商" font=157</text><text>text="”，用江湖贡献值购买江湖商店中的装备和物品。\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城" font=8</text><text>text="中找到“" font=162</text><text>text="五行石商人" font=157</text><text>text="”。用江湖贡献值购买五行石。\\\n侠士可以在" font=162</text><text>text="帮会领地丹房前" font=8</text><text>text="找到“" font=162</text><text>text="帮会药师" font=157</text><text>text="”，用江湖贡献值购买活络金丹。\\\n侠士可以在" font=162</text><text>text="帮会领地的大厅内" font=8</text><text>text="找到“" font=162</text><text>text="帮会宝物商" font=157</text><text>text="”，用江湖贡献值购买玄九丸、旋返书、战狂牌、除滞散。\\\n侠士可以在" font=162</text><text>text="帮会领地的大厅内" font=8</text><text>text="找到“" font=162</text><text>text="帮会奇宝商人" font=157</text><text>text="”，用江湖贡献值购买洗髓丹盒。\\\n" font=162</text>	
21	2	0		侠义值		<text>text="侠义值主要来源于秘境首领击杀与秘境日常任务奖励。\\\n\\\n" font=162</text><text>text="获取侠义值的主要途径：" font=166</text><text>text="\\\n" font=162</text><text>text="95级英雄秘境日常任务\\\n" font=8</text><text>text="" font=162</text><text>text="95级十人普通秘境\\\n" font=8</text><text>text="" font=162</text><text>text="95级十人英雄秘境\\\n" font=8</text><text>text="" font=162</text><text>text="95级二十五人普通秘境\\\n" font=8</text><text>text="" font=162</text><text>text="95级二十五人英雄秘境\\\n" font=8</text><text>text="" font=162</text><text>text="茶馆日常活动\\\n" font=8</text><text>text="" font=162</text><text>text="瞿塘峡美人图潜行活动" font=8</text><text>text="\\\n" font=162</text><text>text="公共任务日常\\\n" font=8</text><text>text="" font=162</text><text>text="试炼之地\\\n" font=8</text><text>text="" font=162</text><text>text="门派活动\\\n" font=8</text><text>text="通过各途径获得侠义值的周上限为：9000点。\\\n侠士可储存的侠义值总上限为70000\\\n\\\n" font=162</text><text>text="侠义值消耗的主要途径：" font=166</text><text>text="\\\n侠士可以在" font=162</text><text>text="各门派" font=8</text><text>text="中找到“" font=162</text><text>text="套装物资商" font=157</text><text>text="”，用侠义值购买门派套装商店中的装备和物品。\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城的帮会区" font=8</text><text>text="找到侠义值商人“" font=162</text><text>text="玄字叁玖" font=157</text><text>text="”，用侠义值购买门派套装和高级装备。" font=162</text>	
21	3	0		威望值		<text>text="威望值主要来源于各种阵营活动和阵营任务奖励。\\\n\\\n" font=162</text><text>text="威望值的主要获取途径：" font=166</text><text>text="\\\n" font=162</text><text>text="据点贸易\\\n" font=8</text><text>text="" font=162</text><text>text="戈壁晶矿引烽烟\\\n" font=8</text><text>text="" font=162</text><text>text="阵营攻防战\\\n" font=8</text><text>text="" font=162</text><text>text="击杀阵营首领" font=8</text><text>text="\\\n" font=162</text><text>text="战场首胜\\\n" font=8</text><text>text="" font=162</text><text>text="每天的阵营战场活动\\\n" font=8</text><text>text="" font=162</text><text>text="野外场景击杀对立阵营玩家\\\n" font=8</text><text>text="" font=162</text><text>text="周二、周四的逐鹿中原活动\\\n" font=8</text><text>text="" font=162</text><text>text="周一、周三的狼牙首领活动" font=8</text><text>text="\\\n通过各途径获得威望值的周上限为：90000点。\\\n侠士可存储的威望值总上限为300000点。\\\n\\\n" font=162</text><text>text="威望值消耗的主要途径：" font=166</text><text>text="\\\n侠士可以各自在" font=162</text><text>text="浩气盟落雁城和恶人谷烈风集" font=8</text><text>text="找到“" font=162</text><text>text="阵营物资商" font=157</text><text>text="”，用威望值购买阵营商店中的装备和物品。\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城的战场区" font=8</text><text>text="找到“" font=162</text><text>text="浩气盟/恶人谷威望物资商" font=157</text><text>text="”，用威望值购买阵营商店中的装备和物品。\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城" font=8</text><text>text="中找到“" font=162</text><text>text="五行石商人" font=157</text><text>text="”。用威望值购买五行石。" font=162</text>	
21	4	0		战阶积分		<text>text="战阶积分主要来源于各种阵营活动和阵营任务奖励。\\\n\\\n" font=162</text><text>text="战阶积分获取主要途径：" font=102</text><text>text="\\\n" font=162</text><text>text="据点贸易\\\n" font=8</text><text>text="" font=162</text><text>text="戈壁晶矿引烽烟\\\n" font=8</text><text>text="" font=162</text><text>text="阵营攻防战\\\n" font=8</text><text>text="" font=162</text><text>text="击杀阵营首领\\\n" font=8</text><text>text="" font=162</text><text>text="每天的阵营战场活动\\\n" font=8</text><text>text="" font=162</text><text>text="野外场景击杀对立阵营玩家\\\n" font=8</text><text>text="" font=162</text><text>text="周二、周四的逐鹿中原活动\\\n" font=8</text><text>text="" font=162</text><text>text="周三、周五的狼牙首领活动" font=8</text><text>text="\\\n1.战阶积分可提升战阶等级，战阶等级在阵营战阶商店中作为购买战阶装备的前提条件。\\\n2.每周根据战阶积分排名决定当周在上周战阶基础上提升的幅度，每周一根据此排名更新战阶后清空上周战阶积分。\\\n\\\n" font=162</text><text>text="战阶积分" font=102</text><text>text="的" font=162</text><text>text="主要用途：" font=102</text><text>text="\\\n" font=20</text><text>text="侠士可以在" font=162</text><text>text="恶人谷和浩气盟" font=8</text><text>text="找到“" font=162</text><text>text="战阶商" font=157</text><text>text="”，根据当前所获得的战阶等级购买相应的装备。\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城中的战场区" font=8</text><text>text="找到“" font=162</text><text>text="浩气盟/恶人谷战阶商" font=157</text><text>text="”，根据当前所获得的战阶等级用威望值购买相应的装备。" font=162</text>	
21	5	0		监本印文		<text>text="监本印文主要来源于省试、会试任务及主城套书兑换任务。\\\n\\\n" font=162</text><text>text="监本印文获取的主要途径：" font=166</text><text>text="\\\n" font=162</text><text>text="科举考试（包括乡试和会试）\\\n" font=8</text><text>text="" font=162</text><text>text="勤修不辍" font=8</text><text>text="\\\n" font=162</text><text>text="门派活动\\\n" font=8</text><text>text="" font=162</text><text>text="击杀帮会BOSS猪九戒\\\n" font=8</text><text>text="" font=162</text><text>text="套书兑换" font=8</text><text>text="\\\n每周可获得监本印文数的上限为：1000个。\\\n每位侠士可获得的监本印文数总上限为：3500个。\\\n\\\n\\\n" font=162</text><text>text="监本印文消耗的主要途径：" font=166</text><text>text="\\\n侠士可到" font=162</text><text>text="帮会领地" font=8</text><text>text="中的" font=162</text><text>text="帮会书库" font=157</text><text>text="购买各门派的武功秘笈。" font=162</text>	
21	6	0		名剑币		<text>text="名剑币主要来源于名剑大会竞技场活动，所有玩家（中立、浩气盟和恶人谷）都能参与名剑大会竞技的活动。\\\n\\\n" font=162</text><text>text="获取名剑币的途径：\\\n" font=166</text><text>text="　2V2名剑大会竞技\\\n　3V3名剑大会竞技\\\n　5V5名剑大会竞技\\\n1.名剑大会每场胜利都可获得相应名剑币。\\\n3.侠士可获得的名剑币总上限为50000点。\\\n\\\n" font=162</text><text>text="名剑币的消耗途径：" font=166</text><text>text="\\\n侠士可以在" font=162</text><text>text="长安、洛阳、扬州、成都四大主城区" font=8</text><text>text="找到“" font=162</text><text>text="名剑套装商" font=157</text><text>text="”，中立侠士可以直接用大量名剑币购买PVP装备，阵营侠士可以用少量名剑币和威望值购买PVP装备。" font=162</text>	
22	0	0	满级指引			<text>text="介绍目前满级后的一些追求途径及玩法" font=162</text>	
22	1	0		PVP追求		<text>text="PVP玩法主要有" font=162</text><text>text="战场、竞技场、攻防、据点争夺" font=163</text><text>text="等。这些玩法都可让玩家获得PVP装备\\\n\\\n" font=162</text><text>text="威望装备" font=163</text><text>text="：参与阵营活动及阵营任务，可获得" font=162</text><text>text="威望和战阶" font=184</text><text>text="。在阵营商人处使用威望可直接购买阵营装。玩家具备战阶时，可使用威望购买相应战阶的威望装。\\\n\\\n" font=162</text><text>text="竞技场装备" font=163</text><text>text="：参与竞技场及完成竞技场周常，可获得" font=162</text><text>text="名剑币" font=184</text><text>text="。在名剑套装商处使用名剑币可购买相应竞技场等级的装备。\\\n\\\n威望值和名剑币的详细内容请参考剑三知道中的" font=162</text><text>text="货币相关" font=164 link="Library/17/3/0"</text><text>text="\\\n" font=162</text>	
22	2	0		PVE追求		<text>text="PVE玩法主要有" font=162</text><text>text="五人副本、10人副本、25人副本、试练之地" font=136</text><text>text="等，这些玩法都可让玩家获得PVE装备\\\n\\\n" font=162</text><text>text="副本装备" font=163</text><text>text="：可通过击杀秘境boss，获得装备或者装备牌子。团队秘境中首领掉落的装备牌子可以到各个门派NPC处兑换对应的装备。当前适合秘境可点开小地图上方“江湖指南”，　在成长指南　-　武林秘境的界面查看。\\\n\\\n" font=162</text><text>text="声望装备" font=163</text><text>text="：完成当前版本新增地图（例如战乱·枫华谷、战乱·长安、战乱·洛阳、战乱·天策等）的声望任务，击杀相应声望的副本boss，均可获得对应声望。声望达到" font=162</text><text>text="亲密" font=184</text><text>text="以上就可以在声望商处购买声望装备。\\\n\\\n" font=162</text><text>text="帮贡装备" font=163</text><text>text="：击杀各副本BOSS及一些休闲玩法，均可获得" font=162</text><text>text="江湖贡献值" font=184</text><text>text="。在江湖物资商处使用江湖贡献值可购买帮贡装。\\\n\\\n" font=162</text><text>text="侠义值装备" font=163</text><text>text="：完成每天大战日常，击杀各副本BOSS及一些休闲玩法，均可获得" font=162</text><text>text="侠义值" font=184</text><text>text="。在侠义值商人处使用侠义值可购买侠义值装备。\\\n\\\n江湖贡献值和侠义值的详细内容请参考剑三知道中的" font=162</text><text>text="货币相关" font=164 link="Library/17/1/0"</text><text>text="\\\n" font=162</text>	
22	3	0		休闲玩法		<text>text="休闲玩法可使侠士们体验更多的游戏内容，同时也能获得一些兑换装备所需的货币\\\n\\\n休闲玩法：玩家可通过一些休闲任务获得一些货币（威望，侠义值等）、材料、宝箱、金钱等奖励。各玩法的介绍请参考" font=162</text><text>text="活动日历" font=163</text><text>text="（点击游戏界面右上角的日历图标可查看）\\\n" font=162</text>	
23	0	0	拍卖分配			<text>text="　　拍卖分配，一种全新的分配模式，允许将指定等级及以上品质的掉落物品，按照拍卖的方式决定其归属。\\\n　　该分配模式，全程由系统代收拍卖资金、并按照公平的原则进行收入分配。具有安全性高、使用方便、信息详细及公开等优点，推荐秘境历程中使用。" font=162</text>	
23	1	0		开启模式		<text>text="　　小队、团队，野外场景和秘境内，均可开启拍卖分配模式。" font=162</text>	
23	1	1			如何开启	<text>text="　　组队后，可在头像右键菜单" font=162</text><text>text="物品分配" font=163</text><text>text="层级下，或切换为团队时的弹出框，选择" font=162</text><text>text="拍卖分配" font=163</text><text>text="以开启此分配模式。\\\n　　开启" font=162</text><text>text="拍卖分配" font=163</text><text>text="时，团队成员均接收到系统提示，此后新成员加入时也会收到分配模式的提示。\\\n　　小队、团队，野外场景和秘境内，均可开启" font=162</text><text>text="拍卖分配模式" font=163</text><text>text="。\\\n\\\n" font=162</text>	
23	1	2			注意事项	<text>text="　　在首领被击败、产生物品掉落后才调整为" font=162</text><text>text="拍卖分配" font=163</text><text>text="的情况，仍然按照之前设定的分配模式，物品不可被拍卖。\\\n　　默认为蓝色及以上品质的物品参与拍卖分配。可在头像邮件菜单" font=162</text><text>text="分配等级" font=163</text><text>text="层级下，或" font=162</text><text>text="拍卖记录" font=163</text><text>text="面板的" font=162</text><text>text="拍卖规则" font=163</text><text>text="分页下，设置触发拍卖的物品最低品质。" font=162</text>	
23	2	0		规则设定		<text>text="　　点击右上角小地图下方的“扳手”图标，打开“辅助工具”下拉菜单点击开启“拍团记录”，亦或团队面板左下方的“拍”按钮打开该面板，设置拍卖规则。" font=162</text>	
23	2	1			查看拍团记录	<text>text="　　点击右上角小地图下方的“扳手”图标，打开“辅助工具”下拉菜单可点击查看“拍团记录”，亦或团队面板左下方的“拍”按钮打开该面板。" font=162</text>	
23	2	2			拍团记录说明	<text>text="　　拍团记录中的武器只包含近身武器；防具包含帽子、上衣、腰带、护腕、下装、鞋子和远程武器；饰品包括项链、腰坠和戒指；牌子则对应全门派的所有套装兑换牌。\\\n" font=162</text>	
23	2	3			拍卖规则	<text>text="　　在“拍卖记录”面板的“拍卖规则”分页可按不同部位设置物品的" font=162</text><text>text="起拍价格" font=163</text><text>text="和最低加价。\\\n" font=162</text><text>text="　　起拍价格" font=163</text><text>text="不可低于最低加价，并且需要为后者的整数倍。\\\n" font=162</text><text>text="　　起拍价格" font=163</text><text>text="和" font=162</text><text>text="最低加价" font=163</text><text>text="单位均为金，前者不可低于10金、不可高于10万金；后者不可低于10金，不可高于1万金。\\\n　　设置“拍卖规则”并保存后，即时自动发布到“队伍”聊天频道。" font=162</text>	
23	3	0		拍卖流程		<text>text="　　拾取掉落时，点击物品右侧“发起拍卖”按钮，即可开启拍卖流程，同一时间只能拍卖一件物品。" font=162</text>	
23	3	1			发起拍卖	<text>text="　　拾取掉落时，点击物品右侧“发起拍卖”按钮，可将该物品发布拍卖，同一时间只能拍卖一件物品。\\\n　　务必在" font=162</text><text>text="两小时内" font=163</text><text>text="结束某首领的全部物品拍卖，否则其掉落将变为“自由拾取”。\\\n　　物品发布拍卖时，默认按照拍卖规则中设定的起拍价格和最低加价，也可手动调整，单位金，必须不低于10。" font=162</text>	
23	3	2			竞拍物品	<text>text="　　在" font=162</text><text>text="我的出价" font=163</text><text>text="框中输入参与竞拍的最终实际价格，点击“竞拍”即可参与该物品的竞拍出价。\\\n　　每次竞拍“我的出价”，必须为起拍价格与最低加价的整数倍之和，且高于当前最高价格方可出价成功。\\\n　　“我的出价”可填写" font=162</text><text>text="高于" font=163</text><text>text="身上携带金币数额，或者" font=162</text><text>text="超过" font=163</text><text>text="角色允许携带金币的上限。\\\n　　\\\n　　身上" font=162</text><text>text="金钱不足" font=163</text><text>text="“我的出价”时，可选择分次出价，允许填写最低加价的任意整数倍数值，作为每次扣款额。\\\n　　身上携带金钱低于起拍价格时，无法出价和扣款。\\\n\\\n" font=162</text><text>text="已扣款" font=163</text><text>text="表示已在物品拍卖中投入的金钱数额，还需扣款则为“我的出价”与“已扣款”的差额。" font=162</text>	
23	3	3			放弃竞拍	<text>text="　　除当前最高出价者外，其余队员可在拍卖的任意时刻点击“放弃”按钮退出该物品拍卖。\\\n　　除分配者外和当前最高出价者所有，其余队员可点击“物品拍卖”面板右上角的关闭按钮，关闭界面并退出拍卖。" font=162</text>	
