ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	IconFrame	BackgroundImage3
205	齐物阁		3	4	95		0	0			1			<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队。" font=18</text>		<text>text="1、满级的玩家个人参与，人数达到27人才可正常开启争夺。\\\n2、每周六下午3点-7点，晚上9点至-次日凌晨1点开放。" font=18</text>	3	0;10;30;	0	ui\Image\Active\活动场景\齐物阁.tga	ui\Image\Active\活动场景\齐物阁.tga					0	0	0		0				0	0~999			23	ui\Image\Active\活动场景\齐物阁.tga
206	狼影殿	每周六、周日下午3点-7点，晚上9点至-次日凌晨1点开放	3	4	95	5:100;8:100;	5	0			1			<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队" font=18</text>	<text>text="        " font=202</text><text>text="金币" font=198 link="Library/17/3/0"</text><text>text="、" font=198</text><text>text="名剑币" font=198 link="Library/17/4/0"</text><text>text="。" font=18</text>	<text>text="1、满级的玩家个人参与，排队人数达到45人才可正常开启争夺。\\\n2、每周六周日下午3点-7点，晚上9点至-次日凌晨1点开放。" font=18</text>	3	0;10;30;	0	ui\Image\Active\活动场景\狼影殿.tga	ui\Image\Active\活动场景\狼影殿.tga					0			1	0				0	0~999			23	ui\Image\Active\活动场景\狼影殿.tga
209	拳市父活动		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
210	拳市子活动		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
211	齐物阁-周排行奖励发放		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
212	齐物阁-周排行榜重置		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
213	洗炼开关		2		1;	0	0	0			4						3									0	0	0							0~999				
214	奇宝之争	正在进行	3		1	0	0	0			4						3			ui\Image\Active\夺宝之争.tga	ui\Image\Active\夺宝之争.tga					0	0	0		0				0	0~999		<text>text="装备,五行石," font=18</text><text>text="工械佳具·日" font=74 link="ItemLinkInfo/5/21316"</text>		ui\Image\Active\夺宝之争.tga
219	世界首领	首领于5月9日的20点刷新，不被击杀则一直存在	3	5	95		55	0			0		大规模野外战斗	<text>text="森九岚" font=229 link="NPCGuide/896"</text><text>text="和" font=18</text><text>text="永王李璘" font=229 link="NPCGuide/899"</text><text>text="将于此周一分别出现在阴山大草原和千岛湖。" font=18</text>	<text>text="金币、江湖贡献值、侠义值、装备" font=18</text>	<text>text="        预计所需时间1小时" font=168</text><text>text="\\\n        " font=18</text><text>text="每次同时出现两位首领，但只能拾取一次奖励，侠士可选择其一参与\\\n" font=168</text><text>text="        1、高品质紫色武器和防具，每种心法都有与之对应的装备。\\\n        2、首领实力非常强劲，非极大规模的团队不可战胜，建议参与人数：200。\\\n        3、所有参与击杀首领的80级以上玩家均有机会拾取战利品。一分耕耘一分收获，出工不出力者将不会获得拾取机会，还望各位踊跃参与。\\\n        4、首领生性谨慎，不会离开自己的作战范围，超过限定范围则会回到原点并且恢复全部气血，还请注意。" font=18</text>		30;10;0;	1	ui\Image\Active\活动场景\世界首领.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ShiJieBoss.tga														0~999	215;216	<text>text="金币、江湖贡献值、侠义值、装备" font=18</text>	18	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ShiJieBoss.tga
222	春节活动年兽二点		1		1	0	1	0			4						4									0	0	0		0				0	0~999				
224	元宵节	每年的元宵节前后开放。	1	5	20	1:30;4:30;7:30;8:10;	11				0		全民参与	<text>text="      " font=168</text><text>text="前往" font=18</text><text>text="扬州" font=168 link="NPCGuide/850"</text><text>text="、" font=18</text><text>text="成都" font=168 link="NPCGuide/849"</text><text>text="活动区的王樊和林可处接取任务" font=18</text>	<text>text="五行石" font=77</text><text>text="、" font=0</text><text>text="侠义值" font=77</text><text>text="、" font=0</text><text>text="江湖贡献" font=77</text><text>text="，" font=0</text><text>text="各种活动日常双倍奖励" font=74</text><text>text="。" font=18</text>	<text>text="     预计参与所需总时间为10分钟" font=168</text><text>text="\\\n     1、20级以上的侠士可前往" font=18</text><text>text="扬州城外的小湖边" font=36</text><text>text="，或者是" font=18</text><text>text="成都广都镇北面的小树林" font=36</text><text>text="参加元宵节活动；\\\n     2、元宵节期间，" font=18</text><text>text="王樊" font=35</text><text>text="和" font=18</text><text>text="林可" font=35</text><text>text="都会来到扬州和成都，赠送大家元宵礼物，并和大家一起放花灯。\\\n     3、元宵节期间，侠士不仅可以欣赏到各种漂亮的花灯，许下美好的愿望，还有机会获得各种日常（如" font=18</text><text>text="大战" font=77</text><text>text="、" font=18</text><text>text="茶馆" font=77</text><text>text="、" font=18</text><text>text="美人图·潜入" font=77</text><text>text="、" font=18</text><text>text="寻龙勘脉窥天机" font=77</text><text>text="、" font=18</text><text>text="门派勤修等" font=77</text><text>text="）的" font=18</text><text>text="双倍奖励" font=74</text><text>text="机会。\\\n     4、元宵节期间，95级大战秘境中张灯结彩，侠士可通过攻击秘境中的花灯来收集流火，并可在通关秘境后，于秘境中寻得" font=18</text><text>text="甄荧荧" font=77</text><text>text="兑换" font=18</text><text>text="凝玉兰膏" font=77 link="ItemLinkInfo/5/27910"</text><text>text="。侠士可在" font=18</text><text>text="林可" font=77</text><text>text="处消耗凝玉兰膏兑换" font=18</text><text>text="节日挂件" font=74</text><text>text="、" font=18</text><text>text="元宵" font=74</text><text>text="等奖励。\\\n" font=18</text>	4		2	ui\Image\Active\活动场景\元宵节.tga	ui\Image\Active\ActivityFistPage\RecommendBig\元宵佳节.tga					0	0	0		0				235	0~999			16	ui\Image\Active\ActivityFistPage\RecommendBig\元宵佳节.tga
225	逐鹿中原	20:00-22:00	3	5	95	0	33	0			4		大型野外对抗	<text>text="战火最前沿的据点方可被争夺，" font=18</text><text>text="沙盘地图" font=101</text><text>text="（Ctrl + M）记载详细战略意图。" font=18</text>	<text>text="       大量" font=18</text><text>text="威望" font=198</text><text>text="、" font=18</text><text>text="战阶" font=198</text><text>text="和" font=18</text><text>text="威望周上限" font=198</text><text>text="奖励。\\\n       战役结束后，拥有据点的帮会会根据当前本阵营据点拥有数获得一定数量的" font=18</text><text>text="战功牌" font=198</text><text>text="，用于兑换" font=18</text><text>text="绝品坐骑" font=82</text><text>text="！" font=18</text>	<text>text="1、战斗过程中击杀敌对阵营侠士、摧毁箭塔均可获得海量战阶和威望。\\\n2、战斗结束后，根据阵营战斗表现进行积分结算，更可获得高额阵营嘉奖！\\\n\\\n注：若整场活动获得的战阶数不足50，则视为贡献不足，无法领取结算奖励。\\\n" font=18</text>	3	15;10;3;0;	1	ui\Image\Active\活动场景\逐鹿中原.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ZhuLuZhongYuan.tga					0	8177	1		0				0	0~999		<text>text="威望、战阶、威望周上限、据点拥有权以及荣耀！" font=198</text>	26	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_ZhuLuZhongYuan.tga
226	新服阵法	新服开放	1		20	0	0	0			4						4									0	0	0		0				0	0~999				
227	2014年3月预热帮会发奖父活动		1		1	0	1	0			4						4									0	0	0		0				0	0~999				
228	2014年3月预热帮会发奖子活动		1		1	0	1	0			4						4									0	0	0		0				0	0~999				
229	幽陵劫潮		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
230	逐鹿中原赛季结算		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
231	逐鹿中原预热同步浩气盟排行榜到官网		4		1	0	0	0			4						3									0	0	0		0				0	0~999				
232	逐鹿中原预热同步恶人谷排行榜到官网		4		1	0	0	0			4						3									0	0	0		0				0	0~999				
233	狼牙BOSS彩蛋		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
234	逐鹿中原-帮会战功榜周结算		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
235	押运粮草	阵营攻防战期间	3	4	95	0		1			4		单人参与	<text>text="     每周六13:00~15:00、19:00~21:00，南屏山会出现浩气盟镖车；每周日13:00~15:00,19:00~21:00，昆仑会出现恶人谷镖车。侠士们可前去劫镖或运镖。\\\n" font=18</text>	<text>text="       成功护送本阵营辎重到目的地，参与押运超过" font=18</text><text>text="一分钟" font=5</text><text>text="的侠士均可获得较多的" font=18</text><text>text="威望" font=198</text><text>text="、" font=18</text><text>text="战阶积分" font=198</text><text>text="、" font=18</text><text>text="金币" font=198</text><text>text="和" font=18</text><text>text="载具物资" font=198</text><text>text="；成功拦截敌对阵营辎重，击杀其镖车后，参与拦截超过一分钟的侠士均可获得较多的" font=18</text><text>text="威望" font=198</text><text>text="、" font=18</text><text>text="战阶积分" font=198</text><text>text="、" font=18</text><text>text="金币" font=198</text><text>text="和" font=18</text><text>text="载具物资" font=198</text><text>text="。\\\n" font=18</text><text>text="\\\n" font=33</text><text>text="注：奖励每日只能获取一次。" font=166</text>	<text>text="1、活动时间：每周六、周天下午13:00~15:00,19:00~21:00。\\\n2、活动地点：镖车周六出现在" font=18</text><text>text="南屏山" font=229</text><text>text="，周日出现在" font=18</text><text>text="昆仑" font=229</text><text>text="。\\\n3、护送镖车到本阵营目的地或击杀敌对阵营镖车后，参与运镖或劫镖的玩家可拾取粮草堆获得较多的" font=18</text><text>text="威望" font=229</text><text>text="、" font=18</text><text>text="战阶积分" font=229</text><text>text="、" font=18</text><text>text="金币" font=229</text><text>text="和" font=18</text><text>text="载具物资" font=229</text><text>text="，" font=18</text><text>text="每日玩家只可拾取奖励一次。\\\n" font=166</text><text>text="\\\n" font=18</text>	3			ui\Image\Active\活动场景\烽烟再起·昆仑.tga	ui\Image\Active\活动场景\烽烟再起·昆仑.tga					0	7815	1		0				0	0~999	22;30;	<text>text="威望、战阶积分、金币、载具物资" font=198</text>	25	ui\Image\Active\活动场景\烽烟再起·昆仑.tga
236	逐鹿中原活动总开关		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
237	提前开排队		3		1	0	1	0			4		单人参与				3									0	0	0		0				0	0~999	22;30;			
238	驯马6号核心处理		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
239	驯养6号每天处理		2		1	0	1	0			4						3									0	0	0		0				0	0~999				
240	Server禁止创建副本		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
241	记录据点信息		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
244	据点贸易	10:00~次日01:59	3	4	95	0	1	1			2		单人参与	<text>text="侠士可在本阵营任一据点的" font=18</text><text>text="据点总管" font=229</text><text>text="处领取任务。可找各据点的行脚商购买当地盛产之物，再将其运到此物稀缺之处售卖获得碎银。" font=18</text>	<text>text="       将售卖据点贸易货所赚碎银上交本阵营的据点总管可领取奖励。\\\n       每上交3000" font=18</text><text>text="碎银" font=198</text><text>text="，即可获得" font=18</text><text>text="150金、1500威望、500战阶、60份载具物资" font=198</text><text>text="和" font=18</text><text>text="100金帮会资金" font=198</text><text>text="！\\\n       此任务可通过体力重置反复完成。" font=18</text>	<text>text="1、任务时间：每日中午10：00到次日凌晨01：59。\\\n2、任务地点：本阵营任意据点间。\\\n3、上交的碎银越多，获得的奖励越多！\\\n4、在贸易过程中死亡，携带的货物和碎银均会损失部分！击杀正在进行贸易的玩家，可以抢夺其携带的货物和碎银！\\\n5、中途放弃任务，可将包裹与仓库中的货物和碎银埋藏起来，将货物挖出即可继续任务。" font=18</text>	3		0	ui\Image\Active\活动场景\据点贸易.tga	ui\Image\Active\活动场景\据点贸易.tga					0	7818	1	1	1		1488150000	1489964400	0	0~999	22;30;	<text>text="个人金币、威望、战阶积分、帮会资金和载具物资" font=198</text>	26	ui\Image\Active\活动场景\据点贸易.tga
245	阴山商路	10:00~次日1:59	3	4	95	0	33	0			0		单人参与	<text>text="浩气盟侠士可在黑戈壁" font=18</text><text>text="宋涛" font=198 link="NPCGuide/904"</text><text>text="处接受任务；\\\n恶人谷侠士可在黑戈壁" font=18</text><text>text="谷艾" font=198 link="NPCGuide/903"</text><text>text="处接受任务。" font=18</text>	<text>text="       可获得大量" font=18</text><text>text="金币、威望、战阶积分、威望周上限和载具物资" font=198</text><text>text="。送到的物资数越多，奖励越高！" font=18</text>	<text>text="1、每周一和周三上午10点至凌晨2点，所有帮会均可开启此活动。\\\n2、活动每个帮会每周只能开启一次。\\\n3、登记送货首领后将物资队运抵太原赤塘关" font=18</text><text>text="褚禾" font=198 link="NPCGuide/902"</text><text>text="处即可根据运抵物资数获得丰厚的奖励。\\\n4、在运送途中死亡则会损失部分物资，此期间击杀正在运送物资侠士也可获取物资！" font=18</text>	3	1;5;	0	ui\Image\Active\活动场景\前线支援.tga	ui\Image\Active\活动场景\前线支援.tga					0	7846	1		0				0	0~999	217	<text>text="战阶积分、威望、威望周上限、金币等" font=198</text>	25	ui\Image\Active\活动场景\前线支援.tga
246	战场-浮香丘		3	4	95	0	1	0			4		15人对抗	<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队。" font=18</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励。" font=18</text>	3	30;10;0;		ui\Image\Active\活动场景\冷香丘.tga	ui\Image\Active\活动场景\冷香丘.tga					0			1	0				0	0~999			25	ui\Image\Active\活动场景\冷香丘.tga
248	据点战准备期		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
249	周六时间-任务指引用		3		1	0	0	0			4					这个只是给攻防任务指引用的。	3									0	0	0		0				0	0~999				
250	周日时间-任务指引用		3		1	0	0	0			4					这个只是给攻防任务指引用的。	3									0	0	0		0				0	0~999				
251	门派事件-纯阳		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
252	门派事件-天策		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
253	门派事件-七秀		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
254	门派事件-万花		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
255	门派事件-藏剑		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
256	门派事件-唐门		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
257	门派事件-五毒		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
258	门派事件-少林		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
259	门派事件-明教		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
260	门派事件-丐帮		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
261	门派事件-乱世天策		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
262	烽烟再起·南屏山	12：00 - 次日7:00	3	4	95	0		0			1		团队参与	<text>text="       " font=202</text><text>text=" 浩气盟侠士可到南屏山的" font=18</text><text>text="王洵" font=101 link="NPCGuide/300"</text><text>text="处接取任务。\\\n        恶人谷侠士可到南屏山的" font=18</text><text>text="何非笑" font=101 link="NPCGuide/303"</text><text>text="处接取任务。" font=18</text>	<text>text="        任务发布人会发布4个任务，全部完成后会获得" font=18</text><text>text="150金币，5000威望，500战阶！" font=229</text><text>text="\\\n" font=167</text>	<text>text="1、 恶人谷再次杀入浩气盟！南屏山作为浩气盟前哨，势必成为恶人谷攻击的重点！\\\n2、前往南屏山完成本阵营委托的任务，代表本阵营出战！一切为了荣耀！" font=18</text>	3	15;5;0;	0	ui\Image\Active\活动场景\烽烟再起·南屏山.tga	ui\Image\Active\活动场景\烽烟再起·南屏山.tga					0	8016	5		0				0	0~999	22	<text>text="金币、威望、战阶。" font=198</text>	18	ui\Image\Active\活动场景\烽烟再起·南屏山.tga
263	烽烟再起·昆仑	12：00 - 次日7:00	3	4	95	0		0			1		团队参与	<text>text="       " font=202</text><text>text=" 浩气盟侠士可到昆仑的" font=18</text><text>text="王洵" font=101 link="NPCGuide/302"</text><text>text="处接取任务。\\\n        恶人谷侠士可到昆仑的" font=18</text><text>text="何非笑" font=101 link="NPCGuide/301"</text><text>text="处接取任务。" font=18</text>	<text>text="        任务发布人会发布5个任务，全部完成后会获得" font=18</text><text>text="150金币，5000威望，500战阶" font=229</text><text>text="！" font=18</text><text>text="\\\n" font=167</text>	<text>text="1、浩气盟再次杀入恶人谷！昆仑作为恶人谷前哨，势必成为浩气盟攻击的重点！\\\n2、前往昆仑完成本阵营委托的任务，代表本阵营出战！一切为了荣耀！" font=18</text>	3	15;5;0;	0	ui\Image\Active\活动场景\烽烟再起·昆仑.tga	ui\Image\Active\活动场景\烽烟再起·昆仑.tga					0	8016	5		0				0	0~999	22	<text>text="金币、威望、战阶。" font=198</text>	18	ui\Image\Active\活动场景\烽烟再起·昆仑.tga
264	剑试天下	12:00-次日0:59	3	3	95	0	1	0			4			<text>text="侠士可在" font=18</text><text>text="太原" font=229 link="NPCGuide/856"</text><text>text="、" font=18</text><text>text="扬州" font=229 link="NPCGuide/173"</text><text>text="或" font=18</text><text>text="成都" font=229 link="NPCGuide/174"</text><text>text="阵营任务处接取。" font=18</text>		<text>text="赢得一次战场即可获得奖励。" font=18</text>	3			ui\Image\Active\活动场景\神农洇.tga	ui\Image\Active\活动场景\神农洇.tga					162	0	0		0				0	0~999			25	ui\Image\Active\活动场景\神农洇.tga
265	战场首胜	12:00-次日0:59	3	3	95	0	1	0			4			<text>text="可在" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="、" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="或" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="的战场接引人处报名。" font=18</text>		<text>text="次日早7点将对首胜进行重置。" font=18</text>	3			ui\Image\Active\活动场景\丝绸之路.tga	ui\Image\Active\活动场景\丝绸之路.tga					0	4122	1		0				0	0~999			25	ui\Image\Active\活动场景\丝绸之路.tga
266	群雄竞技逐名剑	12:00-次日0:59	3	4	95	0	1	0			4			<text>text="侠士可在" font=18</text><text>text="太原" font=229 link="NPCGuide/900"</text><text>text="、" font=18</text><text>text="扬州" font=229 link="NPCGuide/389"</text><text>text="和" font=18</text><text>text="成都" font=229 link="NPCGuide/390"</text><text>text="的阵营任务牌处接取。" font=18</text>		<text>text="1、活动开启期间，可与你的名剑队友一同组队前往参与。\\\n2、若侠士还未有名剑队，可按“Ctrl+A”打开名剑大会界面了解名剑大会规则，并创建名剑队。\\\n" font=18</text>	3			ui\Image\Active\活动场景\竞技场.tga	ui\Image\Active\活动场景\竞技场.tga						0	0		0				0	0~999			25	ui\Image\Active\活动场景\竞技场.tga
267	阁有奇宝天下逐之	周六下午开放	3	3	95	0	1	0			4			<text>text="侠士可在主城" font=18</text><text>text="阵营任务" font=229 link="NPCGuide/174"</text><text>text="处接取。" font=18</text>		<text>text="参与10次群雄逐鹿争夺或取得15分。" font=18</text>	3			ui\Image\Active\活动场景\齐物阁.tga	ui\Image\Active\活动场景\齐物阁.tga					380	0	0		0				0	0~999			23	ui\Image\Active\活动场景\齐物阁.tga
268	统计前线据点		3	0	1	0	1	0			4						3									0	0	0		0				0	0~999				
269	不醉不归		1	5	1	0	1	0			4			<text>text="可在活动开启后前往" font=18</text><text>text="金水镇" font=229</text><text>text="、" font=18</text><text>text="龙门荒漠" font=229</text><text>text="、" font=18</text><text>text="巴陵县" font=229</text><text>text="、" font=18</text><text>text="白龙口" font=229</text><text>text="、" font=18</text><text>text="无量山" font=229</text><text>text="参与活动" font=18</text>		<text>text="侠士不妨前往与其一战，若将他击败可获得丰厚奖励。" font=18</text>	4			ui\Image\Active\活动场景\不醉不归.tga	ui\Image\Active\活动场景\不醉不归.tga					0	0	0		0				0	0~999		<text>text="今晚9点五大策划齐现身。" font=18</text>	21	ui\Image\Active\活动场景\不醉不归.tga
270	衣冠禽兽		3	3	95	0	1	0			4			<text>text="侠士可前往洛阳·战乱找" font=18</text><text>text="莫云" font=229 link="NPCGuide/195"</text><text>text="或" font=18</text><text>text="莫白" font=229 link="NPCGuide/198"</text><text>text="接取任务。" font=18</text>		<text>text="击杀" font=18</text><text>text="库瓦察姆" font=229</text><text>text="即可获得奖励。" font=18</text>	3			ui\Image\Active\活动场景\衣冠禽兽.tga	ui\Image\Active\活动场景\衣冠禽兽.tga					0	8115	1		1		1409180400	1410735600	0	0~999			26	ui\Image\Active\活动场景\衣冠禽兽.tga
272	不醉不归父活动		1	0	1	0	1	0			4						4									0	0	0		0				0	0~999			0	
273	周年庆		1	5	1	0	1	0			4			<text>text="洛阳·战乱" font=229</text><text>text="、90级的" font=18</text><text>text="五人秘境" font=229</text>		<text>text="活动时间8月28日早7点-9月15日早7点。\\\n1、" font=18</text><text>text="大战日常" font=229</text><text>text="、" font=18</text><text>text="辎重争夺" font=229</text><text>text="、" font=18</text><text>text="衣冠禽兽" font=229</text><text>text="等日常奖励翻倍。\\\n2、击杀90级五人秘境内的首领将可获得" font=18</text><text>text="剑" font=229</text><text>text="、" font=18</text><text>text="侠" font=229</text><text>text="、" font=18</text><text>text="情" font=229</text><text>text="、" font=18</text><text>text="缘" font=229</text><text>text="四种字样中的任意一种。\\\n3、通关任意90级的五人秘境后均会出现一个" font=18</text><text>text="策划首领" font=229</text><text>text="，将其击败可获得丰厚奖励。\\\n4、江湖贡献值、威望，侠义值、声望获取速度提高" font=18</text><text>text="10%" font=229</text><text>text="。" font=18</text><text>text="\\\n" font=229</text><text>text="5、8月28日早7点-8月31日早7点充值与消耗返还" font=18</text><text>text="两倍积分" font=229</text><text>text="。" font=18</text>	4			ui\Image\Active\活动场景\不醉不归.tga	ui\Image\Active\活动场景\不醉不归.tga					0	0	0	0	0				0	0~999			21	ui\Image\Active\活动场景\不醉不归.tga
274	重阳节	每年重阳节前后开放，持续十四天。	1	5	20	0	11	1			0		全民参加	<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/84"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/823"</text><text>text="、" font=18</text><text>text="太原" font=229 link="NPCGuide/869"</text><text>text="等城市的节日大使处了解详情。" font=18</text>		<text>text="1、重阳佳节，可前往" font=18</text><text>text="太原" font=18 link="NPCGuide/986"</text><text>text="、" font=18</text><text>text="扬州" font=18 link="NPCGuide/984"</text><text>text="和" font=18</text><text>text="成都" font=18 link="NPCGuide/985"</text><text>text="主城活动区从邱小沁处接取节日任务，完成节日任务可获得【茱萸香囊】、成就、称号等奖励。\\\n2、邱小沁商店会出售重阳节特殊的食物、挂件和一些特殊道具。\\\n3、万花谷主东方宇轩举办的赏菊大会遭到了司徒一一的捣乱，玩家可前往扬州和成都参与这一事件。\\\n4、活动时间：十月三日早七点至十月十七日早七点。" font=18</text>	4		2	ui/Image/Active/活动场景/重阳佳节.tga	ui/Image/Active/ActivityFistPage/RecommendBig/重阳佳节.tga					0	0	0	0	0				0	20~999			16	ui/Image/Active/ActivityFistPage/RecommendBig/重阳佳节.tga
276	击杀叛徒偿血债		1	5	90	0	1	0			4			<text>text="前往" font=18</text><text>text="长安·战乱" font=229 link="NPCGuide/824"</text><text>text="驿站附近的银甲将军处接受任务。" font=18</text>		<text>text="全天开放，每个整点开启。\\\n\\\n" font=18</text>	4			ui\Image\Active\活动场景\长安PQ长孙忘情.tga	ui\Image\Active\活动场景\长安PQ长孙忘情.tga					0	8431	1	0	0				0	0~999			20	
277	风起云涌截粮草		1	5	90	0	1	0			4			<text>text="前往" font=18</text><text>text="洛阳·战乱" font=229 link="NPCGuide/825"</text><text>text="武牢关附近的宋森雪处接受任务。" font=18</text>		<text>text="全天开放，每30分钟开启一次。" font=18</text>	4			ui\Image\Active\活动场景\预热洛阳PQ牛车.tga	ui\Image\Active\活动场景\预热洛阳PQ牛车.tga					0	8429	1	0	0				0	0~999			22	
278	苍云预热活动		1	0	80	0	1	0			4		全名参与	<text>text="前往" font=18</text><text>text="长安·战乱" font=229 link="NPCGuide/768"</text><text>text="驿站附近的李复、" font=18</text><text>text="洛阳·战乱" font=229 link="NPCGuide/769"</text><text>text="武牢关附近的宋森雪处接受任务。" font=18</text>		<text>text="1、"捉拿吕卫都"活动每日每个奇数整点开启一次,持续1小时。\\\n1、"截获粮草"活动每日每个偶数整点开启一次,持续1小时。\\\n" font=18</text>	4									0	0	0	0	0				0	0~999			0	
279	名剑大会精英赛		3	5	95	0		0			4			<text>text="可到" font=18</text><text>text="成都" font=229 link="NPCGuide/390"</text><text>text="的上官玲、" font=18</text><text>text="扬州" font=229 link="NPCGuide/389"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/861"</text><text>text="的张英处报名参与。" font=18</text>		<text>text="1、拥有精英战队资格的队伍方可参与。\\\n2、每个队伍每周可参与10次。" font=18</text>	3	10;		ui\Image\Active\活动场景\名剑大会精英赛.tga	ui\Image\Active\活动场景\名剑大会精英赛.tga					0	8547	10	0	0				0	0~999			25	ui\Image\Active\活动场景\名剑大会精英赛.tga
280	名剑大会精英赛资格生成		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
281	苍雪龙城活动开关		1	0	1	0	1	0			4						4									0	0	0	0	0				0	0~999			0	
282	门派事件-苍云		4	0	1	0	0	0			4						3									0	0	0		0				0	0~999				
283	名剑大会精英赛资格生成		3		1	0	1	0			4						3									0	0	0		0				0	0~999				
284	苍云-东陉关之战		4	4	20		21				0			<text>text="可在苍云的" font=18</text><text>text="柳西月" font=229 link="NPCGuide/846"</text><text>text="处接取任务后前往" font=18</text><text>text="活动地点" font=229 link="NPCGuide/847"</text><text>text="参与活动。" font=18</text>		<text>text="活动19点整开启，参与度越高获得奖励越丰厚。" font=18</text>				ui\Image\Active\活动场景\苍云门派事件.tga	ui\Image\Active\活动场景\苍云门派事件.tga	0				423									0~999	193;		10	ui\Image\Active\活动场景\苍云门派事件.tga
285	峰值广告		1														4																						
286	剑心点将		1	5	20									<text>text="活动开启后，沈剑心将随机出现在世界野外地图中的其中一处。" font=18</text>		<text>text="1、击杀沈剑心可获得稀世珍宝。\\\n2、变身为“实习策划”的侠士通过击杀玩家可获得海量奖励。\\\n3、活动开始后，打开“世界地图”、“中地图”可查看沈剑心位置。" font=18</text>	4			ui\Image\Active\峰值活动3New.tga	ui\Image\Active\峰值活动3New.tga														20~999			22	ui\Image\Active\峰值活动3New.tga
287	剑心的宝箱		1	5	20									<text>text="活动开启后，剑心的宝箱将散落在扬州、成都两大主城内。" font=18</text>		<text>text="前往扬州或成都，拾取剑心的宝箱。" font=18</text>	4			ui\Image\Active\橙武宝藏2.tga	ui\Image\Active\橙武宝藏2.tga														20~999			22	ui\Image\Active\橙武宝藏2.tga
289	新建·未使用		1														4																						
290	剑心送红包	20:00-21:00	2	5	20		7	1	0	0	0			<text>text="找到剑心所在地图，参与活动。" font=18</text>		<text>text="1、晚上8~9点，剑心将随机出现在某个地图，给玩家发送大量通宝红包，与玩家欢庆春节。\\\n2、活动结束后在主城将出现剑心的摇钱树，给玩家送去惊喜。" font=18</text>			0	ui\Image\Active\活动场景\剑心送红包.tga	ui\Image\Active\活动场景\剑心送红包.tga														0~999			16	ui\Image\Active\活动场景\剑心送红包.tga
