Index	Name	NameFrame	Level	Quality	Class	Star	Type	Source	BgPath	OutputDes	Desc	Show	OnlyHaveShow	LimitTime	ModelID	ColorChannelTable	ColorChannel	ModelScale	IconID	X	Y	Z	LookAtX	LookAtY	LookAtZ	CoinShopScale	CoinShopPosY	IdentityYS	YSDes
164	嫣染	167	6	4	3	4	2	8	ui\Image\Pets\kp_嫣染.tga	<text>text="获取线索：限七秀弟子，碧波盈盈，游子牵情。" font=168</text>	<text>text="箫管寄情逗嫣然，碧桃入画扇染香。" font=27</text>	1	0	0	52671	0	0	1.5	8151	0	80	-300	0	100	150	1.5			
165	悟凡	165	6	4	3	4	2	8	ui\Image\Pets\kp_悟凡.tga	<text>text="获取线索：限少林弟子，普度众生，功德无量。" font=168</text>	<text>text="嬉笑腾挪悟凡尘，九窍玲珑参众生。" font=27</text>	1	0	0	52672	0	0	1	8137	0	80	-300	0	100	150	1			
166	灵心	154	6	4	3	4	2	8	ui\Image\Pets\kp_灵心.tga	<text>text="获取线索：限少林弟子，普度众生，功德无量。" font=168</text>	<text>text="方寸灵台却前事，瞑目只观菩提心。" font=27</text>	1	0	0	52673	0	0	1	8138	0	80	-300	0	100	150	1			
167	明意	157	6	4	3	4	2	8	ui\Image\Pets\kp_明意.tga	<text>text="获取线索：限少林弟子，普度众生，功德无量。" font=168</text>	<text>text="莲台趺坐持清净，意如明镜照因缘。" font=27</text>	1	0	0	52674	0	0	1	8139	0	80	-300	0	100	150	1			
168	谛梵	144	6	4	3	4	2	8	ui\Image\Pets\kp_谛梵.tga	<text>text="获取线索：限少林弟子，普度众生，功德无量。" font=168</text>	<text>text="青灯燃香忘痴嗔，五蕴皆空听梵音。" font=27</text>	1	0	0	52675	0	0	1	8140	0	80	-300	0	100	150	1			
169	知禅	175	6	4	3	4	2	8	ui\Image\Pets\kp_知禅.tga	<text>text="获取线索：限少林弟子，普度众生，功德无量。" font=168</text>	<text>text="花开指上拈取笑，竹隐禅心偕暮归。" font=27</text>	1	0	0	52676	0	0	1	8141	0	80	-300	0	100	150	1			
170	霜锋	161	6	4	3	4	2	8	ui\Image\Pets\kp_霜锋.tga	<text>text="获取线索：限藏剑弟子，剑谷弃剑，剑主神伤。" font=168</text>	<text>text="霜光乍开冲牛斗，三尺青锋斩邪祟。" font=27</text>	1	0	0	52677	0	0	1.3	8157	0	80	-300	0	100	150	1.3			
171	云渊	174	6	4	3	4	2	8	ui\Image\Pets\kp_云渊.tga	<text>text="获取线索：限藏剑弟子，剑谷弃剑，剑主神伤。" font=168</text>	<text>text="轻身腾起掠云去，逐风跃渊疾千里。" font=27</text>	1	0	0	52678	0	0	1.3	8159	0	80	-300	0	100	150	1.3			
172	青阳	159	6	4	3	4	2	8	ui\Image\Pets\kp_青阳.tga	<text>text="获取线索：限藏剑弟子，剑谷弃剑，剑主神伤。" font=168</text>	<text>text="春风三月渡钱江，青阳临岁启花朝。" font=27</text>	1	0	0	52679	0	0	1.3	8160	0	80	-300	0	100	150	1.3			
173	寒烟	149	6	4	3	4	2	8	ui\Image\Pets\kp_寒烟.tga	<text>text="获取线索：限藏剑弟子，剑谷弃剑，剑主神伤。" font=168</text>	<text>text="清电忽过步惊寒，飒沓无踪隐如烟。" font=27</text>	1	0	0	52680	0	0	1.3	8158	0	80	-300	0	100	150	1.3			
174	鸣玉	158	6	4	3	4	2	8	ui\Image\Pets\kp_鸣玉.tga	<text>text="获取线索：限藏剑弟子，剑谷弃剑，剑主神伤。" font=168</text>	<text>text="击玉为歌鸣剑意，万金掷去买酒回。" font=27</text>	1	0	0	52681	0	0	1.3	8161	0	80	-300	0	100	150	1.3			
175	华羽	151	6	4	2	4	3	8	ui\Image\Pets\kp_华羽.tga	<text>text="获取线索：限五毒弟子，沼泽瘴疠，义施援手。"font=168</text>	<text>text="华光落羽绘锦屏，独栖仙乡远流年。"font=27</text>	1	0	0	52682	0	0	1	8142	0	80	-300	0	100	150	1			
176	惊虹	153	6	4	2	4	3	8	ui\Image\Pets\kp_惊虹.tga	<text>text="获取线索：限五毒弟子，沼泽瘴疠，义施援手。"font=168</text>	<text>text="一曲清舞惊九天，便裁虹色织绣衣。"font=27</text>	1	0	0	52683	0	0	1	8143	0	80	-300	0	100	150	1			
177	素翎	162	6	4	2	4	3	8	ui\Image\Pets\kp_素翎.tga	<text>text="获取线索：限五毒弟子，沼泽瘴疠，义施援手。"font=168</text>	<text>text="灵秀天成傲凡羽，玉雪为魂着素裳。"font=27</text>	1	0	0	52684	0	0	1	8144	0	80	-300	0	100	150	1			
178	璨星	142	6	4	2	4	3	8	ui\Image\Pets\kp_璨星.tga	<text>text="获取线索：限五毒弟子，沼泽瘴疠，义施援手。"font=168</text>	<text>text="璨彩浮金曜尘寰，从容闲步倾众生。"font=27</text>	1	0	0	52685	0	0	1	8146	0	80	-300	0	100	150	1			
179	银月	168	6	4	2	4	3	8	ui\Image\Pets\kp_银月.tga	<text>text="获取线索：限五毒弟子，沼泽瘴疠，义施援手。"font=168</text>	<text>text="琢银叠玉化仙身，清泉濯羽伴月眠。"font=27</text>	1	0	0	52686	0	0	1	8145	0	80	-300	0	100	150	1			
180	琢玉	176	6	4	3	4	2	8	ui\Image\Pets\kp_琢玉.tga	<text>text="获取线索：限万花弟子，雅逸闲情，幽谷野趣。"font=168</text>	<text>text="天工巧致造风流，切磋琢磨凝匠心。"font=27</text>	1	0	0	52687	0	0	1	8167	0	80	-300	0	100	150	1			
181	云萝	173	6	4	3	4	2	8	ui\Image\Pets\kp_云萝.tga	<text>text="获取线索：限万花弟子，雅逸闲情，幽谷野趣。"font=168</text>	<text>text="云间拾径采药去，青萝绕溪忘归期。"font=27</text>	1	0	0	52688	0	0	1	8168	0	80	-300	0	100	150	1			
182	雨墨	171	6	4	3	4	2	8	ui\Image\Pets\kp_雨墨.tga	<text>text="获取线索：限万花弟子，雅逸闲情，幽谷野趣。"font=168</text>	<text>text="雨翻山岚风满楼，几点入诗湮墨色。"font=27</text>	1	0	0	52689	0	0	1	8169	0	80	-300	0	100	150	1			
183	银朱	169	6	4	3	4	2	8	ui\Image\Pets\kp_银朱.tga	<text>text="获取线索：限万花弟子，雅逸闲情，幽谷野趣。"font=168</text>	<text>text="妙笔绘成丹青意，指染朱砂缠情思。"font=27</text>	1	0	0	52690	0	0	1	8170	0	80	-300	0	100	150	1			
184	檀书	163	6	4	3	4	2	8	ui\Image\Pets\kp_檀书.tga	<text>text="获取线索：限万花弟子，雅逸闲情，幽谷野趣。"font=168</text>	<text>text="数缕檀烟暗香渡，漫卷诗书挑灯花。"font=27</text>	1	0	0	52691	0	0	1	8171	0	80	-300	0	100	150	1			
185	一七令	187	6	4	3	5	2;10	11;10	ui\Image\Pets\kp_七七.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="自从都尉别苏句，便到司空送白辞。" font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	1	1	52797	0	0	1	8185	0	80	-300	0	100	150	1			
186	文文	140	6	4	3	5	2;10	11;10	ui\Image\Pets\kp_文文.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="一只头戴帽子的可爱白色小狗。\\\n文文跟静静一样有漂亮的白色毛发，因其出生于书香门第，自幼时便爱进出书堂，所以比别的小狗显得有文采一点。\\\n“文文读书快破万卷了，什么时候能下笔如有神助呢？”" font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	1	1	52798	0	0	1	8186	0	80	-300	0	100	150	1			
187	时多故	186	6	4	3	5	2;10	11;10	ui\Image\Pets\kp_小多.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="风涛初振海，鹓鹭各辞林。"font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	1	1	52799	0	0	1	8188	0	80	-300	0	100	150	1			
188	易言	189	6	4	3	5	2;10	11;10	ui\Image\Pets\kp_小爱.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="未若同心言，一言和同解千结。" font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	1	1	52800	0	0	1	8187	0	80	-300	0	100	150	1			
189	浪淘沙	188	6	4	3	5	2;10	11;10	ui\Image\Pets\kp_浪浪.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="流水淘沙不暂停，前波未灭后波生。" font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	1	1	52801	0	0	1	8184	0	80	-300	0	100	150	1			
190	小落墨	206	6	4	3	5	2	5	ui\Image\Pets\kp_小落墨.tga	<text>text="获取线索：苍山之巅，蝴蝶泉畔。" font=168</text>	<text>text="这纯黑的毛色，莫不是主人家一不小心打翻了砚台？" font=27</text>	1	0	0	53163	0	0	0.4	8241	0	80	-300	0	100	150				
191	弈棋小龟	207	6	4	1	4	1	5	ui\Image\Pets\kp_弈棋小龟.tga	<text>text="获取线索：归林泽中遇隐士，万宝阁下浪子归。" font=168</text>	<text>text="一只古灵精怪的小乌龟，背上驮着一盘棋局，仔细查看似是一盘死活题。\\\n“一树，一水，一小龟，一花，一人，一局棋。”" font=65</text>	1	0	0	53162	0	0	0.4	8240	0	80	-300	0	100	150				
192	黄袍大统领	197	5	3	2	4	3	5	ui\Image\Pets\kp_黄袍大统领.tga	<text>text="获取线索：极东之海，舍身救主。" font=168</text>	<text>text="黄袍大统领是一只威风凛凛的公鸡！" font=65</text><text>text="\\\n" font=18</text><text>text="一身黄金羽，头戴红毡帽。英姿飒爽，好不威风。" font=65</text>	1	0	0	53186	0	0	1	8239	0	80	-300	0	100	150			1	二级驭兽宠物
193	青蘅	204	6	4	3	4	2	8	ui\Image\Pets\kp_靑蘅.tga	<text>text="获取线索：限七秀弟子，碧波盈盈，游子牵情。" font=168</text>	<text>text="朝步兰泽撷幽草，晚来涉江采蘅归。" font=27</text>	1	0	0	53182	0	0	1.5	8236	0	80	-300	0	100	150				
194	风荷	196	6	4	3	4	2	8	ui\Image\Pets\kp_风荷.tga	<text>text="获取线索：限万花弟子，雅逸闲情，幽谷野趣。"font=168</text>	<text>text="风动满池清圆举，小舟一叶载荷来。"font=27</text>	1	0	0	53178	0	0	1	8248	0	80	-300	0	100	150				
195	飞景	194	6	4	3	4	2	8	ui\Image\Pets\kp_飞景.tga	<text>text="获取线索：限藏剑弟子，剑谷弃剑，剑主神伤。" font=168</text>	<text>text="流光飞景醉里看，依山煮酒意逍遥。" font=27</text>	1	0	0	53183	0	0	1.3	8252	0	80	-300	0	100	150				
196	了然	200	6	4	3	4	2	8	ui\Image\Pets\kp_了然.tga	<text>text="获取线索：限少林弟子，普度众生，功德无量。" font=168</text>	<text>text="往来三生皆了然，芥子须弥一笑观。" font=27</text>	1	0	0	53185	0	0	1	8237	0	80	-300	0	100	150				
197	碧灵	191	6	4	2	4	3	8	ui\Image\Pets\kp_碧灵.tga	<text>text="获取线索：限五毒弟子，沼泽瘴疠，义施援手。"font=168</text>	<text>text="碧衣独舞应丝竹，翩然乘月归瑶宫。"font=27</text>	1	0	0	53177	0	0	1	8247	0	80	-300	0	100	150				
198	栖寒	203	6	4	2	4	3	8	ui\Image\Pets\kp_栖寒.tga	<text>text="获取线索：限纯阳弟子，凤声细细，遗落之羽。" font=168</text>	<text>text="性喜清寒栖云山，孤绝只为松石客。"font=27</text>	1	0	0	53297	0	0	0.6	8232	0	80	-300	0	100	150				
199	凌岳	201	6	4	3	4	2	8	ui\Image\Pets\kp_凌岳.tga	<text>text="获取线索：限天策弟子，平定乱世，狼牙当诛。" font=168</text>	<text>text="万仞险峰何足惧，直上峥嵘凌绝顶。" font=27</text>	1	0	0	53184	0	0	1	8238	0	80	-300	0	100	150				
200	云云	208	6	4	3	4	2	8	ui\Image\Pets\kp_云云.tga	<text>text="获取线索：限苍云弟子，雁门关。" font=168</text>	<text>text="“我叫云云，白云的云。因为我的毛色和天空中飘浮的白云一样。”" font=27</text>	1	0	0	53190	0	0	0.21	8244	0	80	-300	0	100	150				
201	路路	202	6	4	3	4	2	8	ui\Image\Pets\kp_路路.tga	<text>text="获取线索：限苍云弟子，雁门关。" font=168</text>	<text>text="“主人说这个头饰造型是关外流行款式！可我看不出来这到底是个什么形状，你知道吗？”" font=27</text>	1	0	0	53191	0	0	0.21	8243	0	80	-300	0	100	150				
202	糖糖	205	6	4	3	4	2	8	ui\Image\Pets\kp_糖糖.tga	<text>text="获取线索：限明教弟子，明教总坛。" font=168</text>	<text>text="“主人说我的毛色和牛奶糖一样。牛奶，我的最爱，喵~”" font=163</text>	1	0	0	53179	0	0	0.3	8249	0	80	-300	0	100	150				
203	妃妃	195	6	4	3	4	2	8	ui\Image\Pets\kp_妃妃.tga	<text>text="获取线索：限明教弟子，明教总坛。" font=168</text>	<text>text="“据说我和猫王小时候很像，你可以叫我小妃妃，不是斐，是妃~喵~”" font=163</text>	1	0	0	53180	0	0	0.3	8250	0	80	-300	0	100	150				
204	豆豆	193	6	4	3	4	2	8	ui\Image\Pets\kp_豆豆.tga	<text>text="获取线索：限明教弟子，明教总坛。" font=168</text>	<text>text="“豆豆的小围脖最好看了~喵……”" font=163</text>	1	0	0	53181	0	0	0.3	8233	0	80	-300	0	100	150				
205	机关猪镖靶	198	6	4	4	4	4	8	ui\Image\Pets\kp_机关猪·镖靶.tga	<text>text="获取线索：限唐门弟子，唐家堡。" font=168</text>	<text>text="唐门秘制机关猪,会卖子弹会卖萌。" font=27</text>	1		0	53188			1.3	8246	0	80	-300	0	100	150				
206	机关猪飞翼	199	6	4	4	4	4	8	ui\Image\Pets\kp_机关猪·假面.tga	<text>text="获取线索：限唐门弟子，唐家堡。" font=168</text>	<text>text="唐门秘制机关猪,会卖子弹会卖萌。" font=27</text>	1		0	53189			1.3	8245	0	80	-300	0	100	150				
207	苍翼	192	6	4	2	4	3	8	ui\Image\Pets\kp_苍翼.tga	<text>text="获取线索：限丐帮弟子，君山总舵。" font=168</text>	<text>text="一只黑翼的隼。" font=65</text><text>text="\\\n" font=18</text><text>text="那凌厉的目光，世间万物尽收其眼底，随意一瞥，直击内心。\\\n“鹰撮霆击，迅猛苍翼。”" font=65</text>	1		0	53187			2.7	8234	0	80	-600	0	100	-150				
208	戏参北斗	209	6	4	4	5	4	9	ui\Image\Pets\kp_戏参北斗.tga	<text>text="获取线索：未得窥尽天数日，戏参北斗又何妨？" font=168</text>	<text>text="方士一生寻幽探秘，行走于一条半阴半明的路上。\\\n传说方士身侧常有一灯笼相伴，上面描画的北斗七星闪烁长夜，为方士指明前路，照亮幽冥。\\\n只有在方士身份下才可以召唤。" font=27</text>	1	0	0	53355	0	0	0.4	8288	0	80	-300	0	100	150				
209	红羽大将军	106	1	3	2	1	3	10	ui\Image\Pets\kp_红羽大将军.tga	<text>text="获取线索：江湖百态驭兽师体验获得。" font=168</text>	<text>text="红羽是一只威武的大公鸡！" font=65</text><text>text="\\\n" font=18</text><text>text="自从红羽击败了上一只梅龙镇斗鸡擂主，赢得了那顶小巧精致的将军盔。它就有了“大将军”这个称号，从那天起，它走起路来，就越发像一个威风凛凛的大将军了！" font=65</text><text>text="\\\n【限时类跟宠】" font=18</text>	1		1	41274			1	6802	0	80	-300	0	100	150	1		1	一级驭兽宠物
210	云梦	211	6	4	3	5	2	6	ui\Image\Pets\kp_云梦鹿.tga	<text>text="获取线索：官网七周年充值回馈活动。" font=168</text>	<text>text="似是梦中才会出现的幻之鹿。" font=163</text>	1	0	0	53974	0	0	0.5	8440	0	80	-300	0	100	150	1	-1	0	
211	九影	210	6	4	3	5	2	6	ui\Image\Pets\kp_九影豹.tga	<text>text="获取线索：官网七周年充值回馈活动。" font=168</text>	<text>text="幽暗之影遮蔽身形，身体散发出侵袭的气息。" font=163</text>	1	0	0	53973	0	0	0.5	8439	0	80	-300	0	100	150	1	-1	0	
212	苗疆客	215	5	3	1	4	1	5	ui\Image\Pets\kp_苗疆客.tga	<text>text="获取线索：密林深处，人心难测。" font=168</text>	<text>text="苗疆水泽深处的独行客，被一个阴森可怖的牛头遮挡了容貌。\\\n“没人知道我长什么样，我自己也不知道。”" font=65</text>	1	0	0	55138	0	0	0.7	8588	0	80	-300	0	100	150	1	-1	0	
213	甜豆	218	5	4	3	4	2	5	ui\Image\Pets\kp_甜豆.tga	<text>text="获取线索：洞庭景，君山客。" font=168</text>	<text>text="“我背上的那颗草莓是最甜的！”" font=27</text>	1	0	0	55160	0	0	1.2	8591	0	80	-300	0	100	150	1	-1	0	
214	火璃	213	6	4	3	5	2	5	ui\Image\Pets\kp_火璃.tga	<text>text="获取线索：塞上青草间，飘然白云外。" font=168</text>	<text>text="古有狄山，传上古火神祝融居于此，其子太子长琴曾点化一狐，名为火璃，其毛色光亮深红如火，且十分聪慧通灵，喜欢与人亲近嬉耍，但有些畏水。" font=27</text>	1	0	0	55161	0	0	1.2	8592	0	80	-300	0	100	150	1	-1	0	
215	骞雷	214	6	4	3	4	2	8	ui\Image\Pets\kp_骞雷.tga	<text>text="获取线索：限霸刀弟子，可口野味，饕餮大熊。" font=168</text>	<text>text="疾电骞飞裂青冥，刀引风雷动北关。" font=27</text>	1	0	0	55162	0	0	1.1	8593	0	80	-300	0	100	150	1	-1	0	
216	映霜	220	6	4	3	4	2	8	ui\Image\Pets\kp_映霜.tga	<text>text="获取线索：限霸刀弟子，可口野味，饕餮大熊。" font=168</text>	<text>text="山月照林白露起，流霜映谷浮清光。" font=27</text>	1	0	0	55163	0	0	1.1	8594	0	80	-300	0	100	150	1	-1	0	
217	璎珞	219	6	4	3	4	2	8	ui\Image\Pets\kp_璎珞.tga	<text>text="获取线索：限霸刀弟子，可口野味，饕餮大熊。" font=168</text>	<text>text="榴珠绛玉散银盘，泠响应歌笑语传。" font=27</text>	1	0	0	55164	0	0	1.1	8595	0	80	-300	0	100	150	1	-1	0	
218	重雪	221	6	4	3	4	2	8	ui\Image\Pets\kp_重雪.tga	<text>text="获取线索：限霸刀弟子，可口野味，饕餮大熊。" font=168</text>	<text>text="雪重阶前琼花隐，小炉拥衣酌酒观。" font=27</text>	1	0	0	55165	0	0	1.1	8596	0	80	-300	0	100	150	1	-1	0	
219	秋岚	217	6	4	3	4	2	8	ui\Image\Pets\kp_秋岚.tga	<text>text="获取线索：限霸刀弟子，可口野味，饕餮大熊。" font=168</text>	<text>text="微雨带岚逗秋寒，丹枫映霞听晚鸦。" font=27</text>	1	0	0	55166	0	0	1.1	8597	0	80	-300	0	100	150	1	-1	0	
220	逐星	222	6	4	3	4	2	8	ui\Image\Pets\kp_逐星.tga	<text>text="获取线索：限霸刀弟子，可口野味，饕餮大熊。" font=168</text>	<text>text="星垂平野孤月冷，穿山越林影如风。" font=27</text>	1	0	0	55167	0	0	1.1	8598	0	80	-300	0	100	150	1	-1	0	
221	莫离	216	6	4	3	4	2	11;10	ui\Image\Pets\kp_莫离.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="唐门大小姐唐书雁随父前往霸刀山庄拜访时，十分喜爱山庄中的貂，柳家三少柳静海便亲自为她从山中捉来一只四足乌黑、身上毛色淡金的幼貂，唐书雁为之取名“莫离”。" font=27</text><text>text="\\\n【限时类跟宠】" font=18</text>	1	0	1	55168	0	0	1.1	8589	0	80	-300	0	100	150	1	-1	0	
222	白隐	212	5	4	3	4	2	9	ui\Image\Pets\kp_白隐.tga	<text>text="获取线索：江湖百态驭兽师活动获得。" font=168</text>	<text>text="世间罕有的白虎，体态虽幼，却已然展露出了王者霸气。" font=27</text>	1	0	0	55402	0	0	0.35	8613	0	80	-300	0	100	150	1	-1	0	
223	九灵	178	6	4	3	5	2	10;11	ui\Image\Pets\kp_大耳狐.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="青丘神泽踏雪来，一点灵心守君侧。" font=27</text><text>text="\\\n" font=18</text><text>text="鹊山东去数百里，有大泽名即翼，有山陵名青丘。青丘南多玉石，北边有异狐，长尾阔耳，传说为仙人点玉石而化。其性聪慧灵动，轻盈活泼，能跳跃抛出并衔住身侧的刀剑。且尤喜随主，若不见主人，便会伫立原地，久不离去。" font=27</text>	1	1	1	52615	0	0	1.2	8132	0	80	-300	0	100	150	1.2		1	五级驭兽宠物
224	鸿福金龙	103	6	4	4	4	4	11;10	ui\Image\Pets\kp_鸿福金龙.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="鸿运送鸿福，福星映穹庐！" font=27</text>	1	1	1	43958			1.3	6806	0	80	-300	0	100	150	1.3			
225	雄鸡三唱	224	6	4	2	4	3	9	ui\Image\Pets\kp_雄鸡三唱.tga	<text>text="获取线索：酉鸡年春节活动。" font=168</text>	<text>text="雄鸡一声天下白，三唱晨歌复徘徊。\\\n“酉年大吉，叽叽叽叽！”" font=65</text>	1	0	0	57551	0	0	1	8980	0	80	-300	0	100	150	1	-1	0	
226	怒睛争鸣	223	6	4	2	5	2	11	ui\Image\Pets\kp_怒睛争鸣.tga	<text>text="获取线索：充值促销。" font=168</text>	<text>text="晨星始上抱晓鸣，长剑烨华破金钟。\\\n大唐斗鸡之风盛行，有好事者豢养斗鸡，素羽长剑，铜铃玄蓑，走动时雄姿英发，威风凛凛，小鸡们纷纷倾倒。\\\n昴昴：叽！\\\n日日：叽！\\\n星星：叽叽叽！\\\n昴昴、日日：破坏队形，啄它！\\\n星星：叽？\\\n“酉年大吉，叽叽叽叽！”"font=65</text><text>text="\\\n具有【行囊机关】，开启机关后可找其换购趣味道具。" font=18</text>	1	0	0	57550	0	0	1	8979	0	80	-300	0	100	150	1	-1	0	
227	九灵	178	6	4	3	5	2	10;11	ui\Image\Pets\kp_大耳狐.tga	<text>text="获取线索：多种运营活动。" font=168</text>	<text>text="青丘神泽踏雪来，一点灵心守君侧。" font=27</text><text>text="\\\n" font=18</text><text>text="鹊山东去数百里，有大泽名即翼，有山陵名青丘。青丘南多玉石，北边有异狐，长尾阔耳，传说为仙人点玉石而化。其性聪慧灵动，轻盈活泼，能跳跃抛出并衔住身侧的刀剑。且尤喜随主，若不见主人，便会伫立原地，久不离去。" font=27</text>	1	1	1	52615	0	0	1.2	8132	0	80	-300	0	100	150	1.2		1	五级驭兽宠物
228	小叮当	227	6	4	3	5	2	5	ui/Image/Pets/kp_小叮当.tga	<text>text="获取线索：北行镖路，揭开史家势力之争。" font=168</text>	<text>text="叮叮当~叮叮当~小叮当的金铃铛，响起来最好听了！" font=27</text>	1	0	0	58742	0	0	0.4	9246	0	80	-300	0	100	150	1	-1	0	
229	酒海小龟	226	6	4	1	5	1	5	ui/Image/Pets/kp_酒海小龟.tga	<text>text="获取线索：东海来客，所向西南。" font=168</text>	<text>text="一只爱喝酒的小乌龟，背上一直驮着酒坛子，透着浓浓的酒香。\\\n“一海，一坛，一小龟，一醉，一醒，一长梦。”" font=65</text>	1	0	0	58740	0	0	0.4	9248	0	80	-300	0	100	150	1	-1	0	
230	繁花客	225	5	3	1	4	1	5	ui/Image/Pets/kp_繁花客.tga	<text>text="获取线索：雁门雄关，往来商客。" font=168</text>	<text>text="繁花似锦，花儿盛开。\\\n“无论我走到哪里，我都能闻到花香，不信你闻闻，啊~”" font=65</text>	1	0	0	58741	0	0	0.7	9247	0	80	-300	0	100	150	1	-1	0	

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
