TempleteId	MapId	AreaID	ActivityID	Positions
2503	102			23937,56407,1052001;42503,59136,1052046;42564,58564,1051902;42533,57919,1051754;42829,57327,1051773;45856,56569,1051339;45466,57064,1053591;45048,57040,1052740;44641,57416,1051892;46362,57683,1053942;47123,58112,1053305;47458,57427,1054472;46074,61206,1051729;44991,62550,1052113;44649,63390,1052176;44110,63631,1052889;42842,62828,1052151;42129,63158,1052276;41393,63445,1051930;40543,62972,1054322;40943,62325,1052166;40903,66600,1054629;39963,66957,1051682;38774,69243,1053737;39940,70005,1054303;38382,70478,1054368;36924,71148,1053378;34227,70825,1054824;31260,71983,1055456;30805,70939,1056726;29991,70830,1053362;29761,69619,1053869;30069,69031,1055828;29318,66602,1052986;29423,65158,1052055;28551,64040,1052202;27363,64029,1054241;26459,63324,1054413;27409,63024,1052865;27437,60926,1052903;24738,59967,1054098;23075,59227,1052853;23532,56775,1051460;23247,56080,1051672;24143,55417,1052077;24516,54611,1052069;25640,53882,1051355;22798,59269,1052716;23074,56986,1051561;26787,54347,1052318;28218,53241,1052035;31597,55581,1051912;32170,56603,1051864;29774,57140,1053241;33947,53644,1051655;34002,52138,1063910;37202,54117,1052175;38228,53655,1051877
2507	74			16047,12486,1104683
2508	74			15949,12469,1104683
2509	74			15996,12490,1104683
2511	74			16025,12530,1104683
2512	74			16002,12454,1104683
2513	74			15963,12525,1104683
2515	101			109589,83604,1071342;106500,82231,1071391;108530,83921,1071444;110125,81288,1071157;111265,80349,1071820;114606,80284,1073072;112534,82942,1071645;123495,87817,1078109
2516	101			44263,103309,1055697
2516	104			43523,118090,1062137
2516	105			100771,81508,1145101;103865,95287,1142878
2516	151			24677,64044,1053489;22760,68631,1053673
2517	108			26118,35021,1092221;26579,45802,1095973
2518	102			30498,18684,1052693;31313,15324,1052011;37859,23828,1053072;85299,70564,1077128
2518	105			117550,31862,1091658;109778,34968,1102008;109737,34820,1102025;111031,34171,1102406;114464,34063,1100766;117470,31605,1091658;117721,31668,1091658;117806,31984,1091658
2518	108			89833,13844,1056236;89157,12643,1056768;93555,11480,1054616;91380,15705,1054700;86431,10844,1057851;85905,14130,1056245
2519	102			30678,19203,1052752;31446,15558,1052231;30239,18154,1052623;30606,19258,1052725;31667,17620,1052571;37992,24062,1052983
2519	105			112692,34400,1100793
2520	102			93169,56043,1072116;38510,24783,1052789;30698,17806,1052470;31443,17568,1052534;92283,56363,1071989;7417,6531,1065812;31947,15507,1052603;85808,65712,1077056;85830,66394,1077005;85542,65813,1077109;92659,55819,1072145;92648,56091,1072079;92991,55930,1072151;93047,54977,1072167;94361,55891,1072215;96303,57234,1072125;95784,59025,1072175;98069,55902,1072074;95905,61307,1071989;93681,61931,1072321;98289,62103,1072512;99134,59438,1071989;85831,66113,1076975;38304,24258,1052823;38493,24011,1052931;31758,15754,1052699;31881,13370,1052215
2520	108			127506,74560,1141347;90990,14371,1055278;86249,10142,1057815;127331,75043,1141885;128932,74084,1141965
2521	108			90698,38795,1059433;88796,12568,1056987;115340,69502,1111582;114415,68999,1111395;94007,15909,1064431;92844,8831,1054789;89957,14350,1056042;88265,38359,1061380;89245,37868,1060322
2522	108			53142,24498,1060484
2523	101			44069,99827,1055679;44041,99740,1055685;43950,99784,1055784
2523	108			13625,21113,1092729;64429,16853,1059122;64431,16852,1059413;14525,20124,1092189;14521,20129,1092480;15244,21562,1093076;15225,21619,1093057;15239,21606,1093348;13547,21161,1092861;13545,21081,1092795;13516,21138,1093152
2523	197			44274,14228,1070818;44279,14279,1070821
2524	105			70709,26788,1084070;82830,75050,1120374;84707,74729,1120246;70576,26739,1084070;70579,26775,1084070;70634,26760,1084070;70713,26906,1084070;70683,26942,1084070;70729,26945,1084070;70694,26749,1084070;70664,26785,1084070
2524	108			13476,21185,1093053;13487,21190,1093002;12849,19094,1089852;12835,19059,1089871;14600,20089,1092130;14547,20078,1092119
2524	193			68675,13747,1098007;68730,13909,1097990
2524	197			44290,14171,1070811
2527	108			125883,122352,1067348;124567,120480,1067351;122561,123712,1067348;122750,123448,1067348;125976,123927,1067348;125803,122978,1067373
2528	108			32464,8055,1093577
2530	108			87350,11407,1057667;92825,10988,1054703;94036,12633,1054310;87152,9907,1057526;89744,10465,1066360
2531	108			93374,11726,1054579;88048,9006,1066588;89818,10566,1066360;94075,15916,1064431;94441,10115,1072116;92562,11762,1054564;89930,13990,1056143;86847,37423,1061769;86604,38202,1062309;85576,14203,1055569;89466,39446,1060913
2533	101			74741,5684,1063241;73600,5265,1063140;71456,5816,1063124
2537	101			49517,11355,1069379;48403,11652,1069379;47886,11366,1069379;47533,10826,1069379;47524,10236,1069379;47816,9689,1069379;48366,9400,1069379;48991,9417,1069379;49476,9715,1069379;49813,10194,1069379;51966,10792,1071852;53887,10767,1071852;53869,8935,1071852;51942,8956,1071852;48598,6696,1069855;48348,8264,1069184;46449,8376,1069977;46431,9554,1069977;46490,12273,1069184;50114,12665,1069184;49950,12829,1069184;51273,12065,1069364;48956,11662,1069379;49787,10843,1069379;50403,6739,1069855
2538	108			4945,40350,1107793;4902,39090,1107793;4859,38555,1107793;4891,39731,1107656;4970,40880,1107793;4940,41019,1107071;6491,40546,1107071;6514,40541,1107362;6518,40602,1107071;4772,38416,1107071;4845,38442,1107071;4777,39356,1107071;4777,39357,1107362;6053,37551,1107071;6039,37563,1107362
2539	108			121938,91616,1076081;121788,91952,1076163;121012,93643,1077203;123560,92911,1076813;124770,90806,1075763;124772,90865,1075756;123475,90214,1075666;123471,90209,1075957;119772,92085,1076999;119123,90067,1077737;118672,90170,1078010;119493,90163,1077505;123128,90450,1075697;124093,91442,1075709;124094,91437,1076000;123076,93329,1077106;122989,93322,1077078;121384,93776,1077378;121386,93773,1077669;121788,91946,1076454;122374,93258,1077120;122382,93335,1077223;124208,90088,1076057;123791,89916,1076137;123785,89919,1076428;117764,88958,1078381;117763,88959,1078671;122656,91987,1075979
2542	105			65592,113167,1074315
2543	74			16528,12390,1104901
2551	74			23359,18338,1108552;23029,18464,1108552;23070,18494,1108552;23082,18459,1108552;23364,18304,1108553;23403,18286,1108558;23352,18262,1108551
2552	101			8064,71746,1059246
2554	101			95511,27225,1093489
2555	101			76128,6566,1062848;74679,6514,1062878;76683,6850,1062983;74364,10972,1063099;74726,10646,1063228
2556	101			86345,66963,1086267;84780,66004,1086267;86710,64535,1086267;85797,65989,1086267;84351,66994,1086267;85852,67909,1086267;84796,67923,1086267
2557	101			12410,58256,1059117
2559	101			92938,28238,1087255;81543,32231,1087065;92206,27308,1088011
2561	101			92988,28410,1087067;92126,27201,1088043;93073,28169,1087472;81405,32396,1087047;81560,31963,1087063
2566	108			91497,11180,1055833;91252,15508,1054821;89693,10506,1066360;94204,12788,1054244;85499,8853,1057567;90861,11124,1061864;91307,12374,1055427
2567	108			87298,10008,1057454;91240,11756,1055846;90939,15703,1055032;93119,11982,1054486;87079,11235,1057759;85651,14374,1055560
2569	108			87666,12176,1057560;86458,10915,1057843;85706,8736,1057460;88573,11365,1057061;93939,12720,1054291;88017,15845,1067461;91124,11676,1055644
2571	108			88488,11238,1057095;88106,15864,1067461;93004,8796,1054798;90947,11205,1061864;87983,11619,1057384;86866,11667,1057742;89675,10353,1055804;86917,36723,1061312;89401,36852,1059525
2572	108			92626,11771,1054560;88090,8895,1066588;88126,9033,1066588;90235,11777,1055585;94519,10052,1072116
2574	101			114073,45522,1084211
2575	108			87000,12752,1057605;86908,12746,1057579
2578	101			22486,39154,1059117
2579	102			49932,77593,1063483;49418,78840,1063483;50399,78873,1063483;51882,78533,1065792;52275,77946,1063763;51519,76328,1063506;48395,77503,1063765;49342,75263,1062738;50877,74741,1060857;49480,75585,1064751
2580	100			57337,45793,1065952;55462,43409,1072092;53897,42050,1079696;53561,41012,1077376;56399,44785,1100363;55529,43565,1090908;60121,44471,1068997;60009,44757,1061091;58200,46759,1073978;60155,46682,1078039;57885,46761,1086324;60744,45092,1091120;62998,48068,1101193;62149,48866,1090170;63173,46563,1090574;63150,47266,1067854;65070,46752,1076461;60129,48670,1071648;60034,46860,1082305;62041,46779,1092558
2585	102			26700,107874,1095902;26695,106688,1095902;25630,107866,1095902;25684,106715,1095902
2588	102			18682,80335,1067202;18469,79432,1067047;19021,79802,1067088;17994,80503,1067365;18381,80595,1067249;18466,79696,1067011;18916,79635,1067095;17523,79883,1067382;18003,79698,1067626;27732,88703,1066975;27349,88397,1066975;26727,88861,1067022;26739,88427,1066965;26844,89608,1066966;27235,89790,1067328;27306,89462,1067605;28039,89308,1066965;8854,85305,1066451;8745,85649,1066451;9321,84808,1066451;9907,84851,1066451;10082,85393,1066451;9607,85688,1066451;9646,86127,1066451;9561,85629,1066451
2592	102			19770,111250,1094041;18900,110801,1094108;19009,109609,1094031;19246,109020,1094031;18635,106580,1094323;19023,105492,1094531;22863,103712,1094031;23669,102441,1094031;25110,101882,1094031;29041,101660,1094112;29738,102523,1094031;30795,103311,1094031;31479,108063,1094110;31674,110682,1094465;31060,104871,1094031
2595	101			42662,33044,1078483
2597	105			117742,32198,1091658
2597	110			7854,14975,1063751;31236,15654,1063114
2597	113			7854,14975,1063750;31236,15654,1063114
2598	110			31128,17227,1063130;3951,14449,1061713;7399,16804,1063752
2598	113			3951,14449,1061713;7399,16804,1063752;31128,17227,1063130
2600	105			116878,32042,1091677
2600	110			4452,18818,1058533
2600	113			4452,18818,1058533
2601	110			6511,15346,1063240;4381,16701,1060974;8856,16165,1064704;6498,15313,1063239;6490,15332,1063239
2601	113			6511,15346,1063240;6498,15313,1063239;6490,15332,1063239;4381,16701,1060974;8856,16165,1064704
2606	102			70815,57506,1051071
2609	102			39992,99164,1051358;49283,96358,1054257;50209,85140,1051673;50685,84782,1051373;45144,84559,1051486;39926,88207,1051933;38479,85149,1051933;40534,92688,1051480;40238,97438,1051572;41192,96659,1051815;38960,100209,1051459;37119,99197,1051265;37069,97573,1051475;36293,95513,1050681;36225,93628,1051554;37845,91988,1051625;42554,91730,1051224;42977,93958,1051210;44883,95378,1051623;46575,95992,1051588;49062,95859,1052255;49945,93533,1051728;49022,91178,1051366;51661,90972,1052369;50173,89230,1052161;52743,81661,1051557;56028,82501,1052107;49471,98793,1051829;47102,102027,1051005;46308,93055,1051644
2610	102			44447,97977,1050793;37673,97974,1051603;38981,97454,1051366;39775,98737,1054199;41016,97842,1051468;43556,97213,1051142;44375,95528,1051288;41100,95125,1051185;44082,93123,1051257;45547,90263,1051363;48753,88606,1051392;50079,89629,1051428;51976,89024,1051147;50977,91877,1051402;49819,94788,1051456;45697,95034,1051135;46659,96448,1051286;46323,98383,1051337;44360,100056,1051348;41603,103225,1051189;43693,101291,1051476;43897,103042,1051255;45428,102131,1051163;45746,100575,1051310;46069,93762,1051202;38737,99988,1051753;41343,101178,1051260;39727,102537,1051579;39775,104784,1051893;43649,104487,1051720;42036,101866,1050913;42971,95609,1050892;46130,91972,1050952;49939,92797,1050802;49134,88251,1050813;44279,89959,1050801;42041,92945,1050774;42167,94438,1050792;42652,99386,1050938;46578,102824,1050871;48952,99989,1050974
2611	100			44551,102684,1111645;41408,107172,1115208;47297,110234,1108998;43874,99274,1113601;43358,103833,1113331;42581,101391,1112548;47617,105441,1112903;39557,107501,1123066
2612	100			44579,99095,1113196;40353,100913,1121405;44422,100118,1113016;47628,112118,1108998;44034,107359,1116126;42531,105975,1115706
2613	100			41807,106707,1115431;41392,104637,1114593;45998,112847,1108998
2614	100			42788,108152,1115607;41261,107862,1115864;41257,102622,1121291;43469,104330,1113349;46307,107185,1115055;45946,111515,1109004;41575,98499,1114011;41106,110430,1122911
2615	100			47862,103894,1110765;48336,110732,1109340;43261,106790,1115860;47861,104642,1112397;41301,109460,1122997;44599,111421,1116191;45299,101433,1113091;41162,109393,1122961;44294,100802,1112630;44504,110899,1116100;45105,104409,1113242
2616	102			65322,46837,1051256;65254,40680,1052787;66913,46014,1051203;70394,44083,1052002;69928,45650,1052518;67749,47494,1052501;66245,47426,1052268;65231,44048,1052374;73358,43318,1051963;76099,39150,1051789;64375,44180,1051765;65434,44197,1052616;63235,42540,1051279;59095,45548,1051747;59307,44856,1051692;58423,50449,1052920;56153,52781,1052181;55233,52397,1051604;52852,52331,1051696;50307,52919,1051183;50702,53658,1051673;52593,51751,1051197;58246,44924,1052360;64868,43646,1052427;65692,46759,1051254;64266,48554,1052154;64161,48421,1052128;63973,50132,1051962;63578,51122,1051510;60787,51192,1051851;59501,51233,1052914;55916,51905,1051656;55370,52169,1052265;63243,54687,1051653;63242,55768,1052550;64292,55281,1051608;71474,52221,1051361;72916,51470,1051591;73306,50712,1052539;73878,48780,1052466;69796,45121,1052482;73034,43256,1052085;62519,37387,1053237;62544,36644,1054138;61143,35500,1053783;60229,36654,1053506;55529,36060,1051730;56983,36125,1051318;61482,37211,1053049;53635,41877,1051533;53784,41767,1051476;54144,42732,1051283;54789,46167,1051448
2618	102			65437,41404,1052591
2627	102			41693,80652,1048887;40518,82157,1049341;44027,81779,1049584;43914,82421,1049579;43037,82253,1049461;42358,82674,1049130;42009,82812,1049115;41369,82180,1048029;41258,81360,1049137;40490,80886,1048939;40063,81193,1048924;38966,80900,1049150;38514,81362,1048868;38418,80717,1049220;37665,80270,1049148;37575,79801,1049053;36920,79673,1049064;36638,79383,1049136;43462,80599,1050187;44279,80276,1051021;44423,80446,1050360;44922,80499,1050605;45330,80204,1050918;45798,80772,1049936;44555,81325,1050191
2634	100			33669,83684,1109155
2635	100			35409,72706,1114415
2637	102			25774,8193,1051033;25537,8155,1051033;25279,8253,1051033
2638	102			53619,15598,1123164
2641	100			44843,44582,1093256;47839,42325,1093256;46523,43474,1093256;43564,45384,1093256;41580,44991,1094339;43113,46758,1093256;45054,50801,1093748;46130,52701,1093255;45316,54179,1093255;45540,58229,1093255;59382,96283,1064578;61358,100480,1060756;60096,102734,1060811;61493,107610,1064815;60919,112027,1061888;60278,116685,1062516;60786,121782,1061776;60601,121951,1061141;50015,96320,1106743;53445,97152,1107660;51594,102426,1107260;56565,106676,1108531;53524,111690,1107652;35872,82213,1121032;28378,73535,1121032;29566,67431,1121032;28941,68691,1121032;30179,71415,1121032;24791,101251,1078700;23241,99408,1077913;20885,75757,1091866;14576,31447,1104410;23426,40731,1103347;42147,33787,1110473;55302,43982,1100487;56347,44302,1072227;61071,44782,1091335;57336,46663,1108413;68823,42938,1112448
2641	101			90984,29072,1081619;76654,18329,1069613;79921,20139,1067452;86780,15411,1063531;83031,12365,1064115;72692,14542,1062964;70903,12053,1063161;70174,5337,1062914;83461,11331,1063815;81283,6554,1063340;87786,10836,1062973;72804,23026,1070131;79540,23012,1078606;80344,32812,1086916;84239,33651,1086916;89836,28867,1079054;92816,29359,1084686;95572,25216,1095025;92932,35216,1069730;99481,34431,1083033;99959,35837,1061222;98240,38359,1058620;101461,29195,1058935;100549,23066,1058475;92299,22794,1063551;110889,39177,1062140;116080,36353,1058251;114388,31642,1058294;112686,27523,1064448;121310,23364,1064423;123198,27992,1064448;119335,31226,1058287;122824,35186,1058251;116926,51029,1063180;122493,48030,1058569;78906,40039,1054988;87554,39301,1057824;68266,35556,1053987;95604,35175,1073827
2641	102			50790,84832,1051130;45657,96907,1051158;60645,108564,1132916;65677,110515,1148009;78049,83245,1087386;82423,83629,1086432;92416,77864,1077229;95628,64084,1072002;90183,53329,1072494;82911,56908,1063122;79753,60226,1067417;78295,63490,1073803;67994,66425,1058365;70721,64606,1059149;59676,69832,1074130;55925,77311,1066124;40751,67032,1051971;43455,56255,1051366
2641	103			104429,45811,1167601;104296,45432,1167773;97015,41433,1163176;92799,44021,1161802;94059,39696,1167240;93941,46589,1162188;98692,50604,1155317;101984,55937,1161802;104287,51012,1161624;92997,54829,1146688;90772,58746,1146169;97368,64723,1150755;88967,71135,1148830;83686,74410,1140323;77263,70188,1132211;80402,72083,1133372;75807,74109,1119430;86429,70017,1146891;85214,62160,1149811;87028,59000,1145088;79317,50221,1144185;66421,56163,1121752;64135,61823,1115182;55147,43220,1207083;57181,47224,1205218;63037,47403,1203878;63166,45101,1208607;67052,49940,1201201;72913,47486,1205619;57200,43194,1206753;32630,69846,1114186;106659,48322,1167352;75089,71075,1132152;78103,67703,1132527;53033,40875,1210277;61091,39444,1209944
2641	104			98927,52872,1107566;85269,99819,1056293;113751,72665,1069257;95923,43637,1121211;89053,50244,1119055;73741,104539,1053993;78530,99094,1054206;86518,95703,1054454;86343,93226,1053994;88220,100778,1054253;91696,100664,1053559;97838,113695,1053831;102671,109493,1056239;116837,102971,1059702;112458,101396,1057219;108981,95763,1054094;113864,93178,1053768;107531,89190,1054088;107770,81284,1054975;110841,83031,1054834;109077,75031,1065373;107929,68908,1075804;93050,67437,1078864;94979,65539,1088603;97631,52103,1101104;99523,51601,1108997;97198,46774,1117195;87870,46441,1126148;106590,52782,1112565;105587,47855,1112565;104274,46891,1113540;101098,51929,1107449;109589,55829,1115699;108600,59329,1103914;115339,68823,1069297;120359,73442,1082674;118329,109345,1058506
2641	105			99181,53323,1127222;99288,56887,1118178;102016,53879,1128183;100307,51890,1128010;117965,111178,1104526;116407,111609,1105693;115674,80129,1171888;113012,84911,1165971;121484,88347,1176524;120583,79577,1171688;108577,53964,1121272;88411,69186,1175165;69556,77520,1060752;71226,79652,1060772;52893,85379,1056072;74704,101612,1086046;75670,102534,1092992;87199,93799,1149461
2641	108			83709,85050,1068573;79670,85063,1068971;115794,71330,1111383;120522,77221,1138963;112702,85476,1079375;102550,78855,1072869;82293,83507,1068635;52513,79623,1082145;58630,86475,1084239;64492,91277,1083861;82884,83538,1068275;85089,79591,1069039;82937,78729,1067671;110562,69834,1090669;118936,72355,1124622;124201,90355,1075775;121762,93532,1077371;113096,83415,1079111;108950,81639,1079455;113110,77770,1077547;113270,74325,1086483;98095,77992,1068055;97821,81422,1067392;97529,85699,1071681;94125,87236,1077457;92055,86557,1078741;89230,87804,1076279;87085,84430,1070398;87347,82385,1070457;83823,86100,1068170;80895,87588,1068624;79576,81146,1067378;74658,83621,1070563;73149,89688,1075994
2641	139			79928,47353,1079902;72632,50092,1085765;79740,40815,1070553;77860,33718,1072428;71581,38701,1074167;69777,31712,1076648;68720,22871,1080544;76748,20878,1068234;69815,20146,1094932;59492,18950,1097572;50591,36818,1088515;43736,38772,1094168;45344,47896,1090182;39264,60900,1112840;29270,47424,1085483;43759,44894,1092589
2641	151			43165,32270,1063352;42821,28878,1065355;41784,33222,1056579;42073,32187,1061154;45023,32045,1064164;46211,26804,1075751;46498,25737,1074247;64740,16921,1087290;66021,18472,1079647;72438,27482,1086646;80211,16995,1094653;80861,26023,1092194;81075,30295,1091660;78387,33481,1092372;85178,30701,1093493;66663,61279,1085596;71535,60226,1085032;82877,60768,1086165;74518,53606,1106524;77050,53050,1120765;30812,46701,1056767;68592,57824,1085337
2641	153			104155,78465,1290766;95727,72392,1284056;94554,72548,1282455;106061,78714,1290740;102397,79174,1290670;108538,84706,1303963;99155,75917,1291469;95022,74132,1289062;99604,77406,1290704;101771,77912,1290744;103705,76601,1294519;88891,66728,1256415;72942,22504,1226775;83795,43312,1219343;82713,45701,1220064;69764,12415,1243139;69728,12278,1243237;77713,13188,1243059;77448,20671,1230808;85853,54675,1236203;88099,54743,1236276;84237,61512,1246402;84485,48714,1225615;83176,50423,1227932;85074,41374,1219172
2641	156			49679,61387,1063526;72406,72438,1064710;36057,52673,1066072;35625,55031,1068790;32597,57052,1069498;37562,62221,1067287;38306,60056,1067512;41016,58323,1065175;44803,55676,1063209;47682,52893,1062285;50591,51301,1062504;51445,54496,1063161;48926,59647,1063623;47528,60578,1063905;52332,59698,1063407;52234,61855,1063518;44184,68678,1064584;40369,66606,1063773;39456,73677,1068078;36447,69919,1063144;44962,60888,1063461;70581,76268,1064266;67152,73880,1065756;64178,74021,1066073;67758,71054,1064954;68511,67023,1065148;65925,65869,1065482;62315,60724,1063394;59366,58308,1063290;57501,59981,1063512;52728,60065,1063432;36081,34768,1069326;34474,38529,1068077;32533,35473,1067635;38247,44471,1064200;39783,47874,1060868;37835,48626,1064576;44258,49945,1062359;51112,48565,1062433;53496,47649,1062613;55464,52205,1065842;69982,72757,1065133
2641	158			46358,25972,1049925;49022,16544,1052082;64437,11553,1050016;70268,9950,1050506;74426,16917,1055319;68254,23749,1054729;64263,29408,1049272;70589,41093,1049749;69373,45068,1049119;71416,50806,1049113;69582,54082,1048901;64007,51350,1048805;40200,62200,1065784;43331,66274,1059689;14224,59003,1068209;12374,54369,1068451;22993,42789,1057848;28975,41612,1059357;21314,38905,1048922;16039,30860,1049714;23313,21694,1048642;36201,20846,1050127;38133,18327,1049334;44943,17880,1052493;45532,15003,1052670
2641	194			62058,48214,1108788;50792,105976,1110319;49294,105272,1110015;48550,103605,1110028;47039,104338,1109949;45449,103292,1109826;43293,103881,1110694;42270,105008,1112175;42415,106236,1114611;44326,106133,1112242;45016,106745,1112588;58669,44508,1103013;58774,46827,1103685;60371,46938,1106192;59077,48342,1104248;60107,49331,1106701;60935,49709,1108331;63532,48214,1111523;63537,46285,1111811;63941,45569,1112782;64053,45239,1112835;78158,35033,1127213;77873,34046,1125599;78565,33276,1125507;78530,31171,1127489;78382,29663,1127462;76654,29183,1125302;76814,27354,1129382;75041,26058,1125664;73571,27400,1123848;72510,27573,1122745;72067,28975,1119369;69833,27165,1118083;69149,28560,1119860;68263,29339,1118071;68737,26463,1119973;67748,25629,1120092;68034,23834,1120409;67328,22630,1120745;66455,23585,1120500;66687,21695,1119723
2642	100			44047,45360,1093256;94201,82846,1077702;100539,92248,1108548;98676,110623,1049011;115075,87687,1050186;118637,61331,1077293;96882,35328,1052740;113670,24013,1061019;114269,9615,1061436;103823,10513,1055113;66192,19806,1082046;49425,19510,1088031;35298,26518,1066289;33766,27324,1076252;27604,29119,1089700;30501,37170,1072094;27345,37495,1058823;21204,37521,1055126;16152,31358,1096426;13501,20890,1101465;8712,19856,1081828;5937,24322,1083880;3787,58333,1070049;11324,77454,1086397;61193,99326,1061079;61414,105073,1063967;58437,111423,1060624;63497,116113,1062553;59192,118470,1062194;59338,122350,1060564;60889,92344,1106528;45817,59269,1093283;45065,56528,1093255;45631,53908,1093255;44708,52228,1093256;43608,49436,1093330;42534,45931,1093257;45382,43593,1093256;47974,41650,1093256
2642	101			62960,50316,1094531;74131,50456,1100756;73992,46414,1087356;70553,47255,1082625;66541,44030,1080961;75738,48569,1090538;81652,60364,1086273;85269,63979,1086267;86810,71338,1086441;77281,68883,1102452;75990,60253,1102993;77340,75603,1102984;81050,81772,1102628;73409,86533,1108978;77666,91961,1082321;75574,94515,1077130;81512,77278,1102701;87356,71393,1086289;96550,50808,1082378;110014,42272,1088778;118512,47229,1059333;116185,39212,1058550;62886,47724,1080132;60640,44578,1081069;57993,44064,1081277;54106,47779,1081417;64664,50865,1094417;67464,47730,1095056;67104,47283,1095128;62161,48430,1095314;71056,48818,1096299;70557,51623,1098309;60793,50865,1096912;64388,47129,1080130;67807,95730,1065255;92446,60535,1083737;101731,44345,1088778;109524,48439,1088782;121125,51538,1062961
2642	102			61147,69041,1064643;94094,91056,1054922;65968,105445,1131983;69641,113221,1132113;67967,115842,1131907;64684,112870,1131834;60619,105612,1131889;63233,80125,1073032;59182,77656,1066257;59111,59582,1057798;57387,65763,1051102;59444,70711,1073291;54170,74295,1061102;52931,79193,1051913;54329,84511,1053254;74593,76851,1068867;75063,69636,1052489;73198,70804,1077533
2642	103			27651,26051,1201084;51553,25617,1201856;48827,26037,1206111;45648,31036,1203727;48774,31101,1207538;41396,27408,1197899;33411,31040,1198651;29675,28415,1196429;25922,24555,1203752;25439,22232,1203262;31552,20620,1199305;35744,22209,1200799;38946,22938,1202475;55996,41018,1210494;61877,37239,1211695;67630,39056,1205285;67745,39366,1204202;71040,40211,1204726;67020,46285,1206651;65497,43230,1208391;79165,38949,1213760;85618,34870,1220314;82230,35606,1216641;70668,21815,1189121;72784,21854,1188048;77611,17388,1199690;82231,21110,1213490;87258,19129,1224062;99751,15104,1226177;96845,9026,1237320;90123,12760,1237308;85216,11118,1239263;81579,17805,1232850;85514,17682,1231653;94031,32214,1175922;73138,37277,1209701
2642	104			62600,102960,1053624;23600,105773,1056435;40046,108346,1054201;52581,91687,1053453;32240,88148,1056136;27368,85725,1054816;25361,89683,1055730;19538,90270,1054842;22267,96185,1055729;23181,100055,1055211;19139,101391,1058135;18913,110379,1053727;19100,114384,1054127;29037,113748,1053345;31052,117868,1054022;35664,112329,1053952;37447,112287,1054543;43795,107257,1053836;49162,111723,1053455;52852,110599,1053817;63513,102564,1047443;58673,95558,1053197;57927,92330,1053357;53220,88459,1053832;51761,83545,1056595;48401,84660,1053921;45145,84020,1059011;46418,81613,1061913;49175,78039,1063328;68978,79377,1017618;55826,76003,1038647;37395,94622,1055081;29129,94223,1055691;33887,94007,1055183;31182,102367,1054909;36315,103670,1054160;29594,107481,1054878
2642	105			77781,49130,1068205;95458,34943,1123156;96756,37937,1123031;93216,38598,1123796;63344,39723,1056644;58907,40555,1056344;76996,48258,1064090;78777,48737,1071854;76657,40639,1058181;75752,39483,1058572;97321,48712,1098562;98120,45133,1108505;83904,57677,1093413;84389,59282,1109169;96155,55158,1140709;97990,55594,1117969;103713,54897,1106821;69800,48025,1056017
2642	108			68859,87030,1074228;62865,83097,1081450;72699,85237,1071231;73599,84056,1070730;75624,79418,1075837;78390,81114,1068888;80337,83988,1069567;80165,86075,1068170;78130,92907,1078509;77077,96044,1087179;72989,95242,1087729;70912,89571,1077084;68281,87887,1075425;67842,82667,1076389;65493,81141,1079085;61961,78912,1079766;54745,79986,1084601;49546,80676,1080908;47307,77213,1081631;42765,73387,1084736;39331,69734,1090849;36758,67320,1087217;36034,63442,1083434;36739,59808,1077222;35571,57634,1075909;36777,54091,1075223;41267,48053,1072142;43757,42422,1072524;47516,35795,1063175;49290,32800,1061066;55019,33808,1060530;65054,85463,1080411;43734,36770,1072103;45804,37705,1071847
2642	139			68007,6681,1101384;64539,2706,1104977;64432,8441,1098851;59439,6526,1095869;70889,12254,1084518;78949,23780,1068726;86778,21313,1066539;76450,43743,1078960;67039,37397,1079687;64339,41844,1061332;57980,37960,1061544;62083,46918,1061310;53005,42639,1061292;38064,10145,1106823;36233,15719,1106821;32008,13928,1107085
2642	151			65967,43382,1071333;52304,16773,1078369;49403,15691,1078640;66348,24614,1087276;69652,26209,1080844;64665,44192,1071211;63633,46938,1072486;70746,44361,1071120;53900,49124,1062253;54155,47779,1061943;46770,51828,1060541;39273,59834,1052517;44410,59067,1054566;41093,59566,1052579;14963,56577,1048314;22219,57666,1048958;73871,26571,1087052;42471,50351,1060405;43881,50774,1060423;48075,54136,1075201;39405,54907,1053161;39143,56722,1052878;35832,63845,1053636;11324,58683,1050996
2642	153			81658,72455,1253194;79522,72674,1252821;76807,74421,1254187;84895,70130,1253737;82782,70992,1254059;72899,73992,1255323;54666,78195,1250386;49149,79134,1254818;58513,81483,1264315;66747,75913,1246623;60475,80439,1257869;96806,69170,1299277;96644,75391,1289198;92677,71761,1278976;97878,75187,1292236;98935,76668,1291079;100463,76021,1292931;90344,80143,1297945;97559,88518,1311601;88013,71495,1273372;96724,89996,1310596;91869,83381,1300623;95370,86156,1305201;78207,73198,1253480;83587,70214,1254033
