TempleteId	MapId	AreaID	ActivityID	Positions
16801	134			25438,10737
16802	134			25327,10894
16803	134			25558,10909
16804	134			25454,10933
16805	49			81385,27611,1118273;81762,27599,1118273
16810	104			23366,57214;18883,54542;22830,55254;20511,59949
16811	35			92776,105570
16812	35			73262,65108
16813	16			65152,49652,1057662
16814	16			60419,18965,1057653
16818	49			60451,78595,1114158
16819	49			48654,27960,1126227
16820	49			43990,42773,1122697
16821	49			25100,61467,1128771
16823	104			21488,59909;22560,53159;21645,54526;20428,54099;21514,58099;23261,56289;20480,58258;19904,58849;22472,59499
16825	49			60448,78485,1114175
16829	11			60132,9148,1049530
16830	11			83555,26144,1060817
16832	16			22674,12417,1057149;26841,69703,1057493;61264,71021,1067362;84101,78864,1059703;60571,18901,1057653;79298,53727,1059190;65279,49677,1057676;29078,32697,1057295;15325,47923,1055861
16833	16			13557,44511,1056386;79467,53710,1059103;83963,78955,1059717;61180,71112,1067555
16836	134			25452,10886
16837	134			25452,10888
16838	133			53689,42674;50342,33555;34480,31955;46179,33698;55751,37644;54540,40191;55400,41297;55764,44038;56354,46047;54921,45577;33146,33493;54761,28096;45699,50460;45016,48945;52230,46218;52381,44709;50491,44251;48733,44513;49673,46409;46055,47629;41958,50602;57070,27555;54338,28454;54751,39512;43043,51410;37429,51236;23862,50005
16838	134			53689,42674;34480,31955;46179,33698;50342,33555;55751,37644;54540,40191;55400,41297;55764,44038;56354,46047;54921,45577;45699,50460;45016,48945;52230,46218;52381,44709;50491,44251;48733,44513;49673,46409;46055,47629;41958,50602;57070,27555;54338,28454;54751,39512;43043,51410;37429,51236;23862,50005;33146,33493;54761,28096
16839	133			46891,36590;44734,39743;42241,40450;38284,40280;32826,38780;30066,36194;35811,25771;42496,25928;46947,29003;49732,26961
16839	134			46891,36590;44734,39743;42241,40450;38284,40280;32826,38780;30066,36194;35811,25771;42496,25928;46947,29003;49732,26961
16842	133			51125,32037;54372,43970;48102,44448;47362,18643
16842	134			51125,32037;54372,43970;48102,44448;47362,18643
16843	133			36737,16571;44211,51034;53826,27281
16843	134			36737,16571;44211,51034;53826,27281
16846	133			45629,50776;54586,27560;56124,46257;45277,48571;54653,38756;49101,46638;47213,46254;41498,50787;25192,19249;45777,17612;44557,15964;40521,17222;50870,33745;43338,31058;39377,37217;33368,30587;35020,28294;52902,53361
16846	134			45629,50776;54586,27560;39377,37217;33368,30587;35020,28294;45277,48571;54653,38756;56124,46257;49101,46638;47213,46254;50870,33745;43338,31058;41498,50787;52902,53361;45777,17612;44557,15964;40521,17222;25192,19249
16846	164			49928,31341;24894,40158
16846	165			41609,27988;40724,31447;53607,12536;49894,31347
16847	133			27134,17050;55064,54453;54856,50238;30416,48439;26478,47452;47799,45462;37116,37185;43996,33380;32721,16813;29337,20578;26705,18331;25459,21328;40822,28180;55944,27405
16847	134			27134,17050;32721,16813;29337,20578;26705,18331;43996,33380;55064,54453;54856,50238;25459,21328;30416,48439;26478,47452;47799,45462;55944,27405;37116,37185;40822,28180
16847	164			25282,39367;44541,27167;41483,30498
16847	165			52440,19819;41843,30649
16848	133			50187,44165;51517,46249;48187,43940;55588,42671;52969,43823;43716,29341;43520,34564;33429,34615;33510,36085;49888,46159;55307,41444;53344,45464;36223,51844;28999,52479;24425,16570;26420,24282;53125,18169;48497,18161;48898,16438;37433,16617;35473,37166;37041,28026;43701,36313;24682,45194;53258,51182
16848	134			51517,46249;35473,37166;37041,28026;55588,42671;52969,43823;50187,44165;48187,43940;49888,46159;43701,36313;24682,45194;55307,41444;53344,45464;36223,51844;28999,52479;53258,51182;43716,29341;43520,34564;33429,34615;33510,36085;24425,16570;26420,24282;37433,16617;53125,18169;48497,18161;48898,16438
16848	164			44499,27079
16848	165			44525,27145
16849	133			22945,48548;41681,37134;50301,22747
16849	134			22945,48548;41681,37134;50301,22747
16849	164			30170,39197
16849	165			53350,12676
16850	134			27748,48233;33291,50531;33044,50628;32819,50473;32855,50353;31262,51360;31253,51508;31439,51583;30620,55113;30576,55308;30815,55494;30910,55535;29685,56188;29762,56449;29793,56668;29261,54399;29281,54251;29225,53964;29104,53838;30184,52194;30048,51975;29842,52315;29845,52038;29541,50766;29608,50904;29341,51158;29061,50004;29040,50429;28924,49858;30075,49351;30348,49668;30518,49519;30312,49204;29518,47830;29289,48259;29638,48358;28685,47484;28506,47259;28168,47408;27333,48117;27469,48034;25886,47877;25824,47682;25656,48011;26179,46591;26675,46831;26474,46434;25955,46699;24649,46795;24560,46566;24266,46583;23898,45572;23537,45812;21955,46115;21957,45709;21720,45683;22888,47322;23193,47635;22935,47837;23651,48992;23325,48990;23742,49167;21021,47532;21073,47880;21881,49549;21609,49283;21870,49124
16853	133			47424,18134;49534,17185;49803,19035;47611,16392;46380,17481;43907,17513;42839,17072;49907,19640;51025,18968;49319,18642;50651,17317;49318,16507;47975,15968;46140,16071;46861,17601;48130,19154;47584,19770;46441,19429;44953,19155;45602,20802;47777,20691;48094,21450;48098,22692;46842,22366;45793,21077;52701,18673;52518,16371;54023,16241;54080,18237
16853	134			47424,18134;49534,17185;49803,19035;47611,16392;46380,17481;43907,17513;42839,17072;49907,19640;51025,18968;49319,18642;50651,17317;49318,16507;47975,15968;46140,16071;46861,17601;48130,19154;47584,19770;46441,19429;44953,19155;45602,20802;47777,20691;48094,21450;48098,22692;46842,22366;45793,21077;52701,18673;52518,16371;54023,16241;54080,18237
16856	133			25739,15861;32382,17754;27779,18301;25096,17527;24925,15726;25930,17058
16856	134			25739,15861;32382,17754;27779,18301;25096,17527;24925,15726;25930,17058
16857	134			26005,17824;33906,17503;33902,17228;26029,17611;28378,17382;24506,16097;25478,18713
16858	134			26070,17717;25639,18687;24476,16255;23570,17118;23596,16897;28880,20724;28242,17427;33812,17359
16859	134			25668,48759;24898,48348;24731,48289;25672,48929;33326,51323;33332,51491;31035,51112;31189,51170;24315,50623;24864,50638
16860	134			42736,51130;46256,49943;55881,45441;48436,44062
16861	134			46347,50001;55966,45540;42823,51017
16862	134			42862,51130;46209,50020;55796,45523;52838,44202
16863	134			24801,33169;24785,32154;33129,33188;27306,32176;25283,31709;26502,25282;25334,33670;26495,40202
16868	133			61575,32188
16868	134			61575,32188
16869	133			61914,32524
16869	134			61914,32524
16870	133			62043,32817
16870	134			62043,32817
16871	133			61910,33120
16871	134			61910,33120
16873	134			50534,14910;50085,14917;45199,10607;45163,10708;44626,13852;44507,13843;47355,22350;47478,22276;49560,17931;49476,18052
16874	49			73614,73317,1113046
16875	49			73727,73377,1113046
16876	134			52825,44107;48416,44157;55869,45610;46281,50071;42894,51044
16877	134			48453,21600;48220,21828;55258,17728;45417,16337;55092,17340;50265,16511;55649,25305;50520,20003;50847,18474;43175,16904
16878	134			29887,56354;31343,51699;29338,54083;30177,49158;28382,47386;24393,46919;22075,45808;21069,47696;54166,54535
16879	133			62107,34188
16879	134			62107,34188
16880	133			62196,34181
16880	134			62196,34181
16906	49			64489,61058,1111963;66102,49010,1116462;48503,27922,1126322;65187,28027,1116378;43887,42880,1122507;37030,65024,1113837;25150,61332,1128908;62250,76505,1112643
16907	104			17186,56168
16912	16			31275,56842,1056298
16913	133			55533,27595
16913	134			55533,27595
16914	133			55420,27617
16914	134			55420,27617
16917	133			50330,9354;24595,54025
16917	134			50330,9354;24595,54025
16918	104			19423,55224
16921	133			38779,32682
16921	134			38779,32682
16922	133			38779,32321
16922	134			38779,32321
16927	135			12116,23658;11370,23099
16928	135			22639,10592;21933,9995
16930	133			50934,32823
16930	134			50934,32823
16933	133			42976,32655
16933	134			42976,32655
16936	104			25719,55168
16940	133			49199,32449;48362,33240;48155,32281
16940	134			49199,32449;48362,33240;48155,32281
16941	134			24665,56425
16944	133			47187,32402;46671,33301
16944	134			46671,33301;47187,32402
16945	133			46568,33212;48161,32394;43949,32646;43945,32903;44276,32645;44290,32893;49184,32573;48355,33397;47196,32486
16945	134			44290,32893;48161,32394;49184,32573;48355,33397;47196,32486;46568,33212;43949,32646;43945,32903;44276,32645
16952	104			24881,55695
16953	135			26122,6669
16956	133			62217,31362
16956	134			62217,31362
16957	49			76635,21103,1120900;70504,21142,1118830;70695,21313,1118830;72490,21048,1118304;75824,20374,1118316;77683,20705,1124176;74632,22429,1118233;76963,23147,1120774;77131,25627,1118221;78749,25565,1118221;80092,26057,1118977;82310,25500,1118221;82718,22935,1120774;83394,20601,1120861;82740,18564,1120774;76896,18393,1120774;73115,22070,1120368;74653,17490,1118233;72936,19839,1120385;74570,20461,1118239;74790,19088,1118233
16961	1			9026,17866,1060697
16962	1			9035,17832,1060833
16974	133			41030,16680
16974	134			41030,16680
16975	133			40954,16678
16975	134			40954,16678
16977	133			53793,53299;30631,51365;31752,53212;29297,52830;29683,56041;28055,49685;27036,47392;24254,47574;24634,45103;27079,45517;30164,49532;28875,50020;53259,50217;54545,50544;53056,51639;54765,54424;55104,53289
16977	134			30631,51365;30164,49532;28875,50020;31752,53212;29297,52830;29683,56041;28055,49685;27036,47392;24254,47574;24634,45103;27079,45517;53259,50217;54545,50544;53056,51639;53793,53299;54765,54424;55104,53289
16978	133			25697,47771;29561,48314;27244,48048;25849,49404;26602,46456;28673,47324;29855,52176;30747,54816;29240,54545;26133,46754;24456,46464;21732,46104;22658,47576;23603,49150;21569,49171;23299,45817;29923,56816;20881,47451;20842,44940;33171,50488;29404,50849;31529,51458
16978	134			25697,47771;29923,56816;20881,47451;20842,44940;29561,48314;27244,48048;25849,49404;26602,46456;28673,47324;29855,52176;30747,54816;29240,54545;26133,46754;24456,46464;21732,46104;22658,47576;23603,49150;21569,49171;23299,45817;33171,50488;29404,50849;31529,51458
16979	133			51970,46015;54704,37566;55721,43093;56496,45264;53105,45253;49200,44505;49566,46213;47036,46538;45537,50807;42557,49927;46068,47506;41748,50751
16979	134			51970,46015;54704,37566;55721,43093;56496,45264;53105,45253;49200,44505;49566,46213;47036,46538;45537,50807;42557,49927;46068,47506;41748,50751
16981	133			50083,52679;54778,47545;53171,47432;55457,46810;55120,44780;52298,52721;51283,52298;48688,52465;47490,52591;50870,45107;48222,45843;46107,49164;44923,49587
16981	134			50083,52679;54778,47545;53171,47432;55457,46810;55120,44780;52298,52721;51283,52298;48688,52465;47490,52591;50870,45107;48222,45843;46107,49164;44923,49587
16981	137			16927,23877;16819,24930;16291,23870;15656,23588;16158,22413;17256,22417;17623,23199;18031,24568
16984	133			37032,16844
16984	134			37032,16844
16985	133			39220,17231;36459,16659
16985	134			39220,17231;36459,16659
16986	133			38531,16638
16986	134			38531,16638
16987	133			36471,17529;37771,17242
16987	134			36471,17529;37771,17242
16988	133			36411,16615;36980,16898
16988	134			36411,16615;36980,16898
16989	133			37709,17316;38531,16743
16989	134			37709,17316;38531,16743
16990	133			39164,17290;36470,17479
16990	134			39164,17290;36470,17479
16991	133			38977,32723
16991	134			38977,32723
16992	133			62405,31401
16992	134			62405,31401
16993	133			62211,32812
16993	134			62211,32812
16994	133			62299,32666
16994	134			62299,32666
16995	133			62345,31779
16995	134			62345,31779
16996	133			61406,31347;60740,31292
16996	134			61406,31347;60740,31292
16997	133			61310,31314;61003,31315
16997	134			61310,31314;61003,31315
16998	133			61152,33851
16998	134			61152,33851
17004	140			52786,35944;52860,36952
17005	140			44869,34684;44753,35108
17006	140			47716,39390;48801,39373
17009	140			23169,30136;23690,30106;22985,29945;23030,37341;23297,37211;23494,37266;24415,36106;22247,36090;24379,31428;22424,31422
17010	155			21027,25774
17011	155			21614,23238
17014	140			48480,42693;46665,41196;49243,41224;47999,42934;48020,42701;48491,42946;47199,41199;47694,41214;48229,41212;48730,41215;49738,41206
17014	155			48480,42693;47199,41199;47694,41214;48229,41212;48730,41215;49738,41206;46665,41196;49243,41224;47999,42934;48020,42701;48491,42946
17015	140			48472,41350;47445,41348;47944,41340;48984,41347;49495,41355;46901,41334
17015	155			48472,41350;47445,41348;47944,41340;48984,41347;49495,41355;46901,41334
17016	140			22062,34887;21785,34415;21802,32925;22098,32552;22416,32329;22413,35123;21903,32733;21903,34678;22237,35052;22237,32431
17017	140			52550,35149;36733,55836
17019	140			47742,44936;48731,44911;45055,34977;52483,34761
17020	140			52501,35026;47954,37368;48504,37360;52458,36680;52352,34873
17021	140			38825,53602;8351,36306;38580,53409;38592,53780;38089,53522
17021	155			32479,13374;8353,36254;32561,13487;31464,10155;31477,12527;31358,12488
17022	140			36910,41663;36484,41663;36687,41663;46291,54954;41938,54635;41905,55330;23627,37433
17023	140			37115,43051;36268,43075;46411,54874
17024	155			19179,22642;15567,21953
17028	140			38989,47472
17029	140			35997,53781
17030	140			37062,53569
17031	140			35934,53847
17032	140			37053,53484
17033	140			36667,37026
17034	140			36911,37050
17035	140			4529,33709
17036	140			6274,31152
17036	155			6272,31187
17037	140			6897,36315;6897,31161
17037	155			6915,36243;6915,31174
17038	140			7613,36296
17038	155			7606,36245
17039	140			48835,43555;47764,43314;47757,43546;48836,43309;50434,43483;46137,43501
17040	140			6196,36271
17040	155			6219,36249
17041	140			21689,33749
17045	140			26616,33807
17054	140			47950,35368
17054	155			47950,35368
17055	140			50143,43507
17055	155			50143,43507
17056	140			46337,43503
17056	155			46337,43503
17061	140			20969,33236;20992,34286
17066	155			20676,25373
17068	140			38416,55403;36881,55409;36885,53860;38426,53866
17068	155			9641,24200;9628,22440;9318,23320
17069	155			14617,22979;14612,24256;24262,24126;21263,24115;24275,23841
17078	133			25338,14467
17078	134			25338,14467
17079	133			25458,14503
17079	134			25458,14503
17080	133			25263,14640
17080	134			25263,14640
17081	133			25464,14698
17081	134			25464,14698
17082	155			18490,23242
17086	105			98887,58234,1118177
17087	133			48322,46605
17087	134			48322,46605
17089	11			29973,21844,1048756
17090	134			43826,16717;43184,16815;47491,18296;47578,18307;43809,16815;50844,18378;50621,19990;55703,25316;50346,16504;55088,17440;45307,16332;55335,17636
17093	133			25370,15138
17093	134			25370,15138
17099	104			25535,59740
17100	104			25541,59952
17101	104			20584,59124
17103	104			17176,57889
17105	136			20288,43360
17106	136			20555,45346
17107	136			32301,45911;32267,43878;31902,45293;31861,44477;32607,46411;32543,43317
17108	136			30479,45741
17109	136			30562,43799
17113	140			48248,42814
17114	134			8420,52645
17115	140			23154,33871;23256,33368;23147,33612;23235,34087
17115	155			14634,25759
17117	140			48710,36407;47794,36420;48266,36886;48336,35916
17118	104			18989,55155;22223,57953
17119	104			22521,55789
17120	104			21290,55162;19531,62414
17121	104			20996,58533;22385,52390;19008,59726
17123	104			19609,60206
17124	104			19818,54876
17125	104			21105,55711;21338,58974
17126	135			9861,22622;23970,10814
17127	135			9983,22432;23976,10649;9977,22560
17128	135			10133,22649;24087,10556
17129	11			60693,9048,1049803
17130	11			51646,56981,1059886
17131	11			83502,23895,1060829
17134	104			21649,58787
17135	133			25530,14777
17135	134			25530,14777
17136	133			25197,14706
17136	134			25197,14706
17137	133			25570,14991
17137	134			25570,14991
17138	133			25448,15079
17138	134			25448,15079
17139	133			25420,14773
17139	134			25420,14773
17140	133			25304,14721
17140	134			25304,14721
17141	133			25243,15087
17141	134			25243,15087
17142	133			25136,14958
17142	134			25136,14958
17150	133			63029,31347
17150	134			63029,31347
17151	133			62298,32968
17151	134			62298,32968
17163	155			18421,23157
17167	104			22740,58339;22604,53239;18464,60498;23327,56270;21459,59809;21911,57396
17168	104			21617,54622;20506,59870
17169	104			23440,57202;22209,55624;22774,55340;22668,60842
17177	104			20150,58864;18872,54607;18894,59206;20441,58352;22487,59384;21225,53522
17187	134			8493,52950
17188	133			45605,54673
17188	134			45605,54673
17190	6			47453,31472,1049014
17190	8			58112,21538
17190	15			30474,44978,1063984
17191	6			45524,36400,1049895
17191	8			61690,18789
17191	15			28804,48527,1064645
17193	6			44139,33116,1048755
17193	8			55157,20845
17193	15			34935,44842,1060865
17195	104			25871,54156
17196	104			26313,54097
17197	104			26127,59889
17198	104			25732,59749
17199	133			50318,12303;50314,10631;50315,9265;48999,10979;51640,10994
17199	134			50318,12303;50314,10631;50315,9265;48999,10979;51640,10994
17204	133			55382,27985
17204	134			55382,27985
17205	6			44217,34055,1048876
17205	8			54080,21439
17205	15			32301,46321,1060869
17208	134			58126,31957
17209	134			48615,12188
17210	134			39907,30306
17211	134			43183,52811
17216	134			21743,49428;29302,46879;29566,56501;47287,50613;55864,54136;48091,44207;47426,18457;48336,21768;45533,10570;28785,21298;55424,17795
17217	133			41386,16928
17217	134			41386,16928
17218	133			39262,17055
17218	134			39262,17055
17221	134			27622,47924;30527,55481;29555,51163;31640,53030;26437,46658;23743,45735;23483,48762;21909,49250
17222	134			30079,52393;23221,47318;25817,48088;29188,50295;29400,48054;32881,50659
17225	134			43088,57242
17242	136			33524,42015
17244	136			35675,45255;35672,44859;35675,44438;27477,37507;26018,49449;37460,42758
17245	136			14573,52551;16967,39544;35947,44851
17246	136			17260,39387;16920,39863;27602,37163;27848,37386;16077,50868;16339,51135;25709,49539;26096,49071;37626,42883;37307,42961
17248	136			19556,45107
17249	136			35420,34380;51710,38478;51042,38471;34489,34123;35172,34088;35301,34988
17250	136			50113,40540;33986,54398;47801,37867;49189,41866;44431,42422;45260,35604;44620,39017;46279,20751;9617,39327
17251	136			21238,45187;21904,44584;21903,45155;21244,44568;14091,52348;14756,53000;28179,36535;28414,36705;19736,44536;19987,44350;19769,45275;19976,45490
17251	138			19731,45303;19883,44362;19704,44524;19927,45464
17253	69			18390,36768
17258	69			18587,39834;18541,39653;18374,39832
17261	133			45634,60765
17261	134			45634,60765
17272	69			18710,36740
17274	105			105408,50682,1128031
17283	125			25869,21258
17292	133			54799,32723
17293	133			54806,32927
17294	133			55476,33459
17296	133			55479,32208
17297	133			56087,32824
17300	133			54851,32815
17301	133			55456,32813
17302	133			58126,31957
17303	133			54882,32898
17304	133			54016,32835
17315	133			50376,10943
17316	133			50301,10977
17317	133			50307,10929
17318	133			50300,10961
17319	133			48615,12188
17320	133			50232,10946
17328	133			38455,32677
17341	133			38468,32619
17344	133			38543,32786
17345	133			38514,32565
17346	133			40444,31610;39558,30721;36523,31605;37405,30728;36518,33762;37412,34650;39555,34652;40450,33760
17348	133			38392,32678
17350	133			38460,32598
17351	133			38462,32681
17352	133			39907,30306
17354	133			50520,20003;43175,16904;45417,16337;48453,21600;48220,21828;50265,16511;50847,18474;55092,17340;55258,17728;55649,25305
17355	133			43826,16717;55703,25316;43184,16815;43809,16815;45307,16332;47491,18296;47578,18307;50346,16504;50844,18378;50621,19990;55088,17440;55335,17636
17356	133			50534,14910;44626,13852;44507,13843;45199,10607;45163,10708;47355,22350;47478,22276;50085,14917;49560,17931;49476,18052
17357	133			26005,17824;33902,17228;24506,16097;25478,18713;26029,17611;28378,17382;33906,17503
17358	133			26070,17717;33812,17359;28242,17427;28880,20724;23596,16897;23570,17118;25639,18687;24476,16255
17359	133			25334,33670;26502,25282;25283,31709;24785,32154;24801,33169;26495,40202;27306,32176;33129,33188
17360	133			25668,48759;24731,48289;24898,48348;24315,50623;24864,50638;25672,48929;31035,51112;31189,51170;33332,51491;33326,51323
17362	133			42862,51130;46209,50020;52838,44202;55796,45523
17363	133			24665,56425
17364	133			24599,53963
17365	133			42823,51017;46347,50001;55966,45540
17366	133			24523,53964
17368	133			42894,51044;46281,50071;48416,44157;52825,44107;55869,45610
17370	133			42736,51130;46256,49943;48436,44062;55881,45441
17372	133			27333,48117;33291,50531;21021,47532;21073,47880;21957,45709;21720,45683;21955,46115;21870,49124;21609,49283;21881,49549;23537,45812;23193,47635;22935,47837;23325,48990;23898,45572;22888,47322;24560,46566;23651,48992;23742,49167;24649,46795;24266,46583;26179,46591;26474,46434;25955,46699;25886,47877;25824,47682;25656,48011;26675,46831;27469,48034;28685,47484;28168,47408;27748,48233;29518,47830;28506,47259;29289,48259;29638,48358;29061,50004;28924,49858;29541,50766;29608,50904;29341,51158;29040,50429;29281,54251;29104,53838;29261,54399;29225,53964;29685,56188;30348,49668;30518,49519;30312,49204;30184,52194;29845,52038;30048,51975;29842,52315;30620,55113;30576,55308;30075,49351;29762,56449;29793,56668;31262,51360;31253,51508;31439,51583;30815,55494;30910,55535;33044,50628;32819,50473;32855,50353
17373	133			21069,47696;24393,46919;22075,45808;28382,47386;29338,54083;30177,49158;29887,56354;31343,51699;54092,54665
17374	133			21909,49250;23743,45735;23483,48762;26437,46658;27622,47924;29555,51163;30527,55481;31640,53030
17376	133			30079,52393;23221,47318;25817,48088;29400,48054;29188,50295;32881,50659
17378	133			24594,54268
17379	133			24597,54029
17380	133			24601,56845
17382	133			55424,17795;21743,49428;28785,21298;29302,46879;29566,56501;45533,10570;47426,18457;48091,44207;47287,50613;48336,21768;55864,54136
17383	133			53576,50605
17384	133			54810,51140
17385	133			53152,52009
17386	133			53322,53471
17388	133			54993,53799
17389	133			54021,57495
17390	133			54235,57553
17391	133			53853,57233
17392	133			54130,57239
17394	133			54446,52493
17395	133			54192,52679
17396	133			54331,52783
17397	133			54475,52717
17398	133			54554,52604
17399	133			54255,52496
17400	133			45688,56146;45480,56308;45514,56149;45725,56316;44802,55874;44402,55484;44393,53887;44785,53481;46385,53471;46795,53873;47127,55139;46815,55464
17401	133			44670,53990;46445,55580;43865,54185;44566,53639;44526,53427;44630,55367;44334,55793;44568,55715;46065,53314;46633,53637;45866,53518;46865,55741
17402	133			45200,55898;46960,55234;45093,53111;44248,55235;45041,56034;45041,53326;44327,54323;44535,55978;45995,56230;46964,54104;47110,54342;46162,56031
17403	133			47102,54699;46419,56007;44103,54704
17404	133			45596,53167
17405	133			45601,54683
17406	133			45613,54676
17407	133			45597,54517
17408	133			45647,54509
17409	133			45595,54455
17411	133			45540,54451
17412	133			45645,54441
17413	133			43088,57242
17414	133			43183,52811
17415	133			45600,54688
17416	133			8493,52950
17418	133			25452,10888
17420	133			25327,10894
17421	133			25558,10909
17422	133			25454,10933
17423	133			25452,10886
17424	133			25438,10737
17425	133			25456,10882
17426	133			8420,52645
17438	140			52238,36967
17439	140			48243,42531
17440	140			48505,35350
17440	155			48505,35350
17454	140			23556,36197;23331,36196;23552,31307;23336,31311
17460	140			23451,31506;23448,36127
17461	140			18953,33960;18960,33511
17462	140			22870,33840;22872,33622
17463	140			22790,33738
17470	105			76216,69380,1173558;67821,84222,1173562;69442,85100,1171609;68716,70254,1173623;78588,70589,1172850;78637,70472,1172832;67802,84331,1173539;71634,88003,1179963;71702,87995,1179931;83176,92808,1164693;82533,87528,1174961;83637,87505,1175140;67589,86626,1173385;68846,84477,1173067;68579,84305,1173286;75188,70687,1172844;66591,70401,1173151;72335,70141,1170817;72159,70148,1170624;75312,70599,1172862;77710,69213,1176364;79604,79944,1174309;76261,68864,1173552;76453,68997,1173558;75178,68563,1173816;75211,68814,1173743;74953,68755,1173948;75065,69076,1173948;78438,64456,1129286;78573,64526,1129125;78324,64717,1129291;81292,66466,1125068;81542,66626,1124741;81328,66762,1125075;80899,66746,1125575;80972,67618,1125379;66861,70400,1173151;66613,64172,1149364;66426,64081,1149364;66579,63920,1149364;66822,63709,1149364;68070,64889,1150948;70745,65448,1146263;67619,85520,1173462;69492,84972,1171759
17471	105			68487,86903,1172639;68448,84644,1172892;77643,72162,1174201;68722,70089,1173692;81444,86396,1174206
17473	133			8634,52765
17474	134			8643,52785
17475	140			44891,26716
17476	140			44890,26367
17477	140			44884,26857
17478	140			44277,25648
17479	140			43656,26715
17480	140			44271,27782
17481	140			45507,27783
17482	140			46124,26715
17483	140			45508,25640
17487	105			92156,72218,1174977
17490	136			19546,44335
17492	136			43138,35040;21705,45795
17493	136			21569,44861
17495	136			19651,45483
17500	105			105865,55659,1106789;105826,55282,1106789;105283,53800,1106687;104385,54360,1106790;104105,54539,1107131;106199,57500,1106801;107456,58162,1107120;107653,57932,1106833;106349,57309,1106791;106052,57102,1106789;105072,53490,1107182;105393,53560,1106908;103587,53023,1106790;103798,53333,1106790;103908,53092,1106790;102913,51974,1107117;103124,52283,1106866;103234,52043,1106893;108876,59886,1107422;109072,59656,1107083;109191,59975,1107403;106274,60289,1106789;106470,60059,1106789;106589,60378,1106789;103054,51665,1107079;103893,53499,1106790;105532,53856,1106548;104504,54545,1107235;105643,55801,1106796;106141,60471,1106789;109377,59815,1107087;110001,56289,1121554;110080,56678,1121293;109729,56582,1121293;108794,54788,1121062;108913,55107,1121055;109318,56489,1121494;108903,55783,1121056;107771,58251,1106829;106457,57660,1106893;107338,57899,1106932;108679,55884,1121056;108798,56203,1121056;108483,56114,1121056;108598,55018,1121056;107910,54100,1121056;108029,54419,1121056;107713,54330,1121056;107589,53010,1121056;107393,53240,1121056;108495,54981,1121056;107527,54139,1121056
17501	105			98770,57188,1118174
17502	105			90160,54782,1101414;90122,55131,1101480;90209,54380,1100922;89406,55081,1100192;89429,54719,1100102;89453,54317,1099715
17503	105			112180,48498,1152280
17504	105			110957,42388,1147519
17505	105			63302,79522,1059751;109887,56859,1121056;109251,55712,1121079;105190,53082,1106790;103057,52600,1106854;98898,49603,1124844;97194,51410,1125116;98836,50412,1125232;98487,49081,1124767;81467,52743,1085674;94770,57138,1106647;83048,55322,1089417;81152,51355,1084161;77283,44153,1056017;76113,45035,1055921;77114,45344,1056317;77348,47547,1062761;77350,51719,1073645;97418,55644,1117153;93492,58476,1105452;95904,57277,1111743;101691,53961,1128225;95402,53621,1103968;93776,51422,1105854;92864,50894,1105826;84705,67130,1120161;84648,66270,1119325;81666,72382,1119453;87102,81466,1125465;87763,83100,1126683;80460,73279,1118471;84069,69639,1120035;79178,80456,1073268;77368,80792,1064352;72480,77834,1060765;73558,79860,1060920;71074,77412,1060752;68411,78572,1060456;64354,78035,1060192;69034,76968,1060875;61868,77935,1058217;62411,82029,1059516;65340,101160,1060245;62749,101086,1056001;62156,97294,1056545;90260,68172,1173554;93332,72661,1175642;90019,70939,1174867;93173,50127,1105591;64271,104717,1057472;60739,84286,1055647;60178,87892,1055126;60734,80646,1055366;63754,77083,1061166;60669,78658,1055725;78635,78472,1072428;87205,63751,1117645;59879,90233,1055197;108352,42271,1145740;63157,106087,1056857;64429,110662,1056885;60819,92000,1055280;60917,95548,1055703;62718,112645,1056436;92686,93091,1118913;62291,115334,1056089;95013,99374,1114898;93611,103509,1100806;90864,97167,1118410;24822,41448,1133518;107652,53649,1121068;76590,52649,1072613;26662,46414,1137571;39915,45238,1123097;25055,76580,1155921;106082,41852,1146117;27820,48638,1139231;29072,39788,1132044;34637,52147,1139602;31488,50424,1138494;38024,50680,1136932;19871,64774,1147008;22427,69208,1154963;22666,72107,1145171;22741,76451,1155637;31647,82292,1162079;30514,80627,1162055;11293,73039,1183670;22187,52420,1142979;5037,45019,1138514
17514	105			111443,44542,1145266;111266,47333,1145266;119016,43966,1167043;114770,40880,1147519
17515	105			121016,49805,1167043;121686,50040,1167043;121687,49812,1167043;121694,49587,1167043;121691,49361,1167043;121458,50043,1167043;121460,49810,1167043;121466,49588,1167043;121468,49356,1167043;121237,49363,1167043;121238,49577,1167043;121242,49817,1167043;121239,50038,1167043;121011,50040,1167043;121013,49582,1167043;121014,49365,1167043;120792,50052,1167043;120786,49814,1167043;120786,49584,1167043;120789,49363,1167043
17516	105			112509,42412,1147519;111330,42762,1147519;111329,42427,1147519;111325,42058,1147519;111317,41721,1147519;112016,42735,1147519;112012,42401,1147519;112003,42060,1147519;112003,41725,1147519;113398,42763,1147519;113410,42419,1147519;113399,42085,1147519;112514,41730,1148240;112509,42065,1147519;112528,42757,1147519;113396,41731,1148237
17522	69			18369,36772
17526	69			59068,7357
17541	133			26049,32750
17541	134			26088,32744
17547	69			18254,34076;18408,33864;18135,33805;18024,34064
17571	69			11436,29777;11425,27317;11430,28578;11413,30930;12620,28572;12642,29763;12633,30869;12635,32076;10906,28517;13107,28967;10886,30757;13114,31099;10884,32606;13106,32998
17572	134			7890,32795
