id	content
1258	　　　　　王羲之卖当\n\n　　东晋时期的大书法家王羲之很爱游山玩水，走进自然景物之中。那年春天,他去杭州探访好友，走到苏州地面，步上一座石桥，举目四望，见前边有一座小村庄，飘扬的酒旗在落日的余辉中闪光，袅袅的炊烟从茅屋顶上缓缓升起，三三两两的农人向村庄走去，这是一幅多么美丽的图画呀，他有些流连忘返，在桥边停下，月亮升起的时候，村庄一片朦胧，更是一番景致，沽来一壶清酒，买了几盘小菜，自斟自饮起来，夜半时分，带着几分醉意，渐渐睡去。
1259	\n\n第二天醒来，忽觉头上沉重，回到馆舍躺下就病了，书童请来了苏州的名医为王羲之诊治，王羲之整整病了一个月。出门时身上所带的盘费也已用光，要到杭州看朋友也不能了。这怎么办？他想了想，忽然记起，在他住的旅馆对面有一个当铺，他记得那个“当”字已经破旧不堪了，我何不写个当字去当了？这是个好主意，于是就叫书童铺纸磨墨。他写好一个当字，叫书童拿 去当了，价格是三零两银子，少一个子儿也不当。书童来到当铺，展开王羲之的字，老板一看，果然是个好字，就问当多少钱，书童说三零两银子，少一个子儿也不行。
1260	\n\n老板端详着，说：“好字是好字，只是带着病容，不值不值。”\n书童回来把老板的话说给王羲之，王羲之说：“嘿，我看得起你你倒牛起来了，好！我就再写一个。”王羲之又写了一个字，让书童拿去，老板一看，说道：“这个当字比那个有力多了，只是带着孤气和怒气。就这吧，我要了。”交给书童三零两银子。王羲之有了钱，又可以上路了。他来到杭州，见了朋友，朋友设了一桌好酒招待王羲之，在座的有一位朋友的亲戚，开着一个当铺，想求王羲之写个当字，当做招牌，王羲之说：“我已经写好了一个当字，你去取回来就是了。”
1261	\n　　王羲之把当票掏出来，交给那人。那人带着银两就望苏州而去。到了苏州，见了当铺老板，就要回当。老板听他不是本地人，跑这么远要回当，以为他是个疯子。一看当票是真的，老板想坑他一家伙，算盘子一拨拉，连本带利开口要他四零两，那人掏出四零两给了老板。老板有点纳闷，明显是坑他，他却喜滋滋地掏出四零两银子赎当。就问他：“请问，这个字有什么珍贵的？”那人说：“这是当代大书法家王羲之的真迹。你老先生有眼不识金镶玉,哼！再会！”老板急了。喊道：“你回来，我拿五零两银 子要了你的当字，要不一零零两，一零零 两！”那人听都没有听，回到杭州，见了王羲之，交出了那
1262	\n个当字。 \n王羲之接过来看都没看，“嚓嚓”两下把那个字撕了个粉碎。那人可惜得不得了，一步晚了，没能救出那个当字。王羲之笑笑说：“生意人最重要的是一个‘和’字，和气生财么，这个字是我病好后心情不好的时候、在发脾气的时候写的，带着几分怒气，不好，我现在再给你写一个，包准你挂出去能发财。”于是，杭州的朋友展纸磨墨，王羲之运气着力，挥笔写下一个很大的‘当’字。在场的朋友们无不称奇，人人都夸这个当字极好极好。这个当字经高级工匠刻制，挂在杭州城的通衢大道处，非常显眼，生意也非常热闹。从此以后，杭州城的当铺成了全国最出名的当铺。 
1263	　　　　　教子习书法\n\n王献之是王羲之的第七个儿子，自幼聪明好学，在书法上专工草书隶书，也善画画儿。他七八岁时始学书法，师承父亲。有一次，王羲之看献之正聚精会神地练习书法，便悄悄走到背后，突然伸手去抽献之手中的毛笔，献之握笔很牢，没被抽掉。父亲很高兴，夸赞道：“此儿后当复有大名。”小献之听后心中沾沾自喜。还有一次，羲之的一位朋友让献之在扇子上写字，献之挥笔便写，突然笔落扇上，把字污染了，小献之灵机一动，一只小牛栩栩如生于扇面上。再加上众人对献之书法绘画赞不绝口，小献之滋长了骄傲情绪。献之的父母看此情景，若有所思……
1264	\n一天，小献之问母亲郗氏：“我只要再写上三年就行了吧？”妈妈摇摇头。“五年总行了吧？”妈妈又摇摇头。献之急了，冲着妈妈说：“那您说究竟要多长时间?”“你要记住，写完院里这一八缸水，你的字才会有筋有骨，有血有肉，才会站得直立得稳。”献之一回头，原来父亲站在了他的背后 。王献之心中不服，啥都没说，一咬牙又练了五年，把一大堆写好的字给父亲看，希望听到几句表扬的话。谁知，王羲之一张张掀过，一个劲地摇头。掀到一个“大”字，父亲现出了较满意的表情，随手在“大”字下填了一个点，然后把字稿全部退还给献之。
1265	\n　　小献之心中仍然不服，又将全部习字抱给母亲看，并说：“我又练了五 年，并且是完全按照父亲的字样练的。您仔细看看，我和父亲的字还有什么不同?”母亲果然认真地看了三天，最后指着王羲之在“大”字下加的那个点儿，叹了口气说：“吾儿磨尽三缸水，惟有一点似羲之。”献之听后泄气了，有气无力地说：“难啊！这样下去，啥时候才能有好结果呢？”母亲见他的骄气已经消尽了，就鼓励他说：“孩子，只要功夫深，就没有过不去的河、翻不过的山。你只要像这几年一样坚持不懈地练下去，就一定会达到目的的！”
1266	\n献之听完后深受感动，又锲而不舍地练下去。功夫不负有心人，献之练字用尽了一八大缸水，在书法上突飞猛进。后来，王献之的字也到了力透纸背、炉火纯青的程度，他的字和王羲之的字并列，被人们称为“二王”。
1267	\n\n　　光明寺事件之后，很多门派对隐元会有着异样的感觉。一方面是害怕，另一方面又很想借助隐元会的力量。不过，恐惧的力量似乎更大一些。\n　　隐元会似乎也感觉到这一点，没过多久，总会便传来天隐阁的命令：诸弟子须严格隐藏身份，不得与任何门派作正面接触。天玄阁的情报生意也暂停，撤回长安。\n　　此时，我被赋予一个新的任命：去追随一个叫谢渊的人。据说他很快就能在江湖上呼风唤雨，作出一番大事来。
1268	\n\n　　上头给了我告诉了我一些谢渊的资料。原来此次八大门派结盟，要推选盟主。天策统领李承恩准备推举他。事情已经很明了，原来上头是要我监视这个未来的盟主。\n　　我很纳闷，和谢渊相比，八大门派联合推举的张桎辕似乎胜算更大一些，为什么不把我安排在他身边？\n　　结果却证明我错了：和谢渊的英雄霸气相比，张桎辕太过像一个仁慈长者。而浩气盟的头把交椅，正如上头所预计的一样让谢渊坐上了。
1269	\n　　当年我卧底在浩气盟当一名普普通通的扫地小厮，话说那一天，总管把我们叫到一个密室里，听他说今天会有一场大战十分危险，叫我们好自为之。\n　　我躲在密室里偷偷的往外面看，外面的场地中央两个人打得难解难分，一个是浩气盟的盟主，人人尊敬的谢大侠，另外一个人手上没有兵器，但是他每一动都会有雪花纷飞，虽然未至深秋，但是躲在密室的我却感到丝丝寒意。他们打的不相上下，但其他恶人却渐渐被浩气盟进逼，眼看浩气盟这边就要把那些恶人包围住了，突然那边一个看着比我还瘦小的邋遢小子像疯了一样发起狂来，眨眼间残肢乱飞，鲜血瞬间溅满了他的身躯。
1270	\n　　浩气盟的包围圈被打开了一个不小的缺口，眼看那些恶人就要突围成功，一神秘女子缓缓从空中飘落，她面色苍白，却美的像天上的仙子。一剑便止住了疯子的杀戮和他战在一处，一时间寒梅和雪花在风中飞舞……疯小子不知道为什么呆住了，白衣仙子也静静与那小子对视。白衣仙子突然说了什么，那疯子像是畏惧什么转身就跑，她也不阻拦，就这么默默地注视着那个男子消失在远处……\n　　战斗伴随着疯小子离开落下了帷幕，这次大战使恶人谷元气大伤，谢渊的威望在武林中一时无两……
1271	\n\n　　落雁峰一战，浩气盟完胜，从此闻名江湖。而谢渊也在武林中奠定了极高的声望，一切都在按计划中进行。\n　　同时，由于远离总会，我无法探知到更多关于隐元会的东西，转而开始研究一些自己比较感兴趣的江湖人或者江湖事，以图从其中获得某种信息。\n　　我深信，恶人谷一定能给我带来意想不到的收获。\n　　因为不能离开浩气盟，我对恶人谷的了解来源仅仅是一些文献。所幸浩气盟就是针对恶人谷而立，所以这里的资料是十分丰富的。
1272	\n\n　　作为一个卧底，我是不能做出任何引人注目的事的。我必须谋求一个能够有足够机会接触那些卷宗的职位。这一切很顺利，我做了藏书吏的一个小跟班。每个月有四天可以任意翻阅那些卷宗。\n　　在外人看来，我是一个老实巴交，朴实得不能再朴实的杂役。这也是我用以自保的一种方式。任何处于风口浪尖的人物，都必须时时刻刻应付周遭的人和事，而普通人则不用。\n
1273	\n\n\n　　恶人谷什么时候成立的已经无从考证了，不过这个地方无疑是所有罪大恶极之徒的圣地。对于正常人来说，那里是人间地狱，你随时可能遭受无穷无尽千奇百怪的折磨。\n　　而对于恶人们而言，那里，确实可以为所欲为无拘无束的天堂。\n　　不过，恶人谷的势力最初仅仅局限于昆仑山一派，是地地道道的山大王。
1274	\n\n\n　　恶人谷处于崇山峻岭之中，原本是个荒凉之地，用来流放囚犯的。后来囚犯越来越多，便逐渐形成了一股势力。\n　　后来也不知道是谁，在恶人谷中布下了重重机关，再凭借险要的地形，恶人谷几乎变成了一个无法攻破的地方。偶尔有人出谷作恶，为正道所追杀，如果侥幸逃回谷中，也能捡回一条性命。所以很多人做了恶事之后，第一个想到的便是恶人谷。
1275	\n\n\n　　恶人谷的崛起，是在王遗风进入恶人谷之后。那是在开元十九年，就是那一年，王遗风将自贡城一城百姓屠杀殆尽，血流成河。\n　　没人知道他为什么要杀死一城百姓？没有任何迹象表明他之前和自贡城有瓜葛。\n　　所以有人猜测，也许王遗风有着某种不为人知的疯病，刚好那一天，疯病发作，可怜无数百姓就做了他的剑下亡魂。
1276	\n\n\n　　王遗风一入恶人谷，很快被众恶人推为首领，而恶人谷也改变了一贯被动的作风，开始积极扩张自己的领地。\n　　他们的所作所为，不停的侵扰着邻居--昆仑派。他们之间的矛盾由来已久，而恶人谷如今的嚣张态度犹如火上浇油，长久的积怨终于爆发了。\n　　昆仑派派出一名弟子送书，警告恶人谷，而恶人谷的答复，则是那个弟子零碎的尸体。
1277	\n\n\n　　昆仑派恼羞成怒，但又无力和气焰滔天的恶人谷对抗，只有修书向武林盟主少林求救。\n　　少林寺很快便邀请各路英雄，组建起了一支盟军，向恶人谷发起了猛烈的攻势。这场战斗十分激烈，似乎比三年后的枫华谷之战的规模还要大。由于发生在开元二十年，被江湖人称作开元惨变。\n　　这场战斗以正道的失败而告终，元气大伤。恶人谷从此更加肆无忌惮。
1278	\n\n\n　　当然，这直接导致了浩气盟的成立，和恶人谷落雁峰一战的失利。\n　　天道如此：损有余而补不足。一个东西过于强盛，总会有这样或那样的事情来削弱。而弱小的东西获得机缘之后，总能逐步成长起来。\n　　无疑，恶人谷将暂时进入一个较为保守的时期。但在短短时间内能够发展成为危害整个武林的势力，内部一定有着什么极大的秘密。
1279	\n\n　　浩气盟整理的资料极其有限，至少，凭借我在隐元会这几年的经验，已经很难分析出其中还有什么玄妙之处了。我正想继续进行我的研究，上头却突然给了我一个新任务：调查宝剑残雪的下落。\n　　就我这几年的经验告诉我，其实总会是觉得我在浩气盟里呆的太久，怕曝露行踪。一个卧底，即使再怎么有经验，终有露出马脚的时候。而且，谢渊是一个很多疑的人，再呆下去可能不是什么好事。
1280	\n\n　　残雪乃是藏剑山庄所铸的宝剑之一，开元二十七年的名剑大会上，被东洋魔剑谢云流夺走。中原各派眼睁睁看着一柄绝世宝剑被一个为武林中人所不齿的叛逆之人夺走，却束手无策，那个场景想起来都觉得十分好玩。\n　　为了这把宝剑，我必须远渡重洋，去一趟东瀛。说起来好笑，找这把剑，仅仅是为了编一本叫做隐元兵器谱的破书。\n　　遥远的异国，究竟有什么等待着我呢。
1281	\n\n\n　　天宝元年，两名东瀛僧人来到长安实际寺，邀请高僧东渡弘法。据说当时并没有人答应，倒是鉴真和尚说“是为法事也，何惜身命”，决定远赴东瀛。东瀛僧人欣喜异常，一切都开始筹备。\n　　而我，则被安排作一个普通沙弥，混迹其中。本来一切都很顺利，人都已经到了船边，突然官府派人来拘捕，众僧都是莫名其妙。\n　　不过，上头很快来了指示，让我马上改成东瀛僧人的装束，不知为何。
1282	古画品录\n夫画品者，盖众画之优劣也。图绘者，莫不明劝戒、著升沉，千载寂寥，披图可鉴。虽画有六法，罕能尽该。而自古及今，各善一节。六法者何？一，气韵生动是也；二，骨法用笔是也；三，应物象形是也；四，随类赋彩是也；五，经营位置是也；六，传移模写是也。唯陆探微、卫协备该之矣。然迹有巧拙，艺无古今，谨依远近，随其品第，裁成序引。故此所述不广其源，但传出自神仙，莫之闻见也。
1283	第一品（五人）\n陆探微。事五代宋明帝，吴人。穷理尽性，事绝言象。包前孕后，古今独立。非复激扬所以称赞，但价之极乎上上品之外，无他寄言，故屈标第一等。\n曹不兴。五代吴时事孙权，吴兴人。不兴之迹，殆莫复传。唯秘阁之内一龙而已。观其风骨，名岂虚成！\n卫协。五代晋时。占画之略，至协始精。六法之中，迨为兼善。虽不说备形妙，颇得壮气。陵跨群雄，旷代绝笔。\n张墨、荀五代晋时。风范气候，极妙参神。但取精灵，遗其骨法。若拘以物体，则未见精粹。若取之外，方厌高腴，可谓微妙也。
1284	第二品（三人）\n顾骏之。神韵气力，不逮前贤；精微谨细，有过往哲。始变古则今，赋彩制形，皆创新意。如包牺始更卦体，史籀初改画法。常结构层楼，以为画所。风雨炎燠之时，故不操笔；天和气爽之日方乃染毫。登楼去梯，妻子罕见。画蝉雀，骏之始也。宋大明中，天下莫敢竞矣。\n陆绥。体韵遒举，风彩飘然。一点一拂，动笔皆奇。传世盖少，所谓希见卷轴，故为宝也。\n袁茜。比方陆氏，最为高逸。象人之妙，亚美前贤。但志守师法，更无新意。然和璧微玷，岂贬十城之价也。
1285	第三品（九人）\n姚昙度。画有逸方，巧变锋出，((鬼音))魁神鬼，皆能绝妙。奇正咸宜，雅郑兼善，莫不俊拔出人意表，天挺生知非学所及。虽纤微长短，往往失之。而舆皂之中，莫与为匹。岂直栋梁萧艾可搪突((王与))((王番))者哉！\n顾恺之。五代晋时晋陵无锡人。字长康，小字虎头。除体精微，笔无妄下。但迹不逮意，声过其实。\n毛惠远。画体周赡，无适弗该，出入穷奇，纵黄逸笔，力遒韵雅，超迈绝伦。其挥霍必也极妙，至于定质，塊然未尽。其善神鬼及马，泥滞于体，颇有拙也。
1286	\n夏瞻。虽气力不足，而精彩有余。擅名远代，事非虚美。\n戴逵。情韵连绵，风趣巧拔。善图贤圣，百工所范。荀、卫以后，实为领袖。及乎子((禺页))能继其美。\n江僧宝。斟酌袁陆，亲渐朱蓝。用笔骨梗，甚有师法。像人之外，非其所长也。\n吴((日东))。体法雅媚，制置才巧。擅美当年，有声京洛。\n张则。意思横逸，动笔新奇。师心独见，鄙于综采。变巧不竭，若环之无端，景多触目，谢题徐落云此二人后不得预焉。\n陆杲。体制不凡，跨迈流欲。时有合作，往往出人点画之间。动流恢服，传于后者，殆不盈握。桂枝一芳，足征本性。流液之素，难效其功。
1287	第四品（五人）\n蘧道愍。章继伯。并善寺壁，兼长画扇，人马分数，毫厘不失，别体之妙，亦为入神。\n顾宝先。全法陆家，事之宗禀。方之袁茜，可谓小巫。\n王微。史道硕。五代晋时。并师荀、卫，各体善能。然王得其细，史传以似真。细而论之，景玄为劣。
1288	第五品（三人）\n刘顼。用意绵密，画体简细，而笔迹困弱。形制单省。其于所长，妇人为最。但纤细过度，翻更失真，然观察祥审，甚得姿态。\n晋明帝。讳绍，元帝长子，师王厉。虽略于形色，颇得神气。笔迹超越，亦有奇观。\n刘绍祖。善于传写，不闲其思。至于雀鼠笔迹，历落往往出群。时人为之语，号曰移画，然述而不作，非画所先。
1289	第六品（二人）\n宋炳。炳明于六法，迄无适善，而含毫命素，必有损益，迹非准的，意足师放。\n丁光。虽擅名蝉雀，而笔迹轻羸。非不精谨，乏于生气。
1290	1012
1291	1013
1292	1014
1293	1015
1294	1016
1295	1017
1296	984
1297	985
1298	986
1299	987
1300	988
1301	989
1302	990
1303	991
1304	992
1305	993
1306	994
1307	995
1308	996
1309	997
1310	998
1311	999
1312	1000
1313	1001
1314	1002
1315	1003
1316	1004
1317	1005
1318	1006
1319	1007
1320	1008
1321	1009
1322	1010
1323	1011
1324	1018
1325	1019
1326	1020
1327	空白的书页，看不清内容
1328	空白的书页，看不清内容
1329	空白的书页，看不清内容
1330	空白的书页，看不清内容
1331	空白的书页，看不清内容
1332	\n\n\n\n\n　　据说有一次，释迦牟尼在灵山会上说法，他拿着一朵花，面对大家，不发一语，这时听众们面面相睹，不知所以。只有迦叶会心的一笑。于是释迦牟尼便高兴的说：『吾有正法眼藏，涅盘妙心，实相无实相，微妙法门，不立文字，教外别传，付嘱摩诃迦叶。』\n因此禅便在一朵花和一个微笑之间诞生了。达摩祖师在汉地始传禅宗，经二祖慧可，三祖僧璨、四祖道信、五祖弘忍、六祖慧能等大力弘扬，终于一花五叶，盛开秘苑。
1333	\n\n\n\n　　菩提达摩者，南天竺人，或云波斯人。神慧疏朗，闻皆晓悟。志存大乘，冥心虚寂，通微彻数，定学高之。其来中国初达宋境南越，末又北度至魏。\n\n　　在洛见永宁寺之壮丽，自云年百五十岁，历涉诸国，靡不周遍。而此寺精丽，遍阎浮所无也。极佛境界，亦未有此。口唱南无，合掌连日。又尝见洛阳修梵寺金刚，亦称为得其真相。达摩先游嵩洛。或曾至邺。随其所止，诲以禅教。常以四卷《楞伽》授学者，以天平年前灭化洛滨。或云，遇毒卒。\n
1334	\n\n\n\n菩提达摩以四卷《楞伽》授慧可曰：\n\n　　「我观汉地，惟有此经。\n　　　仁者依行，自得度世。」\n\n　　可禅师每依此经说法，那、满等师，常赍四卷《楞伽》以为法要。可师后裔，盛习此经。达摩一派，因称为楞伽师。按《续僧传》《法冲传》云，冲先于三论师慧暠听《大品》、三论、《楞伽》。又以《楞伽》奥典，沉沦日久，所在追访。\n
1335	　　二祖慧可大师，俗姓姬，虎牢人。其父名寂，在慧可出生之前，每每担心无子，心想：『我家崇善，岂令无子？』于是便天天祈求诸佛菩萨保佑，希望能生个儿子，继承祖业。就这样虔诚地祈祷了一段时间，终于有一天黄昏，感应到佛光满室，不久慧可的母亲便怀孕了。为了感念佛恩，慧可出生后，父母便给他起名为『光』。\n　　慧可自幼志气不凡，为人旷达，博闻强记，广涉儒书，尤精《诗》《易》，喜好游山玩水，而对持家立业不感兴趣。后来接触了佛典，深感『孔老之教，礼术风规，庄易之书，未尽妙理』，于是便栖心佛理，超然物外，怡然自得，并产生了出家的念头。父母见其志气不可改移，便听许他出家。于是他来到洛阳龙门香山，跟随宝静禅师学佛，不久又到永穆寺受具足戒。此后遍游各地讲堂，学习大小乘佛教的教义。经过多年的学习，慧可禅师虽然对经教有了充分的认识，但是个人的生死大事对他来说仍然是个迷。\n\n
1336	　　三十二岁那年，慧可禅师又回到香山，放弃了过去那种单纯追求文字知见的做法，开始实修。他每天从早到晚都在打坐，希望能够借禅定的力量解决生死问题。这样过了八年。有一天，在禅定中，慧可禅师突然看到一位神人站在跟前，告诉他说：『将欲受果，何滞此邪？大道匪（非）遥，汝其南矣（如果你想证得圣果，就不要再执著于枯坐、滞留在这里了。大道离你不远，你就往南方去吧）！』慧可禅师知道这时护法神在点化他，于是将自己的名字改为神光。第二天，慧可禅师感到头疼难忍，如针在刺，他的剃度师宝静禅师想找医生给他治疗。这时，慧可禅师听到空中有声音告诉他：『这是脱胎换骨，不是普通的头疼。』慧可禅师于是把自己所听到的告诉了他的老师。宝静禅师一看他的顶骨，果然如五峰隆起，于是就对慧可禅师说：『这是吉祥之相，你必当证悟。护法神指引你往南方去，分明是在告诉你，在少林寺面壁的达摩大师就是你的老师。
1337	\n\n』慧可禅师于是辞别了宝静禅师，前往少室山，来到达摩祖师面壁的地方，朝夕承侍。开始，达摩祖师只顾面壁打坐，根本不理睬他，更谈不上有什么教诲。但是，慧可禅师并不气馁，内心反而愈发恭敬和虔诚。他不断地用古德为法忘躯的精神激励自己：『昔人求道，敲骨取髓，刺血济饥，布发掩泥，投崖饲虎。古尚若此，我又何人？』就这样，他每天从早到晚，一直呆在洞外，丝毫不敢懈怠。这样过了一段时间，有一年腊月初九的晚上，天气陡然变冷，寒风刺骨，并下起了鹅毛大雪。慧可禅师依旧站在那里，一动也不动，天快亮的时候，积雪居然没过了他的膝盖。\n　　这时，达摩祖师才慢慢地回过头来，看了他一眼，心生怜悯，问道：『汝久立雪中，当求何事？』\n\n
1338	\n\n　　初祖达摩传法给二祖之后，自于少林托化西归，二祖慧可于是一边随宜传法，度化众生，一边寻求法嗣，以付祖衣。北周武毁佛期间，二祖与林法师为伴，护持经像，隐藏民间，并一度南下到舒州司空山隐居（后人在此处建有二祖师，元时被毁，现存有二祖石窟的遗迹）。在隐居的时候，也就是到了天平二年（五三五），二祖遇见了僧璨。僧璨当时是个居士。关于他的身世，《楞伽师资记》用了八个字来概括--“罔知姓位，不测所生”。当时僧璨已经四十多岁了，并且得了很厉害的风疾。\n　　僧璨前来礼拜三祖，可能跟他身染重病有关。病苦的折磨使他感觉到自己罪障深重，必须彻底忏悔。于是他问二祖：『弟子身缠风恙，请和尚忏罪。』\n　　二祖回答道：『将罪来，与汝忏。』\n
1339	\n\n　　二祖道：『是心是佛，是心是法，法佛无二，僧宝亦然（是心即佛，是心即法，佛与法一体不二，心外无法，心外无佛，僧宝亦复如此，佛、法、僧三宝，皆依一心而立，同体而异名，非内非外）。』僧璨听了祖师的开示，言下心意豁然，欣喜道：『今日始知罪性不在内，不在外，不在中间，如其心然，佛法无二也（今天我才明白罪性并不是一个实有，它既不在心内，又不在心外，又不在心的中间，它当体即是心的幻用，其性本空，觅之了不可得。就象吾人的心性本空能生万法一样，佛法原来是不二的，并非在心之外另有一个佛与法）。』\n　　二祖听了僧璨的回答，非常器重他，并当即为他剃发，收他为弟子，说道：『是吾宝也。宜名僧璨。』\n　　三祖的法号僧璨就是这么来的。\n　　
1340	\n\n　　隋开皇十二年，有位沙弥，名道信，十四岁，前来礼谒三祖僧璨大师。\n　　初礼三祖，道信禅师便问：『愿和尚慈悲，乞与解脱法门。』\n　　三祖反问道：『谁缚汝？』\n　　道信道：『无人缚。』\n　　三祖道：『何更求解脱乎（既然没有人捆绑你，那你还要求解脱干什么呢？不是多此一举吗）？』\n　　道信禅师闻言，当下大悟。原来，吾人所感到的束缚不在外面，而在我们的内心。束缚完全来自于我们自心的颠倒妄想，也就是分别、计度、执着，如果看破了这些妄想，知道它们来无所来，去无所去，当体即空，不再被它们所转，那我们当下就解脱了。内心不解脱，到哪儿都不会自在的。因此，解脱在心，不在外。\n　　
1341	\n\n　　道信禅师开悟之后，并没有马上离开，而是继续留在祖师的身边，一方面侍奉祖师，以报法乳之恩，另一方面，借祖师的加持，做好悟后保任的工夫。这样有八九年的时间（亦说十年）。\n　　在这期间，三祖不时地点拨道信禅师，并不断地加以钳锤，直到因缘成熟，才肯把法衣托付给他。付法的时候，三祖说了一首偈子：\n『华种虽因地，从地种华生。\n　若无人下种，华地尽无生。』\n并说道，『昔可大师付吾法，后往邺都行化，三十年方终。今吾得汝，何滞此乎（当年慧可大师传法给我之后，寻即前往邺都，行游教化，时间长达三十年，一直到入灭。如今，我已经找到了你这个继承祖业的人，为什么不去广行教化而要滞留在这里呢）？』\n　　
1342	\n\n\n　　五祖弘忍大师，俗姓周，蕲州黄梅人。据传他的前世是破头山中的栽松道人。\n　　栽松道人曾经问道于四祖道信（四祖当时正驻锡于破头山）：『法道可得闻乎（您宣扬的禅法，我能够听闻吗）？』四祖回答说：『汝已老，脱（倘或）有闻，其能广化邪？倘若再来，吾尚可迟（等待）汝。』栽松道人听了，当即离开了四祖，来到河边，正好碰见有一位少女正蹲在那里洗衣服，于是上前问讯道：『寄宿得否？』少女回答说：『我有父兄，可往求之。』栽松道人说：『诺我，即敢行（只有你同意了，我才敢前往）。』少女听了，点了点头，于是栽松道人转身策杖走开了。
1343	\n　　原来，这位少女姓周，是周家的四女儿，尚未婚嫁。奇怪的是，自从那次洗衣回家不久，少女便怀孕了。在那个时代，少女未婚怀孕是一件伤风败俗的可耻事情。因此少女的父母对她极为厌恶，并把她赶出家门。这样一来，少女便没有了归宿，生活无依无靠，只好过着流浪的生活。她白天在村子里给人当佣人，纺线织布，晚上则随便找一家店铺的屋檐底下过一宿。这样过了几个月，她终于生下了那个不明不白的孩子。她自己也觉得非常秽气，不吉祥，于是便偷偷地把孩子扔进了一条脏水沟里。第二天，她去看的时候，大吃一惊，发现小孩却正向水沟的上游漂浮，而且小身子鲜嫩明好，底气好像很足，于是又情不自禁地把他抱在怀里。她暗下决心，不管今后受多大的屈辱，一定要把这个孩子抚养成人。就这样，她带着孩子，沿村行乞，日复一日，年复一年，村里的人都称这孩子为『无姓儿』。
1344	\n\n　　慧能家境贫寒，三岁丧父，迁居南海。稍长，卖柴养母。因听人诵读《金刚经》有悟，决心学佛出家。慧能于公元六七二年到湖北黄梅参拜弘忍大师学法。慧能初见弘忍，弘忍便问他﹕『你是那里人? 来这里求取什么 ?』慧能回答﹕『弟子世岭南人，来到这里不求其它，只求「作佛」。』弘忍听了仍随口说﹕『你世岭南人，哪里能「作佛」! 』慧能回答﹕『人有南北之分，「佛性」并无南北之分。』这才使弘忍微微吃惊。慧能的回答使弘忍不便回绝，就安排他随众劳动，在碓房舂米。慧能乐于从命，终日舂米，乾得欢快。当时弘忍的徒众有七零零人。在慧能入寺八个月之后，弘忍命各人呈上一首偈语，这实际上是一场考试，他要选择继承人。但慧能没资格参加，因为他只是乾杂事的。
1345	\n\n神秀是众僧中的的上座和尚，他在半夜三更时分，独自掌灯，在佛堂的南廊写下一偈﹕\n　「身是菩提树，心如明镜台，\n　　时时勤拂拭，莫使有尘埃。」\n清晨时，弘忍见到此偈后漠然不语，慧能闻声来到廊下，他要求也做一偈，得到许可，于是他高声念道﹕\n　「菩提本无树，明镜亦非台，\n　　本来无一物，何使惹尘埃。」\n弘忍看到是慧能，就叫他退下，第二天弘忍把慧能给叫去，为慧能讲经又把世代相传的法衣交给他正式传他为禅宗六祖，并为他的安全着想，亲自送他到江州的渡口，吩咐他非要到必要的时机，不要把自己是禅宗六祖的身份讲出来，免得有禅宗的僧人来争夺。为躲藏『物色之者』加害，他在广东四会一带的猎人中藏匿了整整一五年，
1346	\n\n\n　　　说通即心通 如日处虚空\n　　　为传见法性 出世破邪宗\n　　　法即无顿渐 迷悟有迟疾 \n　　　只此见性门 愚人不可悉\n　　　说即虽万般 合理还归一 \n　　　烦恼暗宅中 常须生慧日\n　　　邪来烦恼至 正来烦恼除 \n　　　邪正俱不用 清净至无余\n　　　菩提本自性 起心即是妄 \n　　　净心在妄中 但正无三障\n　　　世人若修道 一切尽不妨\n　　　常自见己过 与道即相当\n　　　色类自有道 各不相妨恼 \n　　　离道别觅道 终生不见道\n　　　\n
1347	\n\n\n　　　波波度一生 到头还自懊 \n　　　欲得见真道 行正即是道\n　　　若真修道人 不见世间过 \n　　　若见他人非 自非却是左\n　　　他非我不非 我非自有过 \n　　　但自却非心 打除烦恼破\n　　　憎爱不关心 长伸两脚卧 \n　　　欲拟化他人 自须有方便\n　　　勿令彼有疑 即是自性现 \n　　　佛法在世间 不离世间觉\n　　　离世觅菩提 恰如求兔角 \n　　　正见名出世 邪见名世间\n　　　邪正尽打却 菩提性宛然 \n　　　此颂是顿教 亦名大法船\n　　　迷闻经累劫 悟则刹那间\n
1348	\n\n　　太宗时，三藏法师求经天竺，游历\n\n国家二十余，遍访各国名僧。他在摩揭\n\n提国的烂陀寺学习的时候，寺内高僧师\n\n子光学宗般若，为众僧讲解《中百论》\n\n，对《瑜伽论》颇有指摘。三藏奉戒贤\n\n论师之命讲唯识经，结果原本在师子光\n\n处听讲的众人都跑到三藏法师那里去了\n\n。师子光大为愤怒，出走烂陀寺，不断\n
1349	\n\n\n找人来为难三藏法师。\n\n　　可是，他找来的人，都被三藏法师\n\n高深的佛法所折服。这让师子光对三藏\n\n法师的积怨越来越深。 \n
1350	\n　　三藏法师回到大唐的时候，带回了\n\n梵文佛经六百五十七部。其中，很多都\n\n是各地最有名的佛经，有些还是未曾公\n\n布于世的秘笈。之所以这样，是因为三\n\n藏法师无边的佛法和虔诚的心意。而这\n\n些佛经，却引起了师子光的贪欲。他觉\n\n得自己被三藏法师打败，都是因为没有\n\n得到这些经书。于是，他率领弟子开始\n\n\n
