ID	Level	Name	IconID	Gener	Type	bRelateFeed	FeedTip	Tip	TuJianTip	bShow
44	9	骑术·直行疾驰	6510	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功6秒内，转向不超过30度，触发爆发加速，额外提升速度100%，持续6秒，期间马术气力损耗速度额外增加40点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发爆发加速，额外提升速度，持续一段时间，期间马术气力损耗速度会额外增加" font=36</text>	1
45	0	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒内，转向不超过30度，触发持续加速额外提升速度15%，持续22秒，期间马术气力损耗速度额外增加8点" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	1	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒内，转向不超过30度，触发持续加速额外提升速度15%，持续22秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	2	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功10秒内，转向不超过30度，触发持续加速额外提升速度15%，持续26秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	3	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒内，转向不超过30度，触发持续加速额外提升速度15%，持续26秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	4	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒内，转向不超过30度，触发持续加速额外提升速度18%，持续26秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	5	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功9秒内，转向不超过30度，触发持续加速额外提升速度18%，持续30秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	6	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒内，转向不超过30度，触发持续加速额外提升速度18%，持续30秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	7	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功8秒内，转向不超过30度，触发持续加速额外提升速度20%，持续30秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	8	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功7秒内，转向不超过30度，触发持续加速额外提升速度20%，持续30秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
45	9	骑术·直行百里	6511	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功6秒内，转向不超过30度，触发持续加速额外提升速度20%，持续30秒，期间马术气力损耗速度增加8点。" font=36</text>	<text>text="进入马术轻功一段时间内，转向不超过30度，触发持续加速额外提升速度，持续较长时间，期间马术气力损耗速度会额外增加。" font=36</text>	1
46	0	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度7%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	1	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度7%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	2	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度8%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	3	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度9%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	4	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度10%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	5	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度12%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	6	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度14%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	7	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度16%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	8	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度18%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
46	9	骑术·快马加鞭	6501	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，每2秒增加速度20%，每2秒马术气力损耗速度增加10点。" font=36</text>	<text>text="进入马术轻功后，每2秒增加一定速度，每2秒马术气力损耗速度增加一定数值。" font=36</text>	1
47	0	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度30%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	1	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度30%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	2	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度32%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	3	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度34%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	4	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度36%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	5	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度38%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	6	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度40%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	7	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度43%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	8	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度46%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1
47	9	骑术·纵驰天下	6512	0,0,4,7,10,99	1	1	<text>text="因处在饥饿\破损\无力状态，该效果无法触发。" font=33</text>	<text>text="进入马术轻功后，立刻消耗600点马术气力，增加速度50%；随后每2秒减少速度5%，直到原速；同时每2秒气力消耗速度减少1点，直到最低每秒消耗5点。" font=36</text>	<text>text="进入马术轻功后，立刻消耗大量马术气力，增加一定速度；随后每2秒减少速度，直到原速；同时每2秒气力消耗速度减少，直到最低每秒消耗5点。" font=36</text>	1

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
