AdultTabIndex	Name	Desc
13111	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13112	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13113	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13114	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13115	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13116	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13117	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13118	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13119	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13120	赤兔	<text>text="赤兔乃三国名马。先与吕布驰骋沙场，闯下“人中吕布马中赤兔”名号，后助关羽千里走单骑，成武圣美名。" font=168</text><text>text="\\\n而今西域大漠重现火龙神驹之影，身负雪梅图腾，被江湖人奉为马中之王。江湖有诗云：\\\n奔腾千里荡尘埃，渡水登山紫雾开。\\\n踏雪寻梅无影迹，火龙飞下九天来。" font=18</text>
13224	枫林客	<text>text="顶着那个插着枫叶的大竹筒，小寄居蟹几乎把自己全藏在了里边。" font=65</text>
13225	蟹车·红	<text>text="蟹壳上刻着一个大大的“車”字\\\n“往来无忌，车马横冲！” " font=65</text>
13226	蟹车·蓝	<text>text="蟹壳上刻着一个大大的“車”字\\\n“长驱直入，纵横无匹！” " font=65</text>
13788	金翅苍宇雕	<text>text="传说是天龙八部中大鹏金翅雕的后代，生于天竺，在东方之蓬莱亦见踪迹。方乾当年离蓬莱时，便将家族驯养的苍宇雕带去侠客岛，后赠予求那跋十歇。" font=168</text><text>text="\\\n江湖有诗云：\\\n星眸利爪世有稀，金翅层云凌碧霄。\\\n独上苍穹九万里，人间一笑念清秋。" font=18</text>
13909	商周客	<text>text="“古旧的青铜酒爵，或许是件值钱的古董，不过在小寄居蟹的眼里，这是一个上好的窝，给多少钱都不换的。”" font=65</text>
13910	蟹马·红	<text>text="蟹壳上刻着一个大大的“马”字\\\n“楚河汉界，横竖交错。有马斜飞，踩兵踏卒。”" font=65</text>
13911	蟹马·蓝	<text>text="蟹壳上刻着一个大大的“马”字\\\n“楚河汉界，横竖交错。绊马不器，一兵一卒。”" font=65</text>
13924	童心客	<text>text="“糖葫芦好吃的糖葫芦哟！自从小蟹钻进这个糖葫芦草把子，它就开始做糖葫芦的生意了。”" font=65</text>
13925	蟹胜	<text>text="蟹壳上刻着一个大大的“胜”字\\\n“多算胜，少算不胜，棋道如兵道。” " font=65</text>
13926	蟹负	<text>text="蟹壳上刻着一个大大的“负”字\\\n“棋势映心，无成败则浩然常胜，迷胜负则屡败无进。” " font=65</text>
18284	苗疆客	<text>text="苗疆水泽深处的独行客，被一个阴森可怖的牛头遮挡了容貌。\\\n“没人知道我长什么样，我自己也不知道。”" font=65</text>
18286	火璃	<text>text="古有狄山，传上古火神祝融居于此，其子太子长琴曾点化一狐，名为火璃，其毛色光亮深红如火，且十分聪慧通灵，喜欢与人亲近嬉耍，但有些畏水。" font=27</text>

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
