ID	Name	CostStamina	ProfessionID	RequireLevel	RecipeLevel	NeedExpertise	RequireBranchID	RequireDoodad	ToolItemType	ToolItemIndex	PowerfulToolItemType	PowerfulToolItemIndex	EquipmentType	Exp	PrepareFrame	Belong	ResultOnLevel	RequireItemType1	RequireItemIndex1	RequireItemCount1	RequireItemType2	RequireItemIndex2	RequireItemCount2	RequireItemType3	RequireItemIndex3	RequireItemCount3	RequireItemType4	RequireItemIndex4	RequireItemCount4	RequireItemType5	RequireItemIndex5	RequireItemCount5	RequireItemType6	RequireItemIndex6	RequireItemCount6	RequireItemType7	RequireItemIndex7	RequireItemCount7	RequireItemType8	RequireItemIndex8	RequireItemCount8	CreateItemType1	CreateItemIndex1	CreateItemMin1	CreateItemMax1	CreateItemProbability1	CreateItemType2	CreateItemIndex2	CreateItemMin2	CreateItemMax2	CreateItemProbability2	CreateItemType3	CreateItemIndex3	CreateItemMin3	CreateItemMax3	CreateItemProbability3	CreateItemType4	CreateItemIndex4	CreateItemMin4	CreateItemMax4	CreateItemProbability4	CreateItemType5	CreateItemIndex5	CreateItemMin5	CreateItemMax5	CreateItemProbability5	CreateItemType6	CreateItemIndex6	CreateItemMin6	CreateItemMax6	CreateItemProbability6	CreateItemType7	CreateItemIndex7	CreateItemMin7	CreateItemMax7	CreateItemProbability7	CreateItemType8	CreateItemIndex8	CreateItemMin8	CreateItemMax8	CreateItemProbability8	_Quality	ScriptName	CoolDownID
479	·ÉÓð»¤ÊÖ	19	6	10	50		0	343	0	0	0	0	-1	24	80	90	0	5	3334	3	5	3314	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11716	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
480	°Ù±ä»¤ÊÖ	19	6	10	50		0	343	0	0	0	0	-1	24	80	90	0	5	3334	3	5	3314	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11717	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
481	·ÉÓðÑü´ø	19	6	10	50		0	343	0	0	0	0	-1	24	80	80	0	5	3334	4	5	3314	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11718	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
482	°Ù±äÑü´ø	19	6	10	50		0	343	0	0	0	0	-1	24	80	80	0	5	3334	4	5	3314	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11719	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
483	·ÉÓðÏÂ×°	19	6	10	50		0	343	0	0	0	0	-1	24	80	150	0	5	3334	5	5	3314	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11720	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
484	°Ù±äÏÂ×°	19	6	10	50		0	343	0	0	0	0	-1	24	80	150	0	5	3334	5	5	3314	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11721	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
485	·ÉÓðÏ»	57	6	10	40		0	343	0	0	0	0	-1	71	80	180	0	5	3328	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5129	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
486	°Ù±äÏ»	57	6	10	40		0	343	0	0	0	0	-1	71	80	180	0	5	3328	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5130	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
487	¾«ÖÂ·ÉÓðÏ»	81	6	10	60		0	343	0	0	0	0	-1	100	80	180	0	5	3340	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5131	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
488	¾«ÖÂ°Ù±äÏ»	81	6	10	60		0	343	0	0	0	0	-1	100	80	180	0	5	3340	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5132	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
489	³àÌú»¤ÊÖ	30	6	10	70		0	343	0	0	0	0	-1	37	80	90	0	5	9444	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12723	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
490	³àÌúÑ¥¼×	30	6	10	73		0	343	0	0	0	0	-1	37	80	170	0	5	9444	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12724	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
491	ÔÂÎýÏÂ×°	30	6	10	75		0	343	0	0	0	0	-1	37	80	150	0	5	9446	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12725	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
492	ÔÂÎýÑü¶Ð	30	6	10	78		0	343	0	0	0	0	-1	37	80	80	0	5	9446	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12726	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
493	ºìÍ­ÏÂ×°	9	6	10	14		0	343	0	0	0	0	-1	11	80	150	0	5	3316	1	5	3313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12721	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
494	ÃÜÒøÏÂ×°	30	6	10	66		0	343	0	0	0	0	-1	37	80	150	0	5	3341	1	5	3315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12722	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
495	°ÔÊñÄ¥Ê¯	24	6	10	80		0	343	0	0	0	0	-1	30	80	110	0	5	11910	2	5	3539	1	5	8932	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	11907	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
496	°ÔÊñ¼×Æ¬£¨Í·²¿£©	24	6	10	80		0	343	0	0	0	0	-1	30	80	110	0	5	11910	2	5	3543	1	5	8932	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	11908	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
497	°ÔÊñ¼×Æ¬£¨Ð¬×Ó£©	24	6	10	80		0	343	0	0	0	0	-1	30	80	110	0	5	11910	2	5	983	1	5	8932	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	11909	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
498	ÊñÌú¶§	2	6	10	80		0	343	0	0	0	0	-1	2	80	120	0	5	9445	5	5	9447	5	5	3315	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11910	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
499	ÒþÔÂÏß	20	6	10	80		0	343	0	0	0	0	-1	25	80	120	0	5	3275	10	5	973	10	5	3545	5	5	982	5	0	0	0	0	0	0	0	0	0	0	0	0	5	1828	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
500	½ð¼×Æ¬	20	6	10	80		0	343	0	0	0	0	-1	25	80	120	0	5	3299	10	5	974	10	5	3547	5	5	977	10	0	0	0	0	0	0	0	0	0	0	0	0	5	3539	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
501	ÎåÉ«Ê¯	20	6	10	80		0	343	0	0	0	0	-1	25	80	120	0	5	3310	5	5	9571	5	5	3548	5	5	980	10	0	0	0	0	0	0	0	0	0	0	0	0	5	3543	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
502	ÆÐÌáÄ¾	20	6	10	80		0	343	0	0	0	0	-1	25	80	120	0	5	3546	5	5	979	10	5	3300	10	5	981	5	0	0	0	0	0	0	0	0	0	0	0	0	5	983	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
503	²Ôº£¡¤¶Í£¨¸ù¹Ç£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	3539	1	5	1828	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17024	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
504	²Ôº£¡¤Öý£¨¸ù¹Ç£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	3543	1	5	983	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17025	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
505	²Ôº£¡¤¶Í£¨Éí·¨£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	983	1	5	3543	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17026	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
506	²Ôº£¡¤Öý£¨Éí·¨£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	1828	1	5	3539	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17027	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
507	Ñ×ÈÕ	210	6	10	75	1	0	343	0	0	0	0	-1	260	80	190	0	5	9448	7	5	2667	1	5	10172	5	5	1828	2	5	3308	2	0	0	0	0	0	0	0	0	0	6	5893	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
508	ÁÝÔÂ	210	6	10	75	1	0	343	0	0	0	0	-1	260	80	190	0	5	9448	7	5	2667	1	5	10172	5	5	3288	2	5	3542	2	0	0	0	0	0	0	0	0	0	6	5894	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
509	ÖðÈÕîø¼×	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	70	0	5	9448	2	5	8928	1	5	10176	5	5	8927	2	5	8934	2	0	0	0	0	0	0	0	0	0	7	13641	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
510	ÖðÈÕÕ½Ñ¥	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	170	0	5	9448	2	5	8928	1	5	10176	5	5	8934	2	5	8927	2	0	0	0	0	0	0	0	0	0	7	13645	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
511	ÖðÈÕ»¤ÊÖ	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	90	0	5	9448	2	5	8928	1	5	10176	5	5	8929	2	5	8926	2	0	0	0	0	0	0	0	0	0	7	13643	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
512	°éÔÂîø¼×	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	70	0	5	9448	2	5	8928	1	5	10176	5	5	8926	2	5	8929	2	0	0	0	0	0	0	0	0	0	7	13642	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
513	°éÔÂÕ½Ñ¥	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	170	0	5	9448	2	5	8928	1	5	10176	5	5	8927	2	5	8934	2	0	0	0	0	0	0	0	0	0	7	13646	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
514	°éÔÂ»¤ÊÖ	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	90	0	5	9448	2	5	8928	1	5	10176	5	5	8934	2	5	8927	2	0	0	0	0	0	0	0	0	0	7	13644	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
515	ÎÀÊñ¡¤Ñ×ÈÕ»¤ÍÈ	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	150	0	5	9448	5	5	8933	5	5	10176	5	5	8934	4	5	8927	4	0	0	0	0	0	0	0	0	0	7	13649	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
516	ÎÀÊñ¡¤Ñ×ÈÕÍ·¿ø	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	60	0	5	9448	5	5	9033	2	5	10172	4	5	8929	4	5	8926	4	0	0	0	0	0	0	0	0	0	7	13647	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
517	ÎÀÊñ¡¤Ñ×ÈÕÑü´ø	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	80	0	5	9448	5	5	8933	5	5	10176	5	5	8929	4	5	8926	4	0	0	0	0	0	0	0	0	0	7	13651	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
518	ÕòÊñ¡¤ð¨ÔÂ»¤ÍÈ	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	150	0	5	9448	5	5	8933	5	5	10176	5	5	8934	4	5	8927	4	0	0	0	0	0	0	0	0	0	7	13650	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
519	ÕòÊñ¡¤ð¨ÔÂÍ·¿ø	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	60	0	5	9448	5	5	9033	2	5	10172	4	5	8934	4	5	8927	4	0	0	0	0	0	0	0	0	0	7	13648	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
520	ÕòÊñ¡¤ð¨ÔÂÑü´ø	210	6	10	80	1	0	343	0	0	0	0	-1	260	80	80	0	5	9448	5	5	8933	5	5	10176	5	5	8929	4	5	8926	4	0	0	0	0	0	0	0	0	0	7	13652	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
521	ÈÕêÍÉÏ×°	18	6	10	30		0	343	0	0	0	0	-1	22	80	70	0	5	3324	5	5	3314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14165	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
522	ÔÂÓ°ÉÏ×°	18	6	10	30		0	343	0	0	0	0	-1	22	80	70	0	5	3324	5	5	3314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14166	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
523	ÈÕêÍÃ±×Ó	18	6	10	30		0	343	0	0	0	0	-1	22	80	60	0	5	3324	4	5	3314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14167	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
524	ÔÂÓ°Ã±×Ó	18	6	10	30		0	343	0	0	0	0	-1	22	80	60	0	5	3324	4	5	3314	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14168	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
525	ÈÕêÍÐ¬×Ó	18	6	10	30		0	343	0	0	0	0	-1	22	80	170	0	5	3324	3	5	3314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14169	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
526	ÔÂÓ°Ð¬×Ó	18	6	10	30		0	343	0	0	0	0	-1	22	80	170	0	5	3324	3	5	3314	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14170	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
527	ÈÕêÍ»¤ÊÖ	27	6	10	50		0	343	0	0	0	0	-1	33	80	90	0	5	3334	3	5	3314	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14171	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
528	ÔÂÓ°»¤ÊÖ	27	6	10	50		0	343	0	0	0	0	-1	33	80	90	0	5	3334	3	5	3314	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14172	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
529	ÈÕêÍÑü´ø	27	6	10	50		0	343	0	0	0	0	-1	33	80	80	0	5	3334	4	5	3314	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14173	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
530	ÔÂÓ°Ñü´ø	27	6	10	50		0	343	0	0	0	0	-1	33	80	80	0	5	3334	4	5	3314	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14174	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
531	ÈÕêÍÏÂ×°	27	6	10	50		0	343	0	0	0	0	-1	33	80	150	0	5	3334	5	5	3314	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14175	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
532	ÔÂÓ°ÏÂ×°	27	6	10	50		0	343	0	0	0	0	-1	33	80	150	0	5	3334	5	5	3314	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14176	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
533	ÈÕêÍË«ÈÐ	56	6	10	40		0	343	0	0	0	0	-1	69	80	190	0	5	3328	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6087	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
534	ÔÂÓ°Ë«ÈÐ	56	6	10	40		0	343	0	0	0	0	-1	69	80	190	0	5	3328	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6088	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
535	¾«ÖÂÈÕêÍË«ÈÐ	80	6	10	60		0	343	0	0	0	0	-1	99	80	190	0	5	3340	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6089	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
536	¾«ÖÂÔÂÓ°Ë«ÈÐ	80	6	10	60		0	343	0	0	0	0	-1	99	80	190	0	5	3340	10	5	10172	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6090	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
537	Ã÷ÀÊ¡¤¶Í£¨Íâ¹¦ÆÆ·À£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	983	1	5	3543	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17862	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
538	Ã÷ÀÊ¡¤¶Í£¨ÄÚ¹¦ÆÆ·À£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	3543	1	5	983	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17863	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
539	Ã÷ÀÊ¡¤¶Í£¨³ðºÞ£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	983	1	5	3543	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17864	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
540	Ã÷ÀÊ¡¤Öý£¨Íâ¹¦ÆÆ·À£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	1828	1	5	3539	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17865	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
541	Ã÷ÀÊ¡¤Öý£¨ÄÚ¹¦ÆÆ·À£©	63	6	10	80	1	0	343	0	0	0	0	-1	78	80	110	0	5	11910	1	5	3539	1	5	1828	1	5	3839	1	0	0	0	0	0	0	0	0	0	0	0	0	5	17866	1	1	1048576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	scripts/Craft/Include/Event.lua	
