ID	Name	DisplayName	Perform	Broadcast	MaxLootRange	bCanPK	bCanDuel	Type	MaxCopyCount	FarmerMaxCopyCount	MinPlayerCount	MaxPlayerCount	MaxFullLevelPlayerCount	MaxFarmerCount	KeepTime	ManualReset	RefreshCycle	RefreshOffset	MapDrop	ReviveInSitu	UseLastEntry	LimitTimes	BanSkillMask	BattleRelationMask	RevieCycle	AllScenePlayerInFight	ResourcePath	LoginIntervalTime	PreQueuePlayerCount	DoNotGoThroughRoof	QuestCountAchID	CampType	FightList	NeedCampBuff	MaxMapLevel	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	MapCostThew	InvalidBuffMask	SingleMap	BanChangeTalent	CanSprint	DisableChangeEquip	DisableTalk	QueueForSwitchWhenFull	CampQueue	MaxNeutralPlayerCount	MaxGoodPlayerCount	MaxEvilPlayerCount	InvalidEnchantMask	ForceCheckProgress	IsTongWarMap
239	洛阳城北	洛阳城	100	1	2	1	1	0	1		1	1800	1650		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\洛阳城北\洛阳城北.map	0	0	0	5629	1	0	0	0	1	0	0	0	0	0	0		64	0	0	1			1	0	0	0	0	2	0	
240	上阳宫_观风殿	上阳宫_观风殿	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\上阳宫_观风殿\上阳宫_观风殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
241	上阳宫_双曜亭	上阳宫_双曜亭	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\上阳宫_双曜亭\上阳宫_双曜亭.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
242	白帝水宫	白帝水宫	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\白帝水宫\白帝水宫.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
243	霸刀山庄	霸刀山庄	100	2	2	1	1	0	1		1	1800	1500	100	10	0	0	0	20	1	0	0	0	0	0	0	data\source\maps\霸刀山庄\霸刀山庄.map	0	0	0	5481	1	0	0	0	0	0	0	0	0	0	0	50	131	0	0	1			1	0	0	0	0	2		
244	挑战白帝水宫	挑战白帝水宫	100	3	4	0	0	1	400		1	5			10	0	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战白帝水宫\挑战白帝水宫.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
245	大梦迷境	大梦迷境	100	1	2	0	0	1	1024		1	1			5	0	0	0		1	0	0	131	0	0	0	data\source\maps\大梦迷境\大梦迷境.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
246	星海幻景	星海幻景	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\星海幻景\星海幻景.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
247	梦回稻香	梦回稻香	100	1	2	0	0	1	1024		1	1			5	0	0	0		1	0	0	0	0	0	0	data\source\maps\梦回稻香\梦回稻香.map	0	0	0		1	0	0	0	0	0	0	0	0	0	0		32	1	0	1			1	0	0	0	0	1	0	
248	英雄上阳宫_观风殿	英雄上阳宫_观风殿	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄上阳宫_观风殿\英雄上阳宫_观风殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
249	英雄上阳宫_双曜亭	英雄上阳宫_双曜亭	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄上阳宫_双曜亭\英雄上阳宫_双曜亭.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
250	帮会上阳宫_观风殿	试炼上阳宫_观风殿	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\帮会上阳宫_观风殿\帮会上阳宫_观风殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
251	帮会上阳宫_双曜亭	试炼上阳宫_双曜亭	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\帮会上阳宫_双曜亭\帮会上阳宫_双曜亭.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
256	夕颜阁	夕颜阁	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\夕颜阁\夕颜阁.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	50	131	0	0	0								1	1	
257	英雄夕颜阁	英雄夕颜阁	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\英雄夕颜阁\英雄夕颜阁.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
258	素月清秋	素月清秋	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\素月清秋\素月清秋.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
259	竞技大师_华山之巅	竞技大师_华山之巅	100	16	2	0	1	0	1		1	200			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\竞技大师_华山之巅\竞技大师_华山之巅.map	0	0	0		1	0	0		1	1	0	1	0	1	1		0	0	0	0			1	0	0	0	0	2	0	
260	挑战夕颜阁	挑战夕颜阁	100	3	4	0	0	1	400		1	5			10	0	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战夕颜阁\挑战夕颜阁.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
261	天街灯市	天街灯市	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\天街灯市\天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
262	刀轮海厅	刀轮海厅	100	3	4	0	0	1	400		1	5			10	1	1440	420		0	1	0	131	0	0	0	data\source\maps\刀轮海厅\刀轮海厅.map	0	0	1		1	1	0	0	0	0	0	0	0	0	0	120	131	0	0	0								1	1	
263	风雷刀谷_锻刀厅	风雷刀谷_锻刀厅	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	128	0	0	0	data\source\maps\风雷刀谷_锻刀厅\风雷刀谷_锻刀厅.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
264	风雷刀谷_千雷殿	风雷刀谷_千雷殿	100	3	6	0	0	1	256		1	10			10	0	4320	420		0	1	0	131	0	0	0	data\source\maps\风雷刀谷_千雷殿\风雷刀谷_千雷殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
265	春节天街灯市	天街灯市·春节·福	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0	
266	春节天街灯市	天街灯市·春节·禄	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0	
267	春节天街灯市	天街灯市·春节·寿	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0	
268	春节天街灯市	天街灯市·春节·祥	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0	
269	春节天街灯市	天街灯市·春节·禧	100	1	2	0	0	0	1		1	1000			10	0	0	0		1	0	0	0	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		0	0	0	0			1	0	0	0	0		0	
270	英雄风雷刀谷_千雷殿	英雄风雷刀谷_千雷殿	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\英雄风雷刀谷_千雷殿\英雄风雷刀谷_千雷殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
271	英雄风雷刀谷_锻刀厅	英雄风雷刀谷_锻刀厅	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄风雷刀谷_锻刀厅\英雄风雷刀谷_锻刀厅.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
272	帮会风雷刀谷_千雷殿	帮会风雷刀谷_千雷殿	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	131	0	0	0	data\source\maps\帮会风雷刀谷_千雷殿\帮会风雷刀谷_千雷殿.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
273	帮会风雷刀谷_锻刀厅	帮会风雷刀谷_锻刀厅	100	3	6	0	0	1	256		1	25			10	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会风雷刀谷_锻刀厅\帮会风雷刀谷_锻刀厅.map	0	0	1		1	1	0		0	0	0	0	0	0	0		128	0	0	0			1					1	1	
274	春节天街灯市	天街灯市	100	1	2	0	0	1	1024		1	5			10	0	0	0		1	0	0	128	0	0	0	data\source\maps\春节天街灯市\春节天街灯市.map	0	0	0		1	0	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	0	
275	挑战刀轮海厅	挑战刀轮海厅	100	3	4	0	0	1	400		1	5			10	0	1440	420		0	1	0	131	0	0	0	data\source\maps\挑战刀轮海厅\挑战刀轮海厅.map	0	0	1		1	1	0		0	0	0	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1	
276	拭剑园	拭剑园	100	5	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.map	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0	
277	拭剑台	拭剑台	100	4	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\拭剑台\拭剑台.map	0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	1	0	1		1	0	0	0	0		0	
278	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.map	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0	
279	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.map	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0	
280	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.map	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0	
281	拭剑园	拭剑园	100	1	2	0	1	0	1		1	1200			10	0	0	0		1	1	0	16	0	0	0	data\source\maps\拭剑园\拭剑园.map	0	0	0		1	0	0		0	0	0	1	0	0	0		16	0	0	1			1	0	0	0	0	2	0	

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
