ID	Activity	ParentID1	ParentID2	ParentID3	ParentID4	ParentID5	StartTimeRule	Cycle	Duration	ShowUI	ServerScript	CenterScript	IsSyncState
393	大师赛入场时间	395					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:5,6,7;Hour:12;Minute:0;		43200		scripts/Activity/大师赛拭剑园/入场准备时间.lua		
394	大师赛比赛时间	395					Calendar:Solar;Year:*;Month:*;MDay:*;WDay:5,6,7;Hour:20;Minute:0;		7200		scripts/Activity/大师赛拭剑园/正式比赛时间.lua		
395	竞技大师赛						Calendar:Solar;Year:2017;Month:4;MDay:20;WDay:*;Hour:7;Minute:0;		2160000	1	scripts/Activity/大师赛拭剑园/大师赛父活动.lua		
396							Calendar:Solar;Year:2017;Month:4;MDay:20;WDay:4;Hour:0;Minute:0;	1500				center_scripts\Activity\副本计数.lua	
397	金水市集						Calendar:Solar;Year:2017;Month:4;MDay:10;WDay:*;Hour:7;Minute:0;		604800	1	scripts/Map/ACT_动态城镇/activity/动态城镇开始结束处理.lua		1
398	黑戈壁矿车分流大草原						Calendar:Solar;Year:2001;Month:1;MDay:1;WDay:1;Hour:7;Minute:0;		3600		scripts/Map/ACT_戈壁矿车分流大草原/activity/戈壁矿车分流大草原.lua		1
399	动态城镇监控	0	0	0	0	0	Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;	300	61	0		center_scripts/Activity/动态城镇监控活动.lua	
401	名剑大会开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;	0	46800				
402	名剑大会散排开关	0	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;	0	46800				
403	鹤羽诉情						Calendar:Solar;Year:2017;Month:5;MDay:20;WDay:*;Hour:7;Minute:0;		1209540	1			
405	副本排行界面更新						Calendar:Solar;Year:2017;Month:5;MDay:1;WDay:1;Hour:7;Minute:0;	300				center_scripts\Activity\GetFBRankData.lua	
407	通用server每分刷新数据						Calendar:Solar;Year:2017;Month:3;MDay:20;WDay:*;Hour:7;Minute:0;	90	61		scripts/Activity/通用server每分刷新数据.lua		
408	每日战场入场时间						Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;		46800				
409	战场-浮香丘	246	0	0	0	0	Calendar:Solar;Year:*;Month:*;MDay:*;WDay:*;Hour:12;Minute:0;		46740	1			

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
