ID	Name	MapName	Kind	Level	ClassID	CraftID	CanOperateEach	IsSelectable	RemoveDelay	ReviveDelay	OpenPrepareFrame	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	RepresentID	SprintRepresentID	MoneyMin	MoneyMax	MoneyDropRate	CanPick	BarText	Script	OverLootFrame	DynamicObstacle	ProgressID	IndependentDrop	IndependentDropCount	IndependentDropType	AreaBroadcast	IdentityVisiableID
3090	木柴堆	美人图	7	1	1	0	1	1	2880	1	0		0		0		0		0		0		0		0		0		0		0	7602		0	0	1048576	1		scripts\Map\美人图白帝城\doodad\木柴堆.lua	1440		-1					
3091	胧月	苍山洱海	3	1	0	0	0	1	2880	10	80		0		0		0		0		0		0		0		0		0		0	7604		0	0	1048576	1	采摘		1440		-1					
3092	七夜一盏灯	唐门	3	1	0	0	0	1	2880	180	80		0		0		0		0		0		0		0		0		0		0	7605		0	0	1048576	1	采集		1440		-1					
3093	木甲片	唐门	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7630		0	0	1048576	1	拾取		1440		-1					
3094	柏木	唐门	3	1	0	0	0	1	2880	180	80		0		0		0		0		0		0		0		0		0		0	7606		0	0	1048576	1	收集		1440		-1					
3095	铁矿	唐门	3	1	0	0	0	1	2880	180	80		0		0		0		0		0		0		0		0		0		0	7607		0	0	1048576	1	挖铁		1440		-1					
3099	小水桶	唐门	3	1	0	0	0	1	2880	0	1		0		0		0		0		0		0		0		0		0		0	7608		0	0	1048576			scripts\Map\唐门\doodad\神机山-小水桶.lua	1440		-1					
3100	大水桶	唐门	3	1	0	0	0	1	2880	0	3		0		0		0		0		0		0		0		0		0		0	7609		0	0	1048576			scripts\Map\唐门\doodad\神机山-大水桶.lua	1440		-1					
3101	南诏帅旗	唐门	3	1	0	0	0	1	2880	30	80		0		0		0		0		0		0		0		0		0		0	7610		0	0	1048576	1	夺取		1440		-1					
3102	帮会物资箱	帮会家园	7	30	0	0			0	0	0		0		0		0		0		0		0		0		0		0		0	7611		0	0	1048576	1		scripts/Map/帮会领地/doodad/建设物资箱.lua	1440		-1					
3103	未装满的帮会物资箱	帮会家园	7	30	0	0			0	0	0		0		0		0		0		0		0		0		0		0		0	7612		0	0	1048576	1		scripts/Map/帮会领地/doodad/建设物资箱.lua	1440		-1					
3104	蹦床	低级唐门密室	6	1	0	0	1	1	2880	1	48		0		0		0		0		0		0		0		0		0		0	7613		0	0	1048576	1	操作	scripts/Map/低级唐门密室/doodad/蹦床.lua	1440		-1					
3105	机关锁	唐门	3	1	0	0	0	1	2880	30	80		0		0		0		0		0		0		0		0		0		0	7614		0	0	1048576	1	启动机关	scripts\Map\唐门\doodad\机关锁.lua	1440		-1					
3106	青龙仙茗	主城茶馆	3	1	0	0	1	1	2880	5	80		0		0		0		0		0		0		0		0		0		0	7615		0	0	1048576	1		scripts\Map\主城茶馆\doodad\取沏茶之水.lua	1440		-1					
3107	关卡告示	美人图	7	1	1	0	1	1	2880	1	0		0		0		0		0		0		0		0		0		0		0	7616		0	0	1048576	1		scripts\Map\美人图白帝城\doodad\关卡告示.lua	1440		-1					
3108	竹篮婴儿	唐门	3	1	0	0	0	1	2880	20	48		0		0		0		0		0		0		0		0		0		0	7617		0	0	1048576	1	打捞		1440		-1					
3109	云弄果	苍山洱海	3	1	0	0	0	1	240	10	24		0		0		0		0		0		0		0		0		0		0	7780		0	0	1048576	1	采集	scripts\Map\苍山洱海\doodad\云弄果.lua	1440		-1					
3111	官印盒子	苍山洱海	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7765		0	0	1048576	1			1440		-1					
3112	无香真水	主城茶馆	7	1	0	0	0	1	2880	5	80		0		0		0		0		0		0		0		0		0		0	7618		0	0	1048576	1	取水	scripts\Map\主城茶馆\doodad\取沏茶之水.lua	1440		-1					
3113	月鸿仙泉	主城茶馆	7	1	0	0	0	1	2880	5	80		0		0		0		0		0		0		0		0		0		0	7619		0	0	1048576	1	取水	scripts\Map\主城茶馆\doodad\取沏茶之水.lua	1440		-1					
3114	灵山妙雨	主城茶馆	7	1	0	0	0	1	2880	5	80		0		0		0		0		0		0		0		0		0		0	7620		0	0	1048576	1	取水	scripts\Map\主城茶馆\doodad\取沏茶之水.lua	1440		-1					
3115	翠竹朝露	主城茶馆	7	1	0	0	0	1	2880	5	80		0		0		0		0		0		0		0		0		0		0	7621		0	0	1048576	1	取水	scripts\Map\主城茶馆\doodad\取沏茶之水.lua	1440		-1					
3116	阳崖云泉	主城茶馆	7	1	0	0	0	1	2880	5	80		0		0		0		0		0		0		0		0		0		0	7622		0	0	1048576	1	取水	scripts\Map\主城茶馆\doodad\取沏茶之水.lua	1440		-1					
3117	藤蔓	低级唐门密室	6	1	0	0	1		0	1	32		0		0		0		0		0		0		0		0		0		0	7623		0	0	1048576		死里逃生	scripts\Map\低级唐门密室\doodad\藤蔓.lua	1440	0	-1					
3119	虫草	唐门	3	1	0	0	0	1	2880	180	48		0		0		0		0		0		0		0		0		0		0	7625		0	0	1048576	1	采集		1440		-1					
3120	玉坠	唐门	3	1	0	0	0	1	2880	10	48		0		0		0		0		0		0		0		0		0		0	7626		0	0	1048576	1	拾取		1440		-1					
3121	琵琶	持国天王回忆录	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7627		0	0	1048576	0			1440	1	-1					
3122	破琵琶	持国天王回忆录	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7628		0	0	1048576	0			1440	1	-1					
3123	稻草人	唐门	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7629		0	0	1048576	0			1440		-1					
3125	外务府宝箱	美人图	7	1	0	0	0	1	2880	1	90	活动\Beautypicture_box.tab	1				0		0		0		0		0		0		0		0	7632		0	0	1048576	1	打开	scripts/Map/美人图白帝城/doodad/外务府宝箱.lua	1440		-1					
3126	内务府宝箱	美人图	7	1	0	0	0	1	2880	1	90	活动\Divewhitekingcastle_box.tab	1		0		0		0		0		0		0		0		0		0	7633		0	0	1048576	1	打开	scripts/Map/美人图白帝城/doodad/内务府宝箱.lua	1440		-1					
3129	莲子糯米羹	苍山洱海	7	1	0	0	1	1	2880	0	32		0		0		0		0		0		0		0		0		0		0	7636		0	0	1048576	1	端起	scripts\Map\苍山洱海\doodad\莲子糯米羹.lua	1440		-1					
3131	当归	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7782		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\当归.lua	1440		-1					
3132	熟地	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7783		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\熟地.lua	1440		-1					
3133	芍药	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7784		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\芍药.lua	1440		-1					
3134	远志	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7785		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\远志.lua	1440		-1					
3135	陈皮	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7786		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\陈皮.lua	1440		-1					
3136	桂树	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7787		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\桂树.lua	1440		-1					
3137	香附	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7788		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\香附.lua	1440		-1					
3138	王不留行	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7789		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\王不留行.lua	1440		-1					
3139	千日红	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7790		0	0	1048576	1	拾取	scripts\Map\苍山洱海\doodad\千日红.lua	1440		-1					
3147	毒液	毒神殿	6	1	0	0	1	1	0		55		0		0		0		0		0		0		0		0		0		0	7644		0	0	1048576	1		scripts\Map\毒神殿\doodad\毒液.lua	1440		-1					
3148	帮会饺子宴席	节日冬至	7	1	0	0	1	1		10	48		0		0		0		0		0		0		0		0		0		0	7646		0	0	1048576	1		scripts\Map\节日冬至\doodad\帮会家园吃饺子宴.lua			-1					
3150	浩气盟战死者	活动通用DOODAD	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7647		0	0	1048576	1			1440		-1					
3151	恶人谷战死者	活动通用DOODAD	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7648		0	0	1048576	1			1440		-1					
3152	损坏的车	活动通用DOODAD	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7651		0	0	1048576	1			1440		-1					
3153	损坏的箱子	活动通用DOODAD	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7652		0	0	1048576	1			1440		-1					
3154	3188测试	测试	14	1	0	0	1	1	0	0	48		0		0		0		0		0		0		0		0		0		0	7868		0	0	1048576		开门		1440	1	-1					
3157	冬至宴席	节日冬至	7	1	1		1		4800		80																					7655					0	冬至盛宴	scripts\Map\节日冬至\doodad\冬至盛宴.lua								
3158	冬至宴席	节日冬至	7	1	1		1		4800		80																					7656					0	冬至盛宴	scripts\Map\节日冬至\doodad\冬至盛宴.lua								
3159	五毒帽子	节日冬至	0	1	1			0	4800																							7657					0										
3160	唐门熊猫	节日冬至	0	1	1			0	4800																							7658					0										
3161	路边的野蔷薇	苍山洱海	9	1	0	0	1	1	2880	10	16		0		0		0		0		0		0		0		0		0		0	7791		0	0	1048576	1	采摘	scripts\Map\苍山洱海\doodad\路边的野蔷薇.lua	1440		-1					
3162	石子	苍山洱海	7	1	0	0	1	1	2880	5	0		0		0		0		0		0		0		0		0		0		0	7800		0	0	1048576	1			1440		-1					
3163	大门	烛龙殿	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7659		0	0	1048576	0			1440	1	-1					
3166	胡月钥匙宝箱	节日元旦	7	1	0	0	0	1	2880	0	32		0		0		0		0		0		0		0		0		0		0	7661		0	0	1048576	1	开启	scripts/Map/节日元旦/doodad/胡月钥匙宝箱.lua	1440		-1					
3168	北部巨臭之源	苍山洱海	7	1	0	0	1	1	0	5	0		0		0		0		0		0		0		0		0		0		0	7663		0	0	1048576	0		scripts\Map\苍山洱海\doodad\北部巨臭之源.lua	1440		-1					
3169	西部巨臭之源	苍山洱海	7	1	0	0	1	1	0	5	0		0		0		0		0		0		0		0		0		0		0	7663		0	0	1048576	0		scripts\Map\苍山洱海\doodad\西部恶臭之源.lua	1440		-1					
3170	东部巨臭之源	苍山洱海	7	1	0	0	1	1	0	5	0		0		0		0		0		0		0		0		0		0		0	7663		0	0	1048576	0		scripts\Map\苍山洱海\doodad\东部巨臭之源.lua	1440		-1					
3171	春节恩荣宴	节日春节	7	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7664		0	0	1048576	1		scripts/Map/帮会领地/doodad/春节火锅.lua	1440		-1					
3172	春节喜庆盆栽	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7665		0	0	1048576	1			1440		-1					
3173	春节吉祥盆栽	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7666		0	0	1048576	1			1440		-1					
3174	春节福牌	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7667		0	0	1048576	1			1440		-1					
3175	主城对联横幅	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7668		0	0	1048576	1			1440		-1					
3176	主城对联竖排左	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7669		0	0	1048576	1			1440		-1					
3177	主城对联竖排右	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7670		0	0	1048576	1			1440		-1					
3178	春节喜庆灯笼	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7671		0	0	1048576	1			1440		-1					
3179	春节吉祥灯笼	节日春节	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7672		0	0	1048576	1			1440		-1					
3180	春节喜庆烟花	节日春节	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7673		0	0	1048576	1	点燃	scripts/Map/帮会领地/doodad/烟花.lua	1440		-1					
3181	新春灯笼	帮会家园	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7674		0	0	1048576	1			1440		-1					
3182	星月烟花	帮会家园	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7675		0	0	1048576	0			1440		-1					
3183	小星月烟花	帮会家园	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7676		0	0	1048576	0			1440		-1					
3184	锦囊	纯阳	7	1	0	0	0	1	2880	180	48	纯阳\jinnang.tab	1		0		0		0		0		0		0		0		0		0	7677		0	0	1048576	1	拾取		1440		-1					
3185	散落的剑身	藏剑山庄	3	1	0	0	0	1	2880	48	48		0		0		0		0		0		0		0		0		0		0	7678		0	0	1048576	1			1440		-1					
3186	散落的剑鞘	藏剑山庄	3	1	0	0	0	1	2880	48	48		0		0		0		0		0		0		0		0		0		0	7679		0	0	1048576	1			1440		-1					
3187	正阳之纪	藏剑山庄	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7680		0	0	1048576	1			1440		-1					
3188	御神之纪	藏剑山庄	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7681		0	0	1048576	1			1440		-1					
3189	碎星之纪	藏剑山庄	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7682		0	0	1048576	1			1440		-1					
3190	残雪之纪	藏剑山庄	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7683		0	0	1048576	1			1440		-1					
3191	守护雕像	藏剑山庄	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7684		0	0	1048576	1			1440		-1					
3192	镇庄之剑	藏剑山庄	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7685		0	0	1048576	1			1440		-1					
3193	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7686		0	0	1048576	1			1440		-1					
3194	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7687		0	0	1048576	1			1440		-1					
3195	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7688		0	0	1048576	1			1440		-1					
3196	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7689		0	0	1048576	1			1440		-1					
3197	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7690		0	0	1048576	1			1440		-1					
3198	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7691		0	0	1048576	1			1440		-1					
3199	散落的经文	少林	7	1	0	0	0	1	480	0	0		0		0		0		0		0		0		0		0		0		0	7692		0	0	1048576	1	拾取	scripts/Map/少林/doodad/道无抄的经文.lua	1440		-1					
3200	大门	烛龙殿	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7693		0	0	1048576	0			1440	1	-1					
3201	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7694		0	0	1048576	1			1440		-1					
3202	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7695		0	0	1048576	1			1440		-1					
3203	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7696		0	0	1048576	1			1440		-1					
3204	范围	烛龙殿	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7697		0	0	1048576	0			1440	1	-1					
3205	塔林的石碑	少林	4	1	1				2880	1	80																					7698					1	抄录	Scripts\Map\少林\doodad\塔林碑文2.lua								
3206	塔林的石碑	少林	4	1	1				2880	1	80																					7699					1	抄录	Scripts\Map\少林\doodad\塔林碑文3.lua								
3207	浩气盟军旗	三国古战场	8	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7703		0	0	1048576	0			1440		-1					
3208	恶人谷军旗	三国古战场	8	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7702		0	0	1048576	0			1440		-1					
3209	中立军旗	三国古战场	8	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7704		0	0	1048576	0			1440		-1					
3210	霹雳弹	会战唐门	7	1	0	0	1	1	0	0	80	会战唐门\pilidan.tab	1		0		0		0		0		0		0		0		0		0	7846		0	0	1048576	1	正在打开		1440		-1					
3211	飞行机关	会战唐门	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	0		0	0	1048576	1			1440		-1					
3212	屏风	会战唐门	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7700		0	0	1048576	0			1440	1	-1					
3213	范围	烛龙殿	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7701		0	0	1048576	1			1440		-1					
3214	机关	烛龙殿	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7705		0	0	1048576	1			1440		-1					
3215	尸体	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7706		0	0	1048576	1			1440		-1					
3216	烛台	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7707		0	0	1048576	1			1440		-1					
3217	火	烛龙殿	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7708		0	0	1048576	1			1440		-1					
3218	野菜篮子	七秀	3	1	1	0	1	1	2880	1	80		0		0		0		0		0		0		0		0		0		0	7709		0	0	1048576	1	捡起		1440		-1					
3219	龙门	烛龙殿	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7710		0	0	1048576	1			1440	1	-1					
3220	旗帜	大漠楼兰	3	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7711		0	0	1048576	0			1440		-1					
3221	飘零的花瓣	七秀	3	1	1	0	1	1	2880	20	32		0		0		0		0		0		0		0		0		0		0	7712		0	0	1048576	1	拾起		1440		-1					
3222	沐浴桶	长安	7	1	0	0	1	1	5	0	0		0		0		0		0		0		0		0		0		0		0	7725		0	0	1048576	1		scripts/Map/世界通用/doodad/少林新手镇试炼水桶.lua	1440	1	-1					
3224	七窍返心枝	活动通用DOODAD		1	1		1		4800		20																					7715					0	采集	scripts/Map/瞿塘峡轻功活动/doodad/七窍返心枝.lua								
3225	酒壶	活动通用DOODAD		1	1		1		4800		20																					7716					0	采集	scripts/Map/瞿塘峡轻功活动/doodad/酒壶.lua								
3226	月影菇	活动通用DOODAD		1	1		1		4800		20																					7717					0	采集	scripts/Map/瞿塘峡轻功活动/doodad/月影草.lua								
3228	栅栏	阵营攻防战	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7719		0	0	1048576	1			1440		-1					
3229	围栏	大漠楼兰	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7720		0	0	1048576	0			1440	1	-1					
3230	围栏	大漠楼兰	3	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7721		0	0	1048576	0			1440		-1					
3231	围栏	大漠楼兰	3	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7722		0	0	1048576	0			1440		-1					
3233	大门	三国古战场	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7724		0	0	1048576	0			0	1	-1					
3234	待装的弩车	阵营攻防战	7	80	0	0	1		0	0	0		0		0		0		0		0		0		0		0		0		0	7726		0	0	0		操作	scripts\Map\阵营小载具\doodad\箭弩车.lua	1440	1	-1					
3235	浩气盟旗帜	阵营攻防战	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7727		0	0	1048576	1			1440		-1					
3236	恶人谷旗帜	阵营攻防战	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7728		0	0	1048576	1			1440		-1					
3251	积雪	纯阳	3	1	0	0	0	1	2880	60	48		0		0		0		0		0		0		0		0		0		0	7762		0	0	1048576	1		scripts/Map/门派随机日常/doodad/纯阳-扫雪雪堆.lua	1440		-1					
3254	茶几	活动通用DOODAD	6	1	1	0	0	1	2880	0	80		0		0		0		0		0		0		0		0		0		0	7769		0	0	1048576	0	吃茶	scripts/Map/门派打坐活动/doodad/门派打坐茶几.lua	1440		-1					
3256	枯枝	苍山洱海	3	1	0	0	0	1	160	10	16		0		0		0		0		0		0		0		0		0		0	7808		0	0	1048576	1	拾取		1440		-1					
3257	浩气盟大旗	阵营攻防战	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7770		0	0	1048576	1			1440		-1					
3258	恶人谷大旗	阵营攻防战	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7771		0	0	1048576	1			1440		-1					
3267	巨石（场景破坏）	苍山洱海	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7781		0	0	1048576	1			1440		-1					
3268	大树（场景破坏）	苍山洱海	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	0		0	0	1048576	1			1440		-1					
3269	松软的土堆（秘籍出处）	苍山洱海	3	1	0	0	0	1	28800	0	0		0		0		0		0		0		0		0		0		0		0	7798		0	0	1048576	1			1440		-1					
3270	训练草人	苍山洱海	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7796		0	0	1048576	0			1440		-1					
3271	猴珍	苍山洱海	3	1	0	0	0	1	2880	15	32		0		0		0		0		0		0		0		0		0		0	7797		0	0	1048576	1		采集	1440		-1					
3272	风化的骷髅（秘籍出处）	苍山洱海	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7802		0	0	1048576	1			1440		-1					
3273	被盗的棺椁（秘籍出处）	苍山洱海	7	1	0	0	1	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7801		0	0	1048576	1			1440		-1					
3274	铜甲机关	特殊武器	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7806		0	0	1048576	0			1440		-1					
3275	多分支测试	测试	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7807		0	0	1048576	1			1440		-1					
3309	酒锅	苍山洱海	3	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7842		0	0	1048576	0			1440		-1					
3310	新建	测试	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	0		0	0	1048576	1		玛丽玛丽宏	1440		-1					
3311	大门	特殊武器	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7844		0	0	1048576	0			1440	1	-1					
3312	小门	特殊武器	14	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7845		0	0	1048576	0			1440		-1					
3313	麻醉散	会战唐门	7	1	0	0	1	1	0	0	80	会战唐门\mazuisan.tab	1		0		0		0		0		0		0		0		0		0	7847		0	0	1048576	1	正在打开		1440		-1					
3316	成箱的货物	苍山洱海表现以及场景破坏doodad	3	1	0	0	0	1	2880	0	0		0		0		0		0		0		0		0		0		0		0	7849		0	0	1048576	1			1440		-1					
3317	松树	苍山洱海表现以及场景破坏doodad	14	1	0	0	1	0	80	1	0		0		0		0		0		0		0		0		0		0		0	7850		0	0	1048576	1			1440		-1					
3319	肩膀	特殊武器	1	1	0	0	0	0	0	0	0		0		0		0		0		0		0		0		0		0		0	7852		0	0	1048576	0			1440		-1					
3320	玄冰竹	特殊武器		1	3	0	0	1	2880	30	160		0		0		0		0		0		0		0		0		0		0	7853		0	0	0	1	竹质坚韧，需缓慢切割	scripts\Map\特殊武器\doodad\竹子.lua	1440		-1					
3321	素冠荷鼎	苍山洱海	7	1	0	0	1	1	240	15000	80	苍山洱海\suguanheding.tab	1		0		0		0		0		0		0		0		0		0	7854		0	0	1048576	1	采集	scripts\Map\苍山洱海\doodad\素冠荷鼎.lua	1440		-1					
3322	内力	烛龙殿	3	1	1	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7855		0	0	1048576	0			1440		-1					
3323	斋木箱	持国天王回忆录	7	1	0	0	1	1	2880	0	0	持国天王殿\yu.tab	1	持国天王殿\kaoji.tab	1	持国天王殿\shuiguo.tab	1		0		0		0		0		0		0		0	7856		0	0	1048576	1			1440		-1					
3324	清水茶	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\cha.tab	1		0		0		0		0		0		0		0		0		0	7857		0	0	1048576	1			1440		-1					
3325	烤鸡	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\kaoji.tab	1		0		0		0		0		0		0		0		0		0	7859		0	0	1048576	1			1440		-1					
3326	糖醋鱼	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\yu.tab	1		0		0		0		0		0		0		0		0		0	7860		0	0	1048576	1			1440		-1					
3327	水果	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\shuiguo.tab	1		0		0		0		0		0		0		0		0		0	7861		0	0	1048576	1			1440		-1					
3328	舟水龙丸	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\zhoushui.tab	1		0		0		0		0		0		0		0		0		0	7865		0	0	1048576	1			1440		-1					
3329	灵空云丸	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\yunwan.tab	1		0		0		0		0		0		0		0		0		0	7863		0	0	1048576	1			1440		-1					
3330	极乐之书	持国天王回忆录	7	1	0	0	1	1	0	0	0	持国天王殿\yueshu.tab	1		0		0		0		0		0		0		0		0		0	7862		0	0	1048576	1			1440		-1					
3331	织墨丹	持国天王回忆录	7	1	0	0	0	1	2880	0	0	持国天王殿\zhimodan.tab	1		0		0		0		0		0		0		0		0		0	7864		0	0	1048576	1			1440		-1					
3332	赛道中的栅栏1	赛马活动	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7719		0	0	1048576	1			1440	1	-1					
3333	野兽笼子	试炼之境	7	80	0	0	0	1	2880	180	80		0		0		0		0		0		0		0		0		0		0	7869		0	0	1048576	0	打开	scripts/Map/试炼密境/doodad/野兽笼子.lua	1440		-1					
3334	起点栅栏	赛马活动	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7871		0	0	1048576	1			1440	1	-1					
3335	起点栅栏2	赛马活动	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7873		0	0	1048576	1			1440	1	-1					
3336	赛道中的栅栏2	赛马活动	14	1	0	0	0	0	2880	0	0		0		0		0		0		0		0		0		0		0		0	7874		0	0	1048576	1			1440	1	-1					
