ID	Duration	MinDuration	note	Usage	MaxCount	MaxDuration	CanBackup	MaxOverDraftCount	CanAccelerate	NeedSyncOB
967	80	80	折叶笼花3分钟	2	1	80	1	0	1	1
968	105	105	南风吐月3分钟	2	1	105	1	0	1	1
969	5	5	飞花CD_95七秀门派事件	70	1	5		0	0	0
970	90	90	琴音共鸣1分半	69	1	90	1	0	1	0
971	20	20	转落七星	10	3	20	1	0	1	1
972	10	10	神机台_10秒	65	1	10		0	0	0
973	30	30	寒啸千军	68	1	30	1	0	1	1
974	1	0	唐门1秒GCD	10	1	1	1	0	1	0
975	50	50	蚀心蛊70s	9	1	50	1	0	1	1
976	70	70	摧星破月	10	1	70	1	0	1	0
977	30	30	治疗大招CD	9	1	30	1	0	1	0
978	90	90	平沙落雁90	69	1	90	1	0	1	1
979	0.5	0.5	鱼头轻功间隔	69	1	0.5	1	0	1	0
980	180	180	号令三军	1	1	180	1	0	1	1
981	45	45	破重围	1	1	45	1	0	1	1
982	18	18	二业依缘	5	1	18	1	0	1	0
983	15	15	道极承天	3	1	15	1	0	1	0
984	15	15	剑出鸿蒙	3	3	15	1	0	1	1
985	40	40	舍身弘法40s	5	1	40	1	0	1	0
986	300	300	杨胜沙场5分钟	68	1	300	1	0	1	1
987	1.5	0	疏影横斜1.5秒单独GCD	69	1	1.5	1	0	1	0
988	1.5	0	孤影化双1.5秒单独GCD	69	1	1.5	1	0	1	0
989	30	30	5号外装CD30秒	13	1	30		0	0	0
990	30	30	6号外装CD30秒	13	1	30		0	0	0
991	30	30	7号外装CD30秒	13	1	30		0	0	0
992	30	30	8号外装CD30秒	13	1	30		0	0	0
993	30	30	限量抢购道具1	42	1	30		0	0	0
994	30	30	限量抢购道具2	42	1	30		0	0	0
995	30	30	限量抢购道具3	42	1	30		0	0	0
996	30	30	限量抢购道具4	42	1	30		0	0	0
997	30	30	限量抢购道具5	42	1	30		0	0	0
998	30	30	限量抢购道具6	42	1	30		0	0	0
999	30	30	限量抢购道具7	42	1	30		0	0	0
1000	30	30	限量抢购道具8	42	1	30		0	0	0
1001	30	30	限量抢购道具9	42	1	30		0	0	0
1002	30	30	限量抢购道具10	42	1	30		0	0	0
1003	30	30	限量抢购道具11	42	1	30		0	0	0
1004	30	30	限量抢购道具12	42	1	30		0	0	0
1005	30	30	限量抢购道具13	42	1	30		0	0	0
1006	30	30	限量抢购道具14	42	1	30		0	0	0
1007	30	30	限量抢购道具15	42	1	30		0	0	0
1008	30	30	限量抢购道具16	42	1	30		0	0	0
1009	120	120	白鹿游仙2分钟	13	1	120		0	0	0
1010	20	20	烟花道具20秒	13	1	20		0	0	0
1011	7200	7200	背挂虎仔	13	1	7200		0	0	0
1012	120	120	鹤梅伞CD	13	1	120		0	0	0
1013	4	4	盾反	68	1	4	1	0	1	0
1014	30	30	鹤梅伞30秒CD	0	1	30		0	0	0
1015	3	3	鹤梅伞交互CD3秒	13	1	3		0	0	0
1016	1	1	明教_贪魔体关联CD	8	1	1		0	1	0
1017	30	30	扰乱CD_95少林门派事件	70	1	30		0	0	0
1018	15	15	唐门_机甲加速CD	70	1	15		0	0	0
1019	5	5	唐门_机甲减伤CD	70	1	5		0	0	0
1020	8	8	唐门_机甲打断CD	70	1	8		0	0	0
1021	10	10	唐门_连弩群体CD	70	1	10		0	0	0
1022	10	10	唐门_机甲群体攻击CD	70	1	10		0	0	0
1023	5	5	唐门_机甲击飞CD	70	1	5		0	0	0
1024	1	1	丐帮PQ_火雷	0	1	1		0	0	0
1025	360	360	熊猫背挂6分钟CD	0	1	360		0	0	0
1026	20	20	明教_灭火cd	70	1	20		0	0	0
1027	20	20	熊猫背挂吃竹子20秒CD	0	1	20		0	0	0
1028	180	180	如意金箍3分钟CD	42	1	180		0	0	0
1029	30	30	狼头披风30秒CD	13	1	30		0	0	0
1030	30	30	羽毛披风30秒CD	13	1	30		0	0	0
1031	30	30	画卷披风30秒CD	13	1	30		0	0	0
1032	30	30	荷叶披风30秒CD	13	1	30		0	0	0
1033	30	30	燕子披风30秒CD	13	1	30		0	0	0
1034	30	30	粉色披风30秒CD	13	1	30		0	0	0
1035	7200	7200	背挂小熊猫召唤	13	1	7200		0	0	0
1036	30	30	鸟翔碧空	10	1	30	1	0	1	0
1037	60	60	繁音急节充能CD	4	2	60	1	0	1	1
1038	12	12	银针通用随便用	64	1	12		0	0	0
1039	30	30	小熊猫挂件30秒CD	0	1	30		0	0	0
1040	10	10	小熊猫逗弄10秒CD	0	1	10		0	0	0
1041	30	30	9号外装30秒CD	13	1	30		0	0	0
1042	30	30	10号外装30秒CD	13	1	30		0	0	0
1043	60	60	运营扇子1分钟CD	0	1	60		0	0	0
1044	600	600	双人秋千召唤CD	13	1	600		0	0	0
1045	30	30	双人秋千交互30秒CD	13	1	30		0	0	0
1046	60	60	花灯CD-1分钟	46	1	60		0	0	0
1047	30	30	牡丹披风30秒CD	13	1	30		0	0	0
1048	30	30	血凤披风30秒CD	13	1	30		0	0	0
1049	30	30	刀片披风30秒CD	13	1	30		0	0	0
1050	30	30	双翼披风30秒CD	13	1	30		0	0	0
1051	30	30	蓝扇披风30秒CD	13	1	30		0	0	0
1052	30	30	紫樱披风30秒CD	13	1	30		0	0	0
1053	10	10	1儿童节_七彩风车挥舞cd	46	1	10		0	0	0
1054	60	60	端午节-苍竹龙曜CD	46	1	60		0	0	0
1055	60	60	方士_出魂	72	1	60		0	0	0
1056	15	15	方士_招魂	13	1	15		0	0	0
1057	60	60	方士_还魂	72	1	60		0	0	0
1058	20	20	捉影式充能	5	2	20	1	0	1	1
1059	5	5	方士_挖宝	13	1	5		0	0	0
1060	0.5	0.5	沉秋风子技能公共CD	71	1	0.5	1	0	1	0
1061	6	6	崩雪潮调息时间	71	1	6	1	0	1	0
1062	6	6	绝沧海调息时间	71	1	6	1	0	1	0
1063	60	60	驭兽_飞奔CD	13	1	60		0	0	0
1064	10	10	驭兽_特殊攻击CD	13	1	10		0	0	0
1065	120	120	绿林_初级陷阱	72	1	120		0	0	0
1066	180	180	绿林_击飞陷阱	72	1	180		0	0	0
1067	300	300	绿林_隐身陷阱	72	1	300		0	0	0
1068	20	20	镖师_投石问路	72	1	20		0	0	0
1069	2	2	驭兽_普攻CD	13	1	2		0	0	0
1070	30	30	11号外装30秒CD	13	1	30		0	0	0
1071	30	30	12号外装30秒CD	13	1	30		0	0	0
1072	300	300	艺人_座椅	72	1	300		0	0	0
1073	60	60	驭兽技能CD	13	1	60		0	0	0
1074	10	10	冰凝姿态调息时间	71	1	10	1	4	1	0
1075	10	10	雪意姿态调息时间	71	1	10	1	4	1	0
1076	10	10	风体姿态调息时间	71	1	10	1	4	1	0
1078	180	180	绿林_冻住不洗澡	72	1	180		0	0	0
1079	60	60	艺人_开始表演	72	1	60		0	0	0
1080	3	3	大刀状态崩雪潮	71	1	3	1	3	1	0
1081	3	3	大刀状态绝沧海	71	1	3	1	3	1	0
1082	3	3	大刀状态崩雪潮共调息	71	1	3	1	0	1	0
1083	3	3	大刀状态绝沧海共调息	71	1	3	1	0	1	0
1084	60	60	七夕-姻缘草	46	1	60	1	0	0	0
1085	60	60	缘缘召唤cd	46	1	60	1	0	0	0
1086	72000	72000	七夕外装加buff20小时CD	13	1	72000	0	0	0	0
1087	30	30	限量抢购道具17	42	1	30	0	0	0	0
1088	35	35	雷走风行调息时间	71	1	35	1	0	1	0
1089	30	30	延迟伤害调息时间	71	1	30	1	0	1	0
1090	20	20	828蓝白披风20秒CD	13	1	20	0	0	0	0
1091	20	20	828黑甲披风20秒CD	13	1	20	0	0	0	0
1098	20	20	踏宴扬旗调息时间	71	1	20	1	0	1	0
1099	12	12	沉秋风长CD	71	1	12	1	0	1	0
1100	2	2	长歌门特殊武器_萧琴剑CD	12	1	2	0	0	0	0
1101	15	15	苍云特殊武器任务CD_无畏城壁	12	1	15	0	0	0	0
1102	15	15	苍云特殊武器任务CD_寻首击山	12	1	15	0	0	0	0
1103	1	1	协助角色专注辅助CD	12	1	1	0	0	0	0
1104	1	1	协助角色自动运行CD	12	1	1	0	0	0	0
1105	1	1	协助角色集火攻击CD	12	1	1	0	0	0	0
1106	180	180	协助角色切换CD	12	1	180	0	0	0	0
1107	1	1	协助角色指定点移动CD	12	1	1	0	0	0	0
1108	1	1	协助角色终结技CD	12	1	1	0	0	0	0
1109	8	8	绝云逐电调息时间	71	1	8	1	0	1	0
1110	16	16	雷走风切调息时间	71	1	16	1	0	1	0
1111	20	20	割据秦宫调息时间	71	1	20	1	3	1	0
1112	20	20	破釜沉舟调息时间	71	1	20	1	0	1	1
1113	30	30	封渊震煞调息时间	71	1	30	1	3	1	0
1114	30	30	散流霞调息时间	71	1	30	1	3	1	1
1115	30	30	坚壁清野调息时间	71	1	30	1	0	1	1
1116	8	8	大刀绝云逐电调息时间	71	1	8	1	3	1	0
1117	16	16	大刀雷走风切调息时间	71	1	16	1	3	1	0
1118	20	20	大刀踏宴扬旗调息时间	71	1	20	1	3	1	0
1119	1	1	霸刀透支技能保护CD	71	1	1	1	0	1	0
1120	120	120	中秋背挂2分钟CD	13	1	120	0	0	0	0
1121	72000	72000	中秋外装加buff20小时CD	13	1	72000	1	0	0	0
1122	10	10	踏宴扬旗调息减半	71	1	10	1	0	1	0
1123	10	10	大刀踏宴扬旗调息减半	71	1	10	1	3	1	0
1124	4	4	醉斩白蛇触发六秒调息时间	71	1	4	1	0	1	0
1125	30	30	临渊蹈河调息时间	71	1	30	1	0	1	1
1126	18	18	上将军印调息时间	71	1	18	1	0	1	0
1127	0.1	0.1	上将军印内置调息	71	1	0.1	1	0	1	0
1128	12	12	流光充能	8	2	12	1	0	1	1
1129	1	1	流光囚影变充能后自身1秒CD	8	1	1	1	0	1	0
1130	10	10	擒王六式调息	71	1	10	1	0	1	0
1131	60	60	擒龙充能	5	2	60	1	0	1	1
1132	1.5	1.5	擒龙充能1秒自CD	5	1	1.5	1	0	1	0
1133	1	1	擒王六式触发CD	71	1	1	1	0	1	0
1135	6	6	醉斩白蛇首跳检查CD	71	1	6	1	0	1	0
1136	35	35	楚河汉界40秒调息	71	1	35	1	0	1	1
1137	50	50	西楚悲歌50秒调息	71	1	50	1	0	1	1
1138	3	3	双刀3秒调息	71	1	3	1	0	1	0
1139	0.5	0.5	双刀1秒主动	71	1	0.5	1	0	1	0
1140	3	3	大刀3秒调息	71	1	3	1	0	1	0
1141	0.5	0.5	大刀1秒主动	71	1	0.5	1	0	1	0
1142	3	3	鞘刀3秒调息	71	1	3	1	0	1	0
1143	0.5	0.5	鞘刀1秒主动	71	1	0.5	1	0	1	0
1144	1.5	1.5	封渊震煞1.5秒内置	71	1	1.5	1	0	1	0
1145	30	30	黄龙乘云30秒CD	13	1	30		0	0	0
1146	30	30	鎏金火凰30秒CD	13	1	30		0	0	0
1147	30	30	栩栩蝶翼30秒CD	13	1	30		0	0	0
1148	30	30	从云凋雪30秒CD	13	1	30		0	0	0
1149	30	30	从云真意30秒CD	13	1	30		0	0	0
1150	30	30	重缦轻罗30秒CD	13	1	30		0	0	0
1151	1	1	迴梦逐光内置1秒调息	69	1	1	1	0	1	0
1152	5	5	军阵-举盾	46	1	5	1	0	0	0
1153	30	30	军阵-箭雨	46	1	30	1	0	0	0
1154	30	30	军阵-刺击	46	1	30	1	0	0	0
1155	300	300	军阵-列阵	46	1	300	1	0	0	0
1156	5	5	军阵-卸盾	46	1	5	1	0	0	0
1157	20	20	破釜沉舟变透支	71	1	20	1	2	1	1
1158	1.5	1.5	大刀雷走风切1秒保护CD	71	1	1.5	1	0	1	0
1159	10	10	罗汉解控	5	1	10	1	0	1	0
1160	1	1	捉影充能内置1s	5	1	1	1	0	1	0
1161	30	30	13号外装30秒CD	13	1	30		0	0	0
1162	30	30	14号外装30秒CD	13	1	30		0	0	0
1163	3	3	霸刀狩猎投石CD	70	1	3	1	0	0	0
1164	30	30	霸刀狩猎陷阱CD	70	1	30	1	0	0	0
1165	10	10	霸刀狩猎云箭CD	70	1	10	1	0	0	0
1166	120	120	背挂花门2分钟CD	13	1	120	0	0	0	0
1167	3	3	峰值技能1	46	1	3	1	0	0	0
1168	5	5	峰值技能2	46	1	5	1	0	0	0
1169	15	15	峰值技能3	46	1	15	1	0	0	0
1170	30	30	峰值通用加速	46	1	30	1	0	0	0
1171	20	20	峰值通用加血	46	1	20	1	0	0	0
1172	5	5	峰值活动_安禄山_夜幕星河 10s	46	1	5	1	0	0	0
1173	1.5	1.5	冬至战傲油	46	1	1.5	0	0	0	0
1174	1	1	近聊1秒CD时间	13	1	1	1	0	0	1
1175	20	20	春节龙凤包身披风20秒CD	13	1	20	0	0	0	0
1176	72000	72000	元宵外装加buff20小时CD	13	1	72000	0	0	0	0
1177	600	600	秋千背挂使用CD	13	1	600		0	0	0
1178	30	30	15号外装30秒CD	13	1	30		0	0	0
1179	30	30	16号外装30秒CD	13	1	30		0	0	0
1180	30	30	秋千2交互CD	13	1	30		0	0	0
1181	30	30	表现77号30秒CD	13	1	30	0	0	0	0
1182	30	30	表现78号30秒CD	13	1	30	0	0	0	0
1183	30	30	表现79号30秒CD	13	1	30	0	0	0	0
1184	30	30	表现80号30秒CD	13	1	30	0	0	0	0
1185	30	30	表现81号30秒CD	13	1	30	0	0	0	0
1186	30	30	表现82号30秒CD	13	1	30	0	0	0	0
1187	30	30	滑竿加速30秒CD	13	1	30	0	0	0	0
1188	7200	7200	背挂寻珍味	13	1	7200	0	0	0	0
1189	30	30	梯云纵_独立CD	3	1	30	1	0	1	1
1190	30	30	楚河汉界充能	71	2	30	1	0	1	1
1191	1	1	楚河汉界充能保护	71	1	1	1	0	1	0
1192	30	30	烟雨行充能	7	2	30	1	0	1	1
1194	30	30	烟雨行子技能充能	7	2	30	1	0	1	1
1195	60	60	清明鸳鸯埙	46	1	60	0	0	0	0
1197	0.5	0.5	飞星遁影_回保护CD	10	1	0.5	1	0	1	1
1198	15	15	玄门人剑	3	1	15	1	0	1	0
1199	1	1	竞技场获取战队配置	13	1	5	0	0	0	0
1200	120	120	瑞鹤仙灯2分钟	13	1	120	1	0	0	0
1201	6	6	防止松舍问霞重复读条	6	1	6	1	0	0	0
1204	1	1	拍卖行查询请求CD	13	1	1	1	0	0	1
1206	20	20	518鹤影天青20秒CD	13	1	20	0	0	0	1
1207	600	600	桃花帐篷召唤CD	13	1	600	0	0	0	1
1208	30	30	包身之团扇30秒	0	1	30	0	0	0	1
1209	30	30	包身之折扇30秒	0	1	30	0	0	0	1
1210	30	30	包身之伞舞30秒	0	1	30	0	0	0	1
1211	5	5	端午_龙舟主炮	46	1	5	0	0	0	1
1212	10	10	端午_龙舟冲刺	46	1	10	0	0	0	1
1213	5	5	端午_龙舟撒网	46	1	5	0	0	0	1
1215	8	8	狼车的交互CD8秒	0	1	8	0	0	0	0
1216	1	1	定格功能CD1秒	0	1	1	0	0	0	0
1217	5	5	设定集鼓背挂CD30秒	0	1	30	0	0	0	0
1218	30	30	山秀屏深背挂CD30秒	0	1	30	0	0	0	0
1219	30	30	花马绘背挂CD30秒	0	1	30	0	0	0	0

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
