RecipeName	BelongSchool	DesignLevel	RecipeExplain	RecipeID	RecipeLevel	Type	IsSystemRecipe	IsEquipmentRecipe	SkillRecipeType	SkillType	SkillID	SkillLevel	PrepareFramesAdd	PrepareFramesPercent	CoolDownAdd1	CoolDownAdd2	CoolDownAdd3	MinRadiusAdd	MaxRadiusAdd	CostLifeAddPercent	CostManaAddPercent	CostRageAdd	CostEnergyAdd	CostStaminaAdd	CostTrainAdd	DamageAddPercent	ScriptFile
90级PVP气纯镇山河-25秒	装备	1		1177	1	1			371		371				-400												
90级PVP剑纯转乾坤-10秒	装备	1		1178	1	1					372				-160												
90级PVP天策守如山-10秒	装备	1		1179	1	1					413				-160												
90级PVP万花春泥护花-3秒	装备	1		1180	1	1					132				-48												
90级PVP少林无相诀-6秒	装备	1		1181	1	1					261				-96												
90级PVP藏剑云栖松-8秒	装备	1		1182	1	1					1668				-128												
90级PVP毒经幻蛊-5秒	装备	1		1183	1	1					2218				-80												
90级PVP补天女娲-5秒	装备	1		1184	1	1					2230				0												
90级PVP唐门惊鸿游龙-10秒	装备	1		1185	1	1					3114				-160												
90级PVP明教贪魔体-5秒	装备	1		1186	1	1					3973				-80												
90级PVP七秀天地低昂-7秒	装备	1		1187	1	1			557		557				-112												
PVP丐帮见龙在田减cd2秒	丐帮	1	减少调息时间	1188	1	1	0	1	0	0	5265	0	0	1024	-32	0	0	0	0	0	0	0		0	0	0	
90级PVP丐帮笑醉狂-6秒	装备	1		1189	1	1			0		5270				-96												
春泥提高10点强度	万花镇派	2		1190	1	3			132		0																万花\90级奇穴\春泥加10%减伤.lua
90级奇穴_芙蓉并蒂加伤害	万花镇派	1		1191	1	3					186				0											1024	
惊涛不消耗剑气	藏剑镇派	2	减少剑气消耗	1192	1	3					1647											-4					
千丝100%伤害	五毒镇派	1		1193	1	3					2213															1024	
追命箭_隐身伤害	唐门镇派	1		1194	1	3					3096																唐门\90级奇穴\隐身追命.lua
追命箭_高气血伤害	唐门镇派	1		1195	1	3					3096																唐门\90级奇穴\高气血追命.lua
90奇穴_夺魄箭加伤害	唐门镇派	1		1195	2	3					3095															123	
90奇穴_夺魄箭加会心	唐门镇派	1		1195	3	3					3095																唐门\90奇穴夺魄箭_加会心会伤.lua
新人剑回气	纯阳镇派	1		1196	1	3			588		0																纯阳\镇派\人剑合一_回气.lua
气纯_五方_加伤害	纯阳镇派	1		1197	1	3			2674		0															1024	
剑纯_万剑归宗_加伤害	纯阳镇派	1		1198	1	3			311		0															102	
90奇穴_夺魄箭加伤害	唐门镇派	1		1199	1	3					3095															123	
90奇穴_夺魄箭加会心	唐门镇派	1		1200	1	3					3095																唐门\90奇穴\夺魄箭_加会心会伤.lua
90奇穴_追命箭_加伤害	唐门镇派	1		1201	1	3			3096						0								0			102	
剑纯_无我无剑_会心提高	纯阳镇派	1		1202	1	3					394																纯阳\镇派\增加会心10%会心后伤害20%.lua
剑纯_万剑归宗_减cd加距离	纯阳镇派	2		1203	1	3					1				0												纯阳\镇派\万剑加距离.lua
90奇穴_暴雨梨花针加会心	唐门镇派	1		1204	1	3			3093		3093				0												唐门\90奇穴\暴雨梨花针_加会心.lua
90奇穴_暴雨梨花针加减速	唐门镇派	1		1205	1	3			3093		6444																唐门\90奇穴\暴雨梨花针_加减速.lua
90奇穴_裂石弩回内	唐门镇派	1		1206	1	3					3097																唐门\90奇穴\裂石弩_回内.lua
90奇穴_心无旁骛减CD	唐门镇派	1		1207	1	3					3094				-480												
90奇穴_雷震子回内	唐门镇派	1		1208	1	3			3093		3093				-240												
剑纯_八荒减cd回气	纯阳镇派	2		1209	1	3					2699				-32												纯阳\镇派\八荒回气.lua
90奇穴_浮光掠影减CD	唐门镇派	1		1210	1	3					3112				0												唐门\90奇穴\浮光掠影_减CD.lua
90奇穴_飞星遁影减CD	唐门镇派	1		1211	1	3					1				-160												
90奇穴_飞星遁影无敌	唐门镇派	1		1212	1	3					3247																唐门\90奇穴\飞星遁影_无敌D.lua
龙啸不消耗内力_新	丐帮镇派	1		1213	1	3					5267										-1024						
5豆两仪会心提高10%	纯阳镇派	1		1213	2	3					3448																纯阳\镇派\增加会心10%会心后伤害20%.lua
太极无极提高会心	纯阳镇派	1		1214	1	3			306		0																纯阳\镇派\增加会心20%.lua
六合独尊扩大2尺	纯阳镇派	1		1215	1	3			368		368																纯阳\镇派\六合独尊范围扩大2尺.lua
气纯_六合伤害提高10%	纯阳镇派	1		1216	1	3			368		368															102	
气纯_太极无极加伤害加cd	纯阳镇派	1		1217	1	3			306						0	0										512	
太极无极会心伤害提高50%	纯阳镇派	1		1218	1	3			0		1															0	
90奇穴_蚀肌弹加伤害	唐门镇派	1		1219	1	3					3105															102	
90奇穴_蚀肌弹加会心	唐门镇派	1		1220	1	3					3105																唐门\90奇穴\蚀肌弹_加会心.lua
90奇穴_天绝地灭加伤害	唐门镇派	1		1221	1	3			3108														-20			102	
90奇穴_化血镖加伤害	唐门镇派	1		1222	1	3			3087		3087																唐门\90奇穴\化血镖_加伤害.lua
90奇穴_千机变加会心会伤	唐门镇派	1		1223	1	3			3367																	102	
穿云会心提高	天策镇派	1		1224	1	3					400																天策\镇派\增加会心10%.lua
龙牙会心提高	天策镇派	1		1225	1	3					415																天策\镇派\增加会心10%.lua
龙吟伤害提高10%	天策镇派	1		1226	1	3					403															102	
战八方蓝耗降低50%	天策镇派	1		1227	1	3			1		1										0						
灭的会心几率提高10%	天策镇派	1		1228	1	3			423		423																天策\镇派\增加会心20%.lua
天策突加CD	天策镇派	1		1229	1	3			0		1				0												
破风加伤害15%	天策镇派	1		1230	1	3			401		401																天策\镇派\破风加15%伤害.lua
灭增强	天策镇派	1		1231	1	3					423				192												天策\秘笈\灭增强.lua
听雷_会心提高10%	藏剑镇派	1		1232	1	3			0		1															102	
听雷加50%伤害	藏剑镇派	1		1233	1	3					1579															512	
夕照伤害提高10%	藏剑镇派	1		1234	1	3			1600		1600															102	
夕照会心提高10%	藏剑镇派	1		1235	1	3			1600		1600																藏剑\秘笈\提高10%会心几率.lua
云飞会心提高10%	藏剑镇派	1		1236	1	3			1593		1593																藏剑\秘笈\提高10%会心几率.lua
云飞玉皇伤害提高10%	藏剑镇派	1		1237	1	3			1593		1593															102	
风来吴山变效果	藏剑镇派	1		1238	1	3			1645						0				0			0				0	藏剑\秘笈\增加距离.lua
雪断桥增强	藏剑镇派	1		1239	1	3					1664				-320												
龙牙威胁值提高	天策镇派	1		1240	1	3					415																天策\秘笈\加威胁值.lua
守如山_减速减cd	天策镇派	1		1241	1	3					413				-320												天策\秘笈\守如山减速.lua
战八方_额外威胁值	天策镇派	1		1242	1	3			427		427																天策\秘笈\加威胁值.lua
灭_提高威胁值	天策镇派	1		1243	1	3			1		1																天策\秘笈\加威胁值.lua
守如山_减cd	天策镇派	1		1244	1	3					413				-1120												
玳弦急曲伤害提高10%	七秀镇派	1		1245	1	3			2707		0															102	七秀\秘笈\急曲dot.lua
玳弦急曲会心提高10%	七秀镇派	1		1246	1	3			2707		0															0	七秀\秘笈\阴性会心提高10%.lua
玳弦急曲额外伤害	七秀镇派	1		1247	1	3					6234															0	
玳弦急曲没有dot	七秀镇派	1		1248	1	3					3009								-4800							0	
玳弦急曲AOE	七秀镇派	1		1249	1	3			2707		0															0	七秀\秘笈\玳弦急曲AOE.lua
玳弦急曲不被打退	七秀镇派	1		1250	1	3			1		1															0	七秀\秘笈\玳弦急曲不被打退.lua
帝骖龙翔减cd	七秀镇派	1		1251	1	3					544				-240												
剑神无我变效果	七秀镇派	1		1252	1	3					559				696												
剑神无我加伤害	七秀镇派	1		1253	1	3					506															0	
剑破加伤害	七秀镇派	1		1254	1	3					2716															255	七秀\秘笈\不再溅射.lua
剑破AOE伤害	七秀镇派	1		1255	1	3					2988															205	
剑破加个数	七秀镇派	1		1256	1	3					2716															0	七秀\秘笈\额外溅射溅射.lua
守缺加12%	少林镇派	3	增加伤害	1257	1	3			2572		2572				0											102	
摩诃无量加4尺减6秒CD	少林镇派	3	增加伤害	1258	1	3			0		236				-160				256							0	
横扫六合加易伤	少林镇派	3	增加伤害	1259	1	3			235		0				0				0							0	少林\镇派\横扫六合易伤.lua
拿云式加距离	少林镇派	3	增加伤害	1260	1	3			0		1				0				0							0	
拿云式加CD	少林镇派	1		1261	1	3					1				0												
拿云式冲锋	少林镇派	1		1262	1	3			0		1																少林\镇派\拿云式冲锋.lua
捕风式打断	少林镇派	1		1263	1						238																
无相诀减cd	少林镇派	1		1264	1	3					261				-320												
90奇穴_蝎心加会心	五毒镇派	1		1265	1	3			2209																		五毒\90级奇穴\蝎心加会心.lua
90奇穴_百足回血	五毒镇派	1		1266	1	3			0		2212																五毒\90级奇穴\百足回血.lua
90奇穴_千丝加伤害	五毒镇派	1		1267	1	3			2213		2213				0											512	
90奇穴_百足提高作用范围	五毒镇派	1		1268	1	3			2212																		五毒\90级奇穴\百足提高作用范围.lua
90奇穴_蛇影提高伤害	五毒镇派	1		1269	1	3					6237															0	五毒\90级奇穴\蛇影提高伤害.lua
90奇穴_百足提高伤害	五毒镇派	1		1270	1	3					6238																五毒\90级奇穴\百足提高伤害.lua
90奇穴_蟾啸提高伤害	五毒镇派	1		1271	1	3					6236																五毒\90级奇穴\蟾啸提高伤害.lua
90奇穴_蝎心提高伤害	五毒镇派	1		1272	1	3					13476																五毒\90级奇穴\蝎心提高伤害.lua
90奇穴_蛇影AOE	五毒镇派	1		1273	1	3			0		2211																五毒\90级奇穴\蛇影AOE.lua
回雪加会心	七秀镇派	1		1274	1	3			565		0															0	七秀\秘笈\阴性会心提高10%.lua
90奇穴_蝎心加破防	五毒镇派	1		1275	1	3					2209																五毒\90级奇穴\蝎心加破防.lua
90奇穴_蝎心DOT加破防	五毒镇派	1		1276	1	3					6621																五毒\90级奇穴\蝎心加破防.lua
回雪加效果	七秀镇派	1		1277	1	3			565		565															102	七秀\秘笈\回雪不会被打退.lua
王母挥袂会心几率提高10%	七秀镇派	1		1278	1	3			569		569															0	七秀\秘笈\阴性会心提高10%.lua
90奇穴_幻蛊移除加伤害	五毒镇派	1		1279	1	3					1																五毒\90级奇穴\幻蛊移除加伤害.lua
90奇穴_幻蛊减CD	五毒镇派	1		1280	1	3					2218				-480												
玲珑箜篌加会心	七秀镇派	1		1281	1	3			2724		0															0	七秀\秘笈\阴性会心提高10%.lua
回雪飘摇加个数	七秀镇派	1		1282	1	3					6250																七秀\秘笈\回雪飘摇加个数.lua
90奇穴_冰蚕加疗伤	五毒镇派	1		1283	1	3			2232		2232															102	
90奇穴_圣手加疗伤	五毒镇派	1		1284	1	3			2957		2957															102	
90奇穴_冰蚕额外目标100%	五毒镇派	1		1285	1	3					2526															1024	
90奇穴_冰蚕加数量	五毒镇派	1		1286	1	3					2232																五毒\90级奇穴\冰蚕加数量.lua
90奇穴_圣手减伤提高	五毒镇派	1		1287	1	3					1																五毒\90级奇穴\圣手减伤提高.lua
90奇穴_圣手减伤延长	五毒镇派	1		1288	1	3					1																五毒\90级奇穴\圣手减伤延长.lua
90奇穴_冰蚕加急速	五毒镇派	1		1289	1	3					2232																五毒\90级奇穴\冰蚕加急速.lua
90奇穴_冰蚕单体加急速	五毒镇派	1		1290	1	3					6662																五毒\90级奇穴\冰蚕加急速.lua
90奇穴_醉舞加作用范围	五毒镇派	1		1291	1	3			2233																		五毒\90级奇穴\醉舞加作用范围.lua
90奇穴_醉舞加跳数	五毒镇派	1		1292	1	3			0		2233																五毒\90级奇穴\醉舞加跳数.lua
90奇穴_醉舞小队加跳数	五毒镇派	1		1293	1	3			0		6675																五毒\90级奇穴\醉舞加跳数.lua
翔舞驱散用	七秀镇派	1		1294	1	3			554																		七秀\秘笈\翔舞增强.lua
阳明指_加会心	万花镇派	1		1295	1	3			179		179															0	万花\镇派\混元内功会心提高.lua
90奇穴_夺命蛊对友方	五毒镇派	1		1296	1	3					2214																五毒\90级奇穴\夺命蛊对友方.lua
90奇穴_迷心蛊对友方	五毒镇派	1		1297	1	3					2215																五毒\90级奇穴\迷心蛊对友方.lua
90奇穴_枯残蛊对友方	五毒镇派	1		1298	1	3					2216																五毒\90级奇穴\枯残蛊对友方.lua
快雪时晴_加伤害	万花镇派	1		1299	1	3			2636		0										0					0	万花\镇派\快雪减个数.lua
快雪时晴_10%伤害	万花镇派	1		1300	1	3			0		1															0	
商阳指加伤害	万花镇派	1		1301	1	3			180												0						万花\镇派\dot加伤害15%.lua
钟林毓秀伤害	万花镇派	1		1302	1	3			189												0						万花\镇派\dot加伤害15%.lua
兰摧玉折加伤害	万花镇派	1		1303	1	3			190												0						万花\镇派\dot加伤害15%.lua
快雪额外伤害	万花镇派	1		1304	1	3			0		6701																万花\镇派\快雪额外伤害.lua
经脉-减少前冲CD	测试	1	减少调息时间	1305	1	2	1				9003						-16										
经脉-减少前冲CD	测试	1	减少调息时间	1305	2	2	1				9003						-32										
经脉-减少前冲CD	测试	1	减少调息时间	1305	3	2	1				9003						-48										
经脉-减少前冲CD	测试	1	减少调息时间	1305	4	2	1				9003						-64										
经脉-减少前冲CD	测试	1	减少调息时间	1305	5	2	1				9003						-80										
经脉-减少后翻CD	测试	1	减少调息时间	1306	1	2	1				9004						-32										
经脉-减少后翻CD	测试	1	减少调息时间	1306	2	2	1				9004						-64										
经脉-减少后翻CD	测试	1	减少调息时间	1306	3	2	1				9004						-96										
经脉-减少后翻CD	测试	1	减少调息时间	1306	4	2	1				9004						-128										
经脉-减少后翻CD	测试	1	减少调息时间	1306	5	2	1				9004						-160										
经脉-减少左翻CD	测试	1	减少调息时间	1307	1	2	1				9005						-32										
经脉-减少左翻CD	测试	1	减少调息时间	1307	2	2	1				9005						-64										
经脉-减少左翻CD	测试	1	减少调息时间	1307	3	2	1				9005						-96										
经脉-减少左翻CD	测试	1	减少调息时间	1307	4	2	1				9005						-128										
经脉-减少左翻CD	测试	1	减少调息时间	1307	5	2	1				9005						-160										
经脉-减少右翻CD	测试	1	减少调息时间	1308	1	2	1				9006						-32										
经脉-减少右翻CD	测试	1	减少调息时间	1308	2	2	1				9006						-64										
经脉-减少右翻CD	测试	1	减少调息时间	1308	3	2	1				9006						-96										
经脉-减少右翻CD	测试	1	减少调息时间	1308	4	2	1				9006						-128										
经脉-减少右翻CD	测试	1	减少调息时间	1308	5	2	1				9006						-160										
局针加10%治疗效果	万花镇派	1		1309	1	3					137															102	
局针会心提高10%	万花镇派	1		1310	1	3					138															0	万花\镇派\混元内功会心提高.lua
长针运功减少0.25秒	万花镇派	3		1311	1	3			142		142		-4														
提针运功降低0.25	万花镇派	3		1312	1	3			0		138		-4														
提针解控加cd	万花镇派	3		1313	1	3			0		138		0		0												万花\镇派\提针解控.lua
烈日斩的会心几率提高10%	明教镇派	1		1314	1	3					3963																明教\镇派\明教通用会心10%.lua
银月斩的会心几率提高10%	明教镇派	1		1315	1	3			3960		3960																明教\镇派\明教通用会心10%.lua
净世破魔击·日加距离和范围	明教镇派	1		1316	1	3			3967		0																明教\镇派\日终结加范围.lua
净世破魔击·月冲刺范围	明教镇派	1		1317	1	3			3967		0								448								
净世破魔击·日母技能修饰	明教镇派	1		1318	1	3			0		4037																明教\镇派\日终结加范围.lua
90奇穴_幽月轮加仇恨	明教镇派	1		1319	1	3			3959		0				0											0	明教\90级奇穴\幽月轮加仇恨.lua
90奇穴_赤日轮加仇恨	明教镇派	1		1320	1	3			3962		0				0											0	明教\90级奇穴\赤日轮加仇恨.lua
90奇穴_银月斩加仇恨	明教镇派	1		1321	1	3			3960		3960				0											0	明教\90级奇穴\银月斩加仇恨.lua
龙吟附带额外威胁值	天策镇派	1		1322	1	3					403																天策\秘笈\加威胁值.lua
90奇穴_烈日斩加仇恨	明教镇派	1		1323	1	3			0		3963				0											0	明教\90级奇穴\烈日斩加仇恨.lua
90奇穴_慈悲愿加闪避	明教镇派	1		1324	1	3					3982				-80												明教\90级奇穴\90奇穴_慈悲愿加闪避.lua
90奇穴_归寂道被击回血	明教镇派	1		1325	1	3					3981																明教\90级奇穴\90奇穴_归寂道被击回血.lua
90奇穴_归寂道AOE	明教镇派	1		1326	1	3					3981																明教\90级奇穴\90奇穴_归寂道AOE.lua
90奇穴_归寂道减CD	明教镇派	1		1327	1	3					3981				-160				256								
90奇穴_破魔击日加仇恨	明教镇派	1		1328	1	3			3967																		明教\90级奇穴\90奇穴_破魔击日加仇恨.lua
90奇穴_破魔击月加仇恨	明教镇派	1		1329	1	3			3967																		明教\90级奇穴\90奇穴_破魔击月加仇恨.lua
90奇穴_破魔击回血	明教镇派	1		1330	1	3					3967																明教\90级奇穴\90奇穴_破魔击回血.lua
气纯_八荒爆叠刃	纯阳镇派	1		1331	1	3					2699																纯阳\镇派\八荒爆叠刃.lua
90奇穴_贪魔体消DEBUFF	明教镇派	1		1332	1	3					3973																明教\90级奇穴\90奇穴_贪魔体消DEBUFF.lua
90奇穴_生死劫格挡	明教镇派	1		1333	1	3					1																明教\90级奇穴\90奇穴_生死劫格挡.lua
90奇穴_戒火斩加仇恨	明教镇派	1		1334	1	3					3980																明教\90级奇穴\90奇穴_戒火斩加仇恨.lua
穿云威胁值提高	天策镇派	1		1335	1	3					400															0	天策\秘笈\加威胁值.lua
90奇穴_光明相回血	明教镇派	1		1336	1	3					1																明教\90级奇穴\90奇穴_光明相回血.lua
90奇穴_逐星箭回神机	唐门镇派	1		1337	1	3			3101		3101																唐门\90奇穴\逐星箭回神机.lua
90奇穴_逐星箭击退	唐门镇派	1		1338	1	3					3101																唐门\90奇穴\逐星箭击退.lua
90奇穴_逐星箭DOT多次伤害	唐门镇派	1		1339	1	3					3101																唐门\90奇穴\逐星箭DOT多次伤害.lua
《打狗棒法·拨狗朝天》参悟残页	丐帮	1	增加伤害	1340	1				5258		5258															31	
《打狗棒法·拨狗朝天》参悟断篇	丐帮	2	增加伤害	1341	1				5258		5258															41	
《打狗棒法·拨狗朝天》详解残页	丐帮	1	增加命中	1342	1				5258		5258																秘笈\增加命中1分.lua
《打狗棒法·拨狗朝天》详解断篇	丐帮	2	增加命中	1343	1				5258		5258																秘笈\增加命中2分.lua
《打狗棒法·拨狗朝天》秘诀残页	丐帮	1	增加会心	1344	1				5258		5258																秘笈\增加会心3分.lua
《打狗棒法·拨狗朝天》秘诀断篇	丐帮	2	增加会心	1345	1				5258		5258																秘笈\增加会心4分.lua
《打狗棒法·拨狗朝天》秘诀绝章	丐帮	3	增加会心	1346	1				5258		5258																秘笈\增加会心5分.lua
《打狗棒法·拨狗朝天》人偶图残页	丐帮	1	增加效果	1347	1				5258		5258																丐帮/秘籍/1347_《打狗棒法·拨狗朝天》人偶图断篇_会心回内力.lua
《打狗棒法·恶狗拦路》参悟残页	丐帮	1	增加伤害	1348	1				5361		5361															31	
《打狗棒法·恶狗拦路》参悟断篇	丐帮	2	增加伤害	1349	1				5361		5361															41	
《打狗棒法·恶狗拦路》参悟绝章	丐帮	3	增加伤害	1350	1				5361		5361															51	
《打狗棒法·恶狗拦路》真传残页	丐帮	1	增加技能距离	1351	1				5361		5361								64								秘笈\增加AOE有效范围1尺.lua
《打狗棒法·恶狗拦路》真传断篇	丐帮	2	增加技能距离	1352	1				5361		5361								64								秘笈\增加AOE有效范围1尺.lua
《打狗棒法·恶狗拦路》人偶图残页	丐帮	1	增加效果	1353	1				5361		5361																丐帮/秘籍/1353_《打狗棒法·恶狗拦路》人偶图残页_减速10分.lua
《打狗棒法·恶狗拦路》人偶图断篇	丐帮	2	增加效果	1354	1				0		5361																丐帮\秘籍\1353_《打狗棒法·恶狗拦路》人偶图断篇_回10%蓝.lua
《打狗棒法·横打双獒》参悟残页	丐帮	1	增加伤害	1355	1				5354		5354															31	
《打狗棒法·横打双獒》参悟断篇	丐帮	2	增加伤害	1356	1				5354		5354															41	
《打狗棒法·横打双獒》参悟绝章	丐帮	3	增加伤害	1357	1				5354		5354															51	
《打狗棒法·横打双獒》详解残页	丐帮	1	增加命中	1358	1				5354		5354																秘笈\增加命中1分.lua
《打狗棒法·横打双獒》详解断篇	丐帮	2	增加命中	1359	1				5354		5354																秘笈\增加命中2分.lua
《打狗棒法·横打双獒》秘诀残页	丐帮	1	增加会心	1360	1				5354		5354																秘笈\增加会心3分.lua
《打狗棒法·横打双獒》秘诀断篇	丐帮	2	增加会心	1361	1				5354		5354																秘笈\增加会心4分.lua
《打狗棒法·横打双獒》人偶图残页	丐帮	1	增加效果	1362	1				5354		5354																丐帮\秘籍\1353_《打狗棒法·横打双獒》人偶图残页_会心回3%蓝.lua
《打狗棒法·蜀犬吠日》参悟残页	丐帮	1	增加伤害	1363	1				5257		5257															31	
《打狗棒法·蜀犬吠日》参悟断篇	丐帮	2	增加伤害	1364	1				5257		5257															41	
《打狗棒法·蜀犬吠日》参悟绝章	丐帮	3	增加伤害	1365	1				5257		5257															51	
《打狗棒法·蜀犬吠日》秘诀残页	丐帮	1	增加会心	1366	1				5257		5257																秘笈\增加会心3分.lua
《打狗棒法·蜀犬吠日》秘诀断篇	丐帮	2	增加会心	1367	1				5257		5257																秘笈\增加会心4分.lua
《打狗棒法·蜀犬吠日》秘诀绝章	丐帮	3	增加会心	1368	1				5257		5257																秘笈\增加会心5分.lua
《打狗棒法·蜀犬吠日》人偶图残页	丐帮	1	增加效果	1369	1				0		5257																丐帮\秘籍\《打狗棒法·蜀犬吠日》人偶图残页_驱散.lua
《打狗棒法·蜀犬吠日》人偶图断篇	丐帮	2	增加效果	1370	1				5257		5257																丐帮\秘籍\《打狗棒法·蜀犬吠日》人偶图断篇_伤害5%转内.lua
普渡四方加威胁值	少林镇派	3	增加伤害	1371	1	3					232				0											0	少林\秘笈\加威胁值.lua
《降龙掌·亢龙有悔》参悟残页	丐帮	1	增加伤害	1372	1				5638		5638															31	
《降龙掌·亢龙有悔》参悟断篇	丐帮	2	增加伤害	1373	1				5638		5638															41	
《降龙掌·亢龙有悔》参悟绝章	丐帮	3	增加伤害	1374	1				5638		5638															51	
《降龙掌·亢龙有悔》秘诀残页	丐帮	1	增加会心	1375	1				5638		5638																秘笈\增加会心3分.lua
《降龙掌·亢龙有悔》秘诀断篇	丐帮	2	增加会心	1376	1				5638		5638																秘笈\增加会心4分.lua
《降龙掌·亢龙有悔》人偶图残页	丐帮	1	增加效果	1377	1				0		5638																丐帮\秘籍\《降龙掌·亢龙有悔》人偶图残页_加防5%.lua
《降龙掌·亢龙有悔》人偶图断篇	丐帮	2	增加效果	1378	1				0		5638																丐帮\秘籍\《降龙掌·亢龙有悔》人偶图断篇_加AP10%.lua
《逍遥游·笑醉狂》穴位图残页	丐帮	1	减少调息时间	1379	1				0		5270				-160												
《逍遥游·笑醉狂》穴位图断篇	丐帮	2	减少调息时间	1380	1				0		5270				-160												
《逍遥游·笑醉狂》穴位图绝章	丐帮	3	减少调息时间	1381	1				0		5270				-160												
《逍遥游·笑醉狂》人偶图残页	丐帮	1	增加效果	1382	1				0		5270																丐帮\秘籍\《逍遥游·笑醉狂》人偶图残页_额外加10%减伤.lua
《逍遥游·笑醉狂》人偶图断篇	丐帮	2	增加效果	1383	1				0		5270																丐帮\秘籍\《逍遥游·笑醉狂》人偶图断篇_额外回血.lua
《降龙掌·神龙降世》参悟残页	丐帮	1	增加伤害	1384	1				5649		5649															31	
《降龙掌·神龙降世》参悟断篇	丐帮	2	增加伤害	1385	1				5649		5649															41	
《降龙掌·神龙降世》参悟绝章	丐帮	3	增加伤害	1386	1				5649		5649															51	
《降龙掌·神龙降世》秘诀残页	丐帮	1	增加会心	1387	1				5649		5649																秘笈\增加会心3分.lua
《降龙掌·神龙降世》秘诀断篇	丐帮	2	增加会心	1388	1				5649		5649																秘笈\增加会心4分.lua
《降龙掌·神龙降世》秘诀绝章	丐帮	3	增加会心	1389	1				5649		5649																秘笈\增加会心5分.lua
《降龙掌·神龙降世》详解残页	丐帮	1	增加命中	1390	1				5649		5649																秘笈\增加命中1分.lua
《降龙掌·神龙降世》详解断篇	丐帮	2	增加命中	1391	1				5649		5649																秘笈\增加命中2分.lua
《打狗棒法·天下无狗》参悟残页	丐帮	1	增加伤害	1392	1				5260		5260															31	
《打狗棒法·天下无狗》参悟断篇	丐帮	2	增加伤害	1393	1				5260		5260															41	
《打狗棒法·天下无狗》参悟绝章	丐帮	3	增加伤害	1394	1				5260		5260															51	
《打狗棒法·天下无狗》气血图残页	丐帮	1	增加目标	1395	1				5260		5260																秘笈\增加目标1个.lua
《打狗棒法·天下无狗》气血图断篇	丐帮	2	增加目标	1396	1				5260		5260																秘笈\增加目标1个.lua
《打狗棒法·天下无狗》真传残页	丐帮	1	增加技能距离	1397	1				5260		5260								64								秘笈\增加AOE有效范围1尺.lua
《打狗棒法·天下无狗》真传断篇	丐帮	2	增加技能距离	1398	1				5260		5260								64								秘笈\增加AOE有效范围1尺.lua
《降龙掌·狂龙乱舞》参悟残页	丐帮	1	增加伤害	1399	1				5365		5365															31	
《降龙掌·狂龙乱舞》参悟断篇	丐帮	2	增加伤害	1400	1				5365		5365															41	
《降龙掌·狂龙乱舞》参悟绝章	丐帮	3	增加伤害	1401	1				5365		5365															51	
《降龙掌·狂龙乱舞》注解残页	丐帮	1	减少消耗	1402	1				5365		5365										-51						
《降龙掌·狂龙乱舞》注解断篇	丐帮	2	减少消耗	1403	1				5365		5365										-51						
《降龙掌·狂龙乱舞》气血图残页	丐帮	1	增加目标	1404	1				5365		5365																秘笈\增加目标1个.lua
《降龙掌·狂龙乱舞》气血图断篇	丐帮	2	增加目标	1405	1				5365		5365																秘笈\增加目标1个.lua
《降龙掌·龙啸九天》参悟残页	丐帮	1	增加伤害	1406	1				5267		5267															31	
《降龙掌·龙啸九天》参悟断篇	丐帮	2	增加伤害	1407	1				5267		5267															41	
《降龙掌·龙啸九天》参悟绝章	丐帮	3	增加伤害	1408	1				5267		5267															51	
《降龙掌·龙啸九天》穴位图残页	丐帮	1	减少调息时间	1409	1				5267		5267				-48												
《降龙掌·龙啸九天》穴位图断篇	丐帮	2	减少调息时间	1410	1				5267		5267				-48												
《降龙掌·龙啸九天》穴位图绝章	丐帮	3	减少调息时间	1411	1				5267		5267				-48												
《降龙掌·龙啸九天》人偶图残页	丐帮	1	增加效果	1412	1				5267		5267																丐帮\秘籍\《降龙掌·龙啸九天》人偶图残页_回气血5%.lua
《降龙掌·龙跃于渊》参悟残页	丐帮	1	增加伤害	1413	1				5262		5262															31	
《降龙掌·龙跃于渊》参悟断篇	丐帮	2	增加伤害	1414	1				5262		5262															41	
《降龙掌·龙跃于渊》参悟绝章	丐帮	3	增加伤害	1415	1				5262		5262															51	
《降龙掌·龙跃于渊》真传残页	丐帮	1	增加技能距离	1416	1				5262		5262								64								
《降龙掌·龙跃于渊》真传断篇	丐帮	2	增加技能距离	1417	1				5262		5262								64								
《降龙掌·龙跃于渊》穴位图残页	丐帮	1	减少调息时间	1418	1				0		5262				-16												
《降龙掌·龙跃于渊》穴位图断篇	丐帮	1	增加效果	1419	1				0		5262				-16												
《降龙掌·龙腾五岳》参悟残页	丐帮	1	增加伤害	1420	1				5370		5370															31	
《降龙掌·龙腾五岳》参悟断篇	丐帮	2	增加伤害	1421	1				5370		5370															41	
《降龙掌·龙腾五岳》秘诀残页	丐帮	1	增加会心	1422	1				5370		5370																秘笈\增加会心3分.lua
《降龙掌·龙腾五岳》秘诀断篇	丐帮	2	增加会心	1423	1				5370		5370																秘笈\增加会心4分.lua
《降龙掌·龙腾五岳》秘诀绝章	丐帮	3	增加会心	1424	1				5370		5370																秘笈\增加会心5分.lua
《降龙掌·龙腾五岳》详解残页	丐帮	1	增加命中	1425	1				5370		5370																秘笈\增加命中1分.lua
《降龙掌·龙腾五岳》详解断篇	丐帮	2	增加命中	1426	1				5370		5370																秘笈\增加命中2分.lua
