id	npcid	kindname	tiptest	position	kindiconpath	kindiconframe	mapid	mapindex	sortindex
359	697	杂货商·潘学众		46378,66317,1114022;			27	0	276
359	700	背包商·时记倚		38935,57977,1097791;			27	0	277
359	702	郎中·田瑰常		38294,58380,1097791;			27	0	278
359	705	小吃商·葛湃康		55082,57920,1088932;			27	0	279
359	2023	杂货商·三眼豹子		47556,29997,1076029;			27	0	280
359	36503	杂货商·莫白		50136,67259,1114060;			27	0	274
360	0	烹饪技艺训练师					27	0	1045
360	670	初级烹饪训练师·牛吞日		53569,57329,1088816;			27	0	260
360	738	烹饪蔬菜商·曾志蓓		40222,56684,1086655;			27	0	261
360	751	烹饪酱料商·岳留祥		55652,58178,1089059;			27	0	262
360	4766	烹饪酒水商·李熏		39118,58341,1097671;			27	0	263
361	0	庖丁技艺训练师					27	0	1043
361	678	初级庖丁训练师·白沛天		57088,58984,1089339;			27	0	258
362	0	仓储·信使					27	0	1090
362	2017	信使·仓库区		50827,64206,1114112;			27	0	467
362	4711	仓库总管·散财翁		50322,62942,1115362;			27	0	241
362	4712	仓库总管·曹正雄		49973,63054,1115362;			27	0	242
362	4746	帮会仓库总管·萧烽		50144,62990,1115362;			27	0	240
362	25636	信使		48476,57216,1089792;			27	0	1091
363	0	帮会仓库总管					27	0	328
363	4746	帮会仓库总管·萧烽		50144,62990,1115362;			27	0	240
364	0	神农技艺训练师					27	0	1050
364	681	初级神农训练师·张知鱼		33521,60379,1100821;			27	0	265
365	0	医术技艺训练师					27	0	1072
365	664	初级医术训练师·秋凝丝		32529,62048,1103768;			27	0	289
365	764	医术材料商·王建一		32374,62405,1103768;			27	0	290
366	0	缝纫技艺训练师					27	0	249
366	674	初级缝纫训练师·林冬忆		37504,67635,1105937;			27	0	250
366	803	针线商·区慧		36655,68056,1105909;			27	0	251
367	0	基础武器·基础衣甲					27	0	1101
367	692	武器商·岳知科		47888,68540,1114072;			27	0	253
367	693	暗器商·袁映旭		42227,57524,1086655;			27	0	254
367	694	服装商·宁曲依		35968,68036,1105867;			27	0	255
367	2013	武器商·谢天狼		48408,27043,1076029;			27	0	256
368	0	铸造技艺训练师					27	0	1087
368	667	初级铸造训练师·刁山虎		47227,69790,1114072;			27	0	296
368	799	炭火商·范定官		48027,69852,1114072;			27	0	297
369	0	采金技艺训练师					27	0	1020
369	689	初级采金训练师·元千山		49476,59587,1089219;			27	0	238
371	0	威望·战阶相关商人					27	0	382
371	3037	恶人谷威望商·周简白		51386,69537,1114146;			27	0	1067
371	4668	乙字阵营物资商·厉景		50736,69253,1123149;			27	0	284
371	4724	恶人谷战阶商·黄龙星		51483,69413,1123123;			27	0	285
371	8132	恶人谷战阶商·董海健		51642,69366,1114151;			27	0	1069
372	0	战场接引人					27	0	1077
372	4723	神农洇接引人·乐不平		51308,69301,1123123;			27	0	292
373	0	恶人谷声望兑换商					27	0	247
373	812	恶人谷声望商·吴富纪		50967,71352,1133014;			27	0	248
374	0	帮会阵营执事					27	0	332
374	4745	帮会阵营执事·令狐邪影		55149,64213,1116466;			27	0	236
375	0	帮会物资商					27	0	330
375	4748	帮会物资商·文灭书		54344,63983,1116466;			27	0	234
376	0	书籍·阅读材料商					27	0	380
376	808	书籍·阅读材料商·范汜		44719,66583,1113735;			27	0	282
377	0	恶人谷谷主					27	0	245
377	4997	恶人谷谷主·王遗风		49432,67676,1150316;			27	0	246
378	0	十大恶人					27	0	266
378	4794	“阎王帖”肖药儿		72436,29362,1071488;			27	0	267
378	4819	“黑鸦”陶寒亭		33901,51135,1076672;			27	0	268
378	4822	“圣女”米丽古丽		65866,86336,1107746;			27	0	271
378	4997	“雪魔”王遗风		49432,67676,1150316;			27	0	272
378	6073	“小疯子”莫雨		11453,63063,1104128;			27	0	269
378	6461	烟		57472,15169,1077312;			27	0	270
379	0	仓库·信使					213	0	1130
379	44506	仓库管理员·倪小波		84777,61551,1057847;			213	0	1132
379	45055	信使·倪小坚		84890,61448,1057873;			213	0	1131
380	0	教书先生					213	0	1133
380	47980	教书先生·洛玲珑		85455,35748,1057686;			213	0	1134
381	0	马匹·鞍具·饲料·马厩					213	0	1135
381	45322	马商·杨灿		66940,31830,1058539;			213	0	1136
382	0	门派大师兄					213	0	1138
382	47821	门派大师兄		85908,65730,1057664;			213	0	1138
383	0	门派声望商					213	0	1139
383	45050	甲字声望商·颜雪松		86458,65114,1057852;			213	0	1140
383	45051	乙字声望商·顾霜迟		86407,65256,1057794;			213	0	1141
384	0	套装商					213	0	1148
384	45318	套装商·翟意鸣		86314,65368,1057812;			213	0	1149
384	45320	套装商·麻鸳		86192,65466,1057774;			213	0	1150
385	0	门派掌门					213	0	1142
385	44441	长歌门主·杨逸飞		78536,67337,1063405;			213	0	1143
386	0	商贩					213	0	1144
386	47979	酒商·米毅		80991,32907,1057686;			213	0	1145
386	47981	服装商·施九娘		86601,32640,1057686;			213	0	1146
386	47982	杂货商·邹驰		74362,91907,1057849;			213	0	1147
387	0	长途车夫					213	0	1151
387	46313	长途车夫·刘畅		82661,22673,1058148;			213	0	1152
388	0	仓库·信使					243	0	1130
388	53734	仓库管理员·柳良		93631,54476,1177728;			243	0	2
388	53735	信使·柳缘		93593,54521,1177728;			243	0	3
389	0	门派掌门					243	0	1142
389	52775	霸刀三庄主·柳静海		82900,59260,1133942;			243	0	12
390	0	门派声望商					243	0	1139
390	53730	甲字声望商·柳依依		94886,56998,1177728;			243	0	9
390	53731	乙字声望商·柳芊芊		94966,56904,1177728;			243	0	10
391	0	教书先生					243	0	1133
391	52596	教书先生·柳玉帛		91327,57733,1177728;			243	0	5
392	0	马匹·鞍具·饲料·马厩					243	0	1135
392	54215	马商·柳骏		95493,56710,1177809;			243	0	7
393	0	套装商					243	0	1148
393	53732	套装商·柳金		95176,57886,1178023;			243	0	23
393	53733	套装商·柳杨花		94075,57673,1177728;			243	0	24
394	0	长途车夫					243	0	1151
394	53251	长途车夫·柳三刀		75368,14246,1091077;			243	0	26
395	0	商贩					243	0	1144
395	53077	杂货商·柳诺诺		93841,54276,1177728;			243	0	14
395	53708	杂货商·长孙福		117031,56743,1147904;			243	0	15
395	53709	杂货商·独孤丑		112531,64310,1169554;			243	0	16
395	53710	杂货商·柳思文		48216,39968,1115774;			243	0	17
395	53713	杂货商·柳伯阳		80232,98210,1173074;			243	0	18
395	53725	杂货商·柳若霜		92960,118285,1164929;			243	0	19
395	53726	杂货商·柳卓		25746,92527,1206686;			243	0	20
395	53729	杂货商·赵伴青		75896,13659,1091114;			243	0	21
396	0	秘境镖局接引人					6	0	1040
396	1	秘境镖局接引人		64171, 45906, 1052928			6	0	1040
396	3217	兴威镖局镖头·雷浪		74884,74342,1057719;			6	0	917
397	0	秘境镖局接引人					108	0	1040
397	1	秘境镖局接引人		73727,64934,1070400			108	0	1040
397	14305	福威镖局·邓应天		63996,59997,1072653;			108	0	131
398	0	秘境镖局接引人					15	0	1040
398	1	秘境镖局接引人		45599, 91875, 1061888			15	0	1040
399	0	秘境镖局接引人					8	0	1040
399	1	秘境镖局接引人		34519, 68032, 1052096			8	0	1040
399	3460	镖局镖头·李放		35799,79926,1058546;			8	0	482
400	0	秘境镖局接引人					194	0	1040
400	1	秘境镖局接引人		23163, 63149, 1133760			194	0	1040
401	5745	帮会登记人		61390,59786,1051581;			13	0	1013
401	5746	帮会登记人·玄字贰壹					13	0	1014
402	0	帮会登记人					13	0	1013
402	5745	帮会登记人·玄字贰壹		61390,59786,1051581;			13	0	1014
403	0	帮会领地接引人					13	0	1015
403	4714	帮会家园执事·玄字玖贰		61440,59116,1051581;			13	0	1016
404	0	裁缝技艺训练师					13	0	1017
404	9873	缝纫训练师·素怀绣		58125,65331,1051229;			13	0	396
405	0	采金技艺训练师					13	0	1020
405	9869	采金训练师·宗百镐		59014,64040,1051023;			13	0	398
406	0	仓储·信使·交易师					13	0	1022
406	3325	日常区信使		64255,63915,1050293;			13	0	400
406	9872	交易师·金易施		68933,68802,1052788;			13	0	401
406	9900	仓库管理员·于双海		68683,68890,1052800;			13	0	402
406	9901	交易师·窦乐		69174,68875,1052800;			13	0	403
406	25668	帮会仓库总管·玄字肆捌		61476,59944,1051581;			13	0	404
406	56463	交易区信使		69779,70260,1052800;			13	0	405
407	0	阅读材料供应商					13	0	445
407	9854	阅读材料供应商·黎书彦		68791,70286,1052661;			13	0	688
408	0	江湖贡献·侠义值兑换商人					13	0	1033
408	1348	侠义值商人·玄字叁玖		61801,59980,1051581;			13	0	1034
408	1495	江湖物资商·玄字柒肆		62086,59988,1051581;			13	0	911
409	0	马具·饲料					13	0	412
409	56473	马商·金家驹		54011,58388,1050942;			13	0	413
410	0	名剑大会接引人					13	0	1041
410	16059	名剑大会报名人·张英		54445,63987,1051023;			13	0	704
410	16113	名剑大会报名人·上官玲		49177,60032,1053424;			13	0	415
410	16114	名剑大会报名人·梅乐		59521,69763,1056358;			13	0	1042
411	0	庖丁技艺训练师					13	0	1043
411	9876	庖丁训练师·廉尤志		58364,64282,1051023;			13	0	419
412	0	烹饪技艺训练师					13	0	1045
412	9769	烹饪技艺训练师·李虬髯		57739,64405,1051023;			13	0	421
413	0	神农技艺训练师					13	0	1050
413	9879	神农技艺训练师·蒙烈行		62140,63563,1051023;			13	0	423
414	0	威望·战阶·名剑大会相关商人					13	0	1065
414	1053	浩气盟威望物资商·别南轩		49238,61189,1053706;			13	0	436
414	3037	恶人谷威望军需官·周简白		61148,71426,1056358;			13	0	437
414	8131	浩气盟战阶商·王雨瑶		49873,61272,1053706;			13	0	1068
414	8132	恶人谷战阶商·董海健		61428,71397,1056358;			13	0	1069
414	16250	阵营名剑套装商·许相迎		59588,69708,1056358;			13	0	435
414	16252	中立名剑套装商·南宫逸		54903,63986,1051023;			13	0	438
415	0	食物·药品·杂货·五行石商人					13	0	1054
415	2038	郎中·罗广		61927,64170,1051190;			13	0	425
415	8808	五行石商人·曾鑫		69268,70272,1052661;			13	0	1055
415	9868	杂货商·郭五津		54140,58113,1050936;			13	0	720
415	56480	小吃商·金小骨		54112,59068,1052496;			13	0	426
416	0	收书人					13	0	1060
416	494	杂集收书人·赵山河		68162,70469,1052700;			13	0	1061
416	495	道学收书人·武文墨		68340,70309,1052663;			13	0	1062
416	496	佛学收书人·谢断笔		68508,70617,1052676;			13	0	1063
416	5926	高级杂集收书人·地字玖玖		68557,70296,1052661;			13	0	730
417	0	医术技艺训练师					13	0	1072
417	9877	医术技艺训练师·白首翰		61248,63583,1051023;			13	0	442
418	0	远程武器商					13	0	443
418	2035	远程武器商·朱举		59209,63947,1051027;			13	0	444
419	0	战场接引人					13	0	1077
419	6551	浩气盟战场接引人		49609,61248,1053706;			13	0	1079
419	6552	恶人谷战场接引人		60831,71316,1056383;			13	0	1078
420	0	车夫					13	0	406
420	3842	长途车夫·蒋放		63932,63279,1050282;			13	0	407
420	17591	短途车夫		63997,63200,1050304;			13	0	1097
421	0	阵营与装备转换使					13	0	1083
421	1349	帮会阵营总管·玄字伍叁		63027,59050,1051581;			13	0	1084
421	7821	黑市商人·李守财		62934,58656,1051581;			13	0	1086
422	0	铸造技艺训练师					13	0	1087
422	9875	铸造技艺训练师·欧无邪		59455,63745,1051023;			13	0	454

 -- by 每天涨停@梦江南 $ Jx3UnPack-PAKV3 jx3.mail@gmail.com
